reduction,mean_purity_knn,mean_entropy_knn_all,resolution,silhouette_score_cosine,mean_mixingNorm,silhouette_score_norm,mean_purity_knn_norm,mean_entropy_knn_all_norm,mean_mixingNorm_norm,mixing_score,purity_score,assay,ndim,features,method,features_ngenes
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.53859375,0.470616489382147,4.5,0.219087358257869,0.899105113256679,66,84.32,64.82,82.97,73.895,84.32,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.517965511658031,0.427548833574808,5,0.226562194754254,0.893975765391172,68,78.29,55.8,80.32,68.06,78.29,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.460438320250691,0.399835734262286,5,0.165573403919125,0.880909187962816,50,61.48,50,73.55,61.775,61.48,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.476204470198676,0.383624353710897,4.5,0.186099523165212,0.873728015589655,56,66.09,46.61,69.84,58.225,66.09,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.406213430851064,0.343564007806994,4.5,0.195586837122451,0.86721532860009,59,45.64,38.22,66.47,52.345,45.64,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.411981865284974,0.331511357670793,4,0.224039140063168,0.856882499212538,68,47.33,35.7,61.12,48.41,47.33,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.372657220496895,0.320954936979892,4,0.211013697476893,0.854464922547201,64,35.84,33.49,59.86,46.675,35.84,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.319959709119497,0.313902371124215,4,0.226217904168067,0.850328491592819,68,20.44,32.01,57.72,44.865,20.44,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.362589284415415,0.456353646201015,5.5,0.184488957041034,0.895040025751743,56,32.9,61.83,80.87,71.35,32.9,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.424970045336788,0.432548917855332,5,0.157551916558101,0.889943827456434,48,51.12,56.85,78.23,67.54,51.12,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.5571875,0.421369562165956,4,0.229248659552529,0.886422233612041,69,89.75,54.51,76.41,65.46,89.75,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.579375,0.382504873780634,4,0.225304485770748,0.876587205179453,68,96.23,46.37,71.32,58.845,96.23,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.568444101773323,0.365097835710664,3.5,0.237595500356453,0.871293880404776,72,93.04,42.73,68.58,55.655,93.04,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.539652562111801,0.361421576408666,3.5,0.211576031056258,0.867836458558198,64,84.63,41.96,66.79,54.375,84.63,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.519938858695652,0.360722463821872,3.5,0.253506492028745,0.867001342129755,77,78.87,41.81,66.35,54.08,78.87,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.4930625,0.339887748504996,3.5,0.234826103776032,0.861234773001115,71,71.02,37.45,63.37,50.41,71.02,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.506075129533679,0.447308305968251,4,0.244582868263773,0.894903761687871,74,74.82,59.94,80.8,70.37,74.82,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.477884855679121,0.434819818297346,4.5,0.237319385552596,0.889225102919056,72,66.58,57.32,77.86,67.59,66.58,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.369542115066225,0.394759472393443,5.5,0.172316108121921,0.874472101398285,52,34.93,48.94,70.22,59.58,34.93,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.329333429311835,0.362090525807227,5,0.205524417156902,0.862767652252242,62,23.18,42.1,64.16,53.13,23.18,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.303240489130435,0.335684781082978,4.5,0.218003741979085,0.854340081318412,66,15.56,36.57,59.8,48.185,15.56,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.264459161147903,0.305057310175743,4,0.278472310505922,0.813959825590401,84,4.22,30.16,38.9,34.53,4.22,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.244297065855814,0.293067655807339,3.5,0.287696805564656,0.811748682506442,87,-1.67,27.65,37.75,32.7,-1.67,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.221008746069182,0.287726449694091,3.5,0.298062795522965,0.807322911594997,90,-8.47,26.53,35.46,30.995,-8.47,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.327675568824948,0.454082745759002,6,0.147887386563021,0.890515995963136,45,22.69,61.36,78.53,69.945,22.69,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
Scanorama_2_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700_cecde2cad8cccbc897f0fc1f10ea35bd,0.345301387056287,0.426692009518236,6.5,0.162695749421126,0.883648865732993,49,27.84,55.62,74.97,65.295,27.84,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,700
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000_cecde2cad8cccbc897f0fc1f10ea35bd,0.51184375,0.433902286843691,5,0.25311608754257,0.884182445856812,76,76.5,57.13,75.25,66.19,76.5,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1000
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500_cecde2cad8cccbc897f0fc1f10ea35bd,0.526993788819876,0.379202967422018,4.5,0.192334152301566,0.870004789801558,58,80.93,45.68,67.91,56.795,80.93,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,1500
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000_cecde2cad8cccbc897f0fc1f10ea35bd,0.474702127659575,0.360722463821872,4,0.192548807927677,0.862435599127097,58,65.65,41.81,63.99,52.9,65.65,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2000
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500_cecde2cad8cccbc897f0fc1f10ea35bd,0.456414058675103,0.343564007806994,4,0.198574453234939,0.858065381142832,60,60.31,38.22,61.73,49.975,60.31,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,2500
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000_cecde2cad8cccbc897f0fc1f10ea35bd,0.445929141716567,0.335684781082978,4,0.228694233355313,0.854018166864919,69,57.24,36.57,59.63,48.1,57.24,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,3000
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000_cecde2cad8cccbc897f0fc1f10ea35bd,0.425027950310559,0.300496351999655,3.5,0.276980450288929,0.819005553593699,84,51.14,29.21,41.51,35.36,51.14,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,4000
Scanorama_2_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500_cecde2cad8cccbc897f0fc1f10ea35bd,0.473892487046632,0.472766975229012,5.5,0.207096448444815,0.896692977626689,63,65.41,65.27,81.73,73.5,65.41,RNA,,features_RNA.log.vst.split_Batch_ID,Scanorama,500
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.253035320088301,0.291293300297113,4.5,0.00863355654908029,0.816254937996966,3,0.89,27.28,40.08,33.68,0.89,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.357957884933775,0.305057310175743,4.5,0.0248805371826337,0.840513428639499,8,31.54,30.16,52.64,41.4,31.54,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.295949744757175,0.255902922737182,4,0.03753376311007,0.798352593561526,11,13.43,19.87,30.82,25.345,13.43,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1500
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.396280954136876,0.262549195067988,4.5,0.0174107787109751,0.822004111831029,5,42.74,21.26,43.06,32.16,42.74,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1500
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.28015408153431,0.220060237252295,4,0.0517312828057533,0.789505410684534,16,8.81,12.37,26.24,19.305,8.81,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.419175289735099,0.231768078454947,3.5,0.0109315908303551,0.812371166246281,3,49.43,14.82,38.07,26.445,49.43,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.25188523997687,0.209082830039526,3.5,0.0239076544196383,0.78130113372872,7,0.55,10.07,21.99,16.03,0.55,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2500
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2500..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.411588886589404,0.21356392352647,3.5,0.0242328476835651,0.805025266025207,7,47.21,11.01,34.27,22.64,47.21,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2500
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.248947790411929,0.201140607547712,3.5,0.0503802603685387,0.777896156119797,15,-0.31,8.41,20.23,14.32,-0.31,RNA,,features_RNA.log.vst.split_Batch_ID,combat,3000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.403612562214635,0.201140607547712,3.5,0.0424850370670724,0.801695219022779,13,44.88,8.41,32.55,20.48,44.88,RNA,,features_RNA.log.vst.split_Batch_ID,combat,3000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.242926610854263,0.18977566557104,3,0.0585315583000891,0.774239372758456,18,-2.07,6.03,18.33,12.18,-2.07,RNA,,features_RNA.log.vst.split_Batch_ID,combat,4000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.4000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.405465632841101,0.18977566557104,3,0.0417663761924381,0.798462444976655,13,45.42,6.03,30.87,18.45,45.42,RNA,,features_RNA.log.vst.split_Batch_ID,combat,4000
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.23415625,0.348124965983082,5,0.0128543496550582,0.843965644677729,4,-4.63,39.18,54.43,46.805,-4.63,RNA,,features_RNA.log.vst.split_Batch_ID,combat,500
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.300000820223429,0.361872106940366,5,0.0161539713649492,0.864459193010961,5,14.61,42.05,65.04,53.545,14.61,RNA,,features_RNA.log.vst.split_Batch_ID,combat,500
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.225200539196414,0.326591138079413,5,-0.00124918744660137,0.832773569046565,0,-7.25,34.67,48.64,41.655,-7.25,RNA,,features_RNA.log.vst.split_Batch_ID,combat,700
combat_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.700..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.336893528709137,0.335234250551277,5,0.0229494153823694,0.854265885701193,7,25.39,36.48,59.76,48.12,25.39,RNA,,features_RNA.log.vst.split_Batch_ID,combat,700
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.447508709289496,0.275395673492964,4,0.0833076063379947,0.771484260055087,25,57.71,23.95,16.91,20.43,57.71,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.530203125,0.300496351999655,4,0.108153887153889,0.799610382616553,33,81.87,29.21,31.47,30.34,81.87,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.445350807818326,0.245734036810185,3.5,0.0779427992584728,0.760174082556809,24,57.08,17.74,11.05,14.395,57.08,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1500
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.536546875,0.262549195067988,4,0.135390443688527,0.789662375144024,41,83.72,21.26,26.32,23.79,83.72,RNA,,features_RNA.log.vst.split_Batch_ID,combat,1500
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.430871314062932,0.215338279036697,3,0.103377524651784,0.754828115687235,31,52.85,11.38,8.28,9.83,52.85,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.559926861702128,0.231768078454947,3,0.139697598735767,0.783587272783754,42,90.55,14.82,23.17,18.995,90.55,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.401307842892249,0.209082830039526,3,0.0943327201954402,0.749748454740462,29,44.21,10.07,5.65,7.86,44.21,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2500
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2500..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.547752329192547,0.213782342393331,3,0.130228445018797,0.780129847073307,39,86.99,11.05,21.38,16.215,86.99,RNA,,features_RNA.log.vst.split_Batch_ID,combat,2500
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.370371006705819,0.201140607547712,3,0.0782619592501806,0.749464538512251,24,35.17,8.41,5.51,6.96,35.17,RNA,,features_RNA.log.vst.split_Batch_ID,combat,3000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.536030585106383,0.209082830039526,3,0.131544189171069,0.777966929509736,40,83.57,10.07,20.26,15.165,83.57,RNA,,features_RNA.log.vst.split_Batch_ID,combat,3000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.365821671040027,0.18977566557104,3,0.0857583148303957,0.738828463961993,26,33.84,6.03,0,3.015,33.84,RNA,,features_RNA.log.vst.split_Batch_ID,combat,4000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.4000..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.518216422872341,0.190398600569515,3,0.106634301915814,0.768730088555598,32,78.36,6.16,15.48,10.82,78.36,RNA,,features_RNA.log.vst.split_Batch_ID,combat,4000
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.455597710828344,0.338285797461544,4,0.0720948945830013,0.792757426151355,22,60.07,37.12,27.92,32.52,60.07,RNA,,features_RNA.log.vst.split_Batch_ID,combat,500
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.494938497340426,0.374549469468299,4.5,0.110902698647967,0.820937679243615,34,71.56,44.71,42.51,43.61,71.56,RNA,,features_RNA.log.vst.split_Batch_ID,combat,500
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700..30_cecde2cad8cccbc897f0fc1f10ea35bd,0.455455183383234,0.309369287765645,4.5,0.0539487350867667,0.786650901165684,16,60.03,31.06,24.76,27.91,60.03,RNA,,features_RNA.log.vst.split_Batch_ID,combat,700
combat_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.700..50_cecde2cad8cccbc897f0fc1f10ea35bd,0.500430915880503,0.335234250551277,4,0.08459954820685,0.814067569533377,26,73.17,36.48,38.95,37.715,73.17,RNA,,features_RNA.log.vst.split_Batch_ID,combat,700
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_43201fbe88d7bcada8878ffe4d26c21f,0.355440642212587,0.582210470257587,6,0.142870666641789,0.923850838043743,43,30.81,88.18,95.79,91.985,30.81,RNA,30,RNA.log.vst.split_Batch_ID,harmony,1000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_43201fbe88d7bcada8878ffe4d26c21f,0.303878137672604,0.580436114747361,6,0.138179616356801,0.922612120780036,42,15.74,87.81,95.14,91.475,15.74,RNA,30,RNA.log.vst.split_Batch_ID,harmony,1500
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_43201fbe88d7bcada8878ffe4d26c21f,0.289200835987261,0.579360871823928,6,0.137680228259152,0.922145886782377,42,11.45,87.58,94.9,91.24,11.45,RNA,30,RNA.log.vst.split_Batch_ID,harmony,2000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2500_43201fbe88d7bcada8878ffe4d26c21f,0.254161753144654,0.57515790440191,5.5,0.144987759689314,0.922048290073525,44,1.22,86.7,94.85,90.775,1.22,RNA,30,RNA.log.vst.split_Batch_ID,harmony,2500
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_43201fbe88d7bcada8878ffe4d26c21f,0.237010946017232,0.574082661478477,5.5,0.125465666388248,0.920371349828784,38,-3.8,86.48,93.98,90.23,-3.8,RNA,30,RNA.log.vst.split_Batch_ID,harmony,3000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.4000_43201fbe88d7bcada8878ffe4d26c21f,0.168272938829787,0.572556888023344,5.5,0.145796247013405,0.921755700467964,44,-23.88,86.16,94.7,90.43,-23.88,RNA,30,RNA.log.vst.split_Batch_ID,harmony,4000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_43201fbe88d7bcada8878ffe4d26c21f,0.395677944214876,0.580436114747361,6,0.177299326413847,0.923893831931043,54,42.56,87.81,95.81,91.81,42.56,RNA,30,RNA.log.vst.split_Batch_ID,harmony,500
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.700_43201fbe88d7bcada8878ffe4d26c21f,0.356889740566038,0.578007502835569,6,0.138620785545943,0.922974115328138,42,31.23,87.3,95.33,91.315,31.23,RNA,30,RNA.log.vst.split_Batch_ID,harmony,700
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_43201fbe88d7bcada8878ffe4d26c21f,0.446346458027342,0.565954852699368,6,0.194285192649258,0.925723657009422,59,57.37,84.78,96.76,90.77,57.37,RNA,50,RNA.log.vst.split_Batch_ID,harmony,1000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_43201fbe88d7bcada8878ffe4d26c21f,0.454958444148936,0.560676642353917,6,0.163201543357229,0.924408390697597,49,59.88,83.67,96.07,89.87,59.88,RNA,50,RNA.log.vst.split_Batch_ID,harmony,1500
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_43201fbe88d7bcada8878ffe4d26c21f,0.437739832834331,0.560226111822217,6,0.165387729657806,0.923873265792529,50,54.85,83.58,95.8,89.69,54.85,RNA,50,RNA.log.vst.split_Batch_ID,harmony,2000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2500_43201fbe88d7bcada8878ffe4d26c21f,0.432156312375249,0.55362407649824,6,0.152677788390766,0.924097574483587,46,53.22,82.19,95.91,89.05,53.22,RNA,50,RNA.log.vst.split_Batch_ID,harmony,2500
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_43201fbe88d7bcada8878ffe4d26c21f,0.436901595744681,0.55362407649824,6,0.135787913758127,0.923864283100905,41,54.61,82.19,95.79,88.99,54.61,RNA,50,RNA.log.vst.split_Batch_ID,harmony,3000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.4000_43201fbe88d7bcada8878ffe4d26c21f,0.432883607784431,0.54834586615279,6,0.140429624181784,0.924199966917171,42,53.43,81.09,95.97,88.53,53.43,RNA,50,RNA.log.vst.split_Batch_ID,harmony,4000
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_43201fbe88d7bcada8878ffe4d26c21f,0.465596151447106,0.558902286843691,6,0.194247464346982,0.925556346088849,59,62.99,83.3,96.67,89.985,62.99,RNA,50,RNA.log.vst.split_Batch_ID,harmony,500
harmony_1_Batch_ID_0.5_0.05_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.700_43201fbe88d7bcada8878ffe4d26c21f,0.459374137693157,0.560226111822217,6,0.17723381852219,0.925780985597238,54,61.17,83.58,96.78,90.18,61.17,RNA,50,RNA.log.vst.split_Batch_ID,harmony,700
harmony_10_Batch_ID_3_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_43201fbe88d7bcada8878ffe4d26c21f,0.331455818586664,0.58328571318102,6.5,0.138936251791025,0.925760498001954,42,23.8,88.4,96.77,92.585,23.8,RNA,30,RNA.log.vst.split_Batch_ID,harmony,1000
harmony_10_Batch_ID_3_0.05_85_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_43201fbe88d7bcada8878ffe4d26c21f,0.290819353788246,0.58328571318102,6.5,0.142232276296231,0.925310480356886,43,11.93,88.4,96.54,92.47,11.93,RNA,30,RNA.log.vst.split_Batch_ID,harmony,1500
harmony_5_Batch_ID_1_0.1_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_43201fbe88d7bcada8878ffe4d26c21f,0.488296875,0.537368458940021,5.5,0.183892022210578,0.923882283318977,56,69.62,78.79,95.8,87.295,69.62,RNA,50,RNA.log.vst.split_Batch_ID,harmony,1000
harmony_5_Batch_ID_1_0.1_85_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_43201fbe88d7bcada8878ffe4d26c21f,0.494126455906822,0.529240650160912,5.5,0.149975194212457,0.921947266237369,45,71.33,77.09,94.8,85.945,71.33,RNA,50,RNA.log.vst.split_Batch_ID,harmony,1500
