assay,method,mixing_score,purity_score,reduction,ndim,features_ngenes
RNA,Scanorama,53.735,48.6725,Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,47.435,42.8275,Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,45.86,45.84,Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,40.73,40.595,Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,63.015,33.8675,Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,54.285,42.4625,Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,54.985,62.9225,Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,43.13,63.315,Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,43.295,54.6125,Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,35.92,56.865,Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,59.695,63.8325,Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,55.565,60.3375,Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,52.9,62.5825,Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,48.44,53.6825,Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,44.16,54.1075,Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,42.435,55.3,Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,62.185,57.36,Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,56.34,58.56,Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,52.4,76.67,Scanorama_4_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,46.68,75.9025,Scanorama_4_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,44.63,77.475,Scanorama_4_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,41,76.095,Scanorama_4_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,61.445,80.36,Scanorama_4_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,55.81,77.8175,Scanorama_4_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,57.015,57.815,Scanorama_5_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,50.39,52.0825,Scanorama_5_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,44.36,52.07,Scanorama_5_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,42.43,55.06,Scanorama_5_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,60.82,50.45,Scanorama_5_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,59.905,54.745,Scanorama_5_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,60.39,75.03,Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,49.995,80.2875,Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,47.115,75.625,Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,48.805,70.5025,Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,53.505,70.5825,Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,58.09,73.04,Scanorama_11_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,55.27,64.62,Scanorama_12_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,51.325,66.65,Scanorama_12_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,51.115,62.2275,Scanorama_12_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.82,57.31,Scanorama_12_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,65.155,63.7125,Scanorama_12_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,55.325,65.0325,Scanorama_12_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,57.135,81.925,Scanorama_12_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,51.22,78.0525,Scanorama_12_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,47.475,78.78,Scanorama_12_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.02,80.6175,Scanorama_12_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,64.375,83.52,Scanorama_12_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,58.405,78.1025,Scanorama_12_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,56.81,54.0675,Scanorama_13_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,53.65,59.775,Scanorama_13_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,53.61,58.865,Scanorama_13_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,47.965,54.35,Scanorama_13_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,51.33,40.685,Scanorama_13_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,52.355,50.5875,Scanorama_13_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,55.235,77.795,Scanorama_13_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,51.46,83.505,Scanorama_13_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,48.74,76.6175,Scanorama_13_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,44.735,73.77,Scanorama_13_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,51.61,70.2275,Scanorama_13_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,54.235,70.8925,Scanorama_13_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,55.32,66.73,Scanorama_14_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,52.23,63.465,Scanorama_14_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,51.755,61.7,Scanorama_14_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,48.805,59.055,Scanorama_14_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,65.41,64.055,Scanorama_14_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,56.71,64.3875,Scanorama_14_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,58.915,81.94,Scanorama_14_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,53.505,81.3575,Scanorama_14_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,46.215,79.395,Scanorama_14_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.39,76.145,Scanorama_14_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,64.085,84.265,Scanorama_14_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,59.625,76.175,Scanorama_14_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,55.2,44.965,Scanorama_15_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,56.775,60.585,Scanorama_15_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,54.35,57.945,Scanorama_15_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,50.465,57.625,Scanorama_15_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,49.615,41.85,Scanorama_15_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,50.835,48.385,Scanorama_15_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135,,750
RNA,harmony,88.115,37.1575,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,86.805,33.745,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,82.845,27.3575,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,81.345,27.6075,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,90.255,37.1675,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,88.48,32.43,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,86.405,59.775,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,83.885,54.6,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,80.705,55.03,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,78.065,52.9175,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,89.65,63.0375,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,87.35,61.35,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,86.515,65.61,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,84.23,62.165,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,80.655,59.915,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,76.915,54.375,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,90.08,68.5675,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,87.24,66.505,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,86,67.3825,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,83.855,67.3575,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,80.83,62.695,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,76.645,59.9,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,84.13,74.2425,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,86.95,71.02,harmony_15_Batch_ID_5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
RNA,harmony,76.14,53.815,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,72.805,53.4475,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,70.39,50.9875,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,65.91,53.445,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,80.955,55.49,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,78.005,51.175,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,77.73,66.7725,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,74.435,60.9975,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,71.82,59.7875,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,67.305,61.5,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,81.5,72.8425,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,78.885,69.4825,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,78.33,73.1275,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,75.515,65.6825,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,72.32,62.8325,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,68.095,62.075,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,82.11,74.44,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,79.745,72.7275,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,79.61,76.52,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,76.81,73.2225,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,73.87,69.2475,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,69.6,64.0575,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,83.09,76.8675,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,80.715,77.21,harmony_2_Batch_ID_0.5_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
scVI,scVI,48.555,85.935,scVI_1_20_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.2000_d842bf4c63b8fee2b6d1ade43f654023,60,2000
scVI,scVI,46.185,84.71,scVI_1_20_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.3000_d842bf4c63b8fee2b6d1ade43f654023,60,3000
scVI,scVI,61.745,81.19,scVI_1_20_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.500_d842bf4c63b8fee2b6d1ade43f654023,60,500
scVI,scVI,58.655,84.9925,scVI_1_20_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_d842bf4c63b8fee2b6d1ade43f654023,60,750
scVI,scVI,57.51,87.6025,scVI_1_20_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
scVI,scVI,55.16,89.7825,scVI_1_20_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
scVI,scVI,52.155,88.9225,scVI_1_20_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
scVI,scVI,49.125,89.77,scVI_1_20_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
scVI,scVI,62.765,85.09,scVI_1_20_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
scVI,scVI,60.58,86.75,scVI_1_20_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
scVI,scVI,60.37,88.135,scVI_1_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_fb0c4430d8280cd23d2956b80b45c5bb,80,1000
scVI,scVI,55.995,87.8675,scVI_1_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_fb0c4430d8280cd23d2956b80b45c5bb,80,1500
scVI,scVI,53.405,90.6125,scVI_1_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_fb0c4430d8280cd23d2956b80b45c5bb,80,2000
scVI,scVI,48.225,91.305,scVI_1_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_fb0c4430d8280cd23d2956b80b45c5bb,80,3000
scVI,scVI,62.965,82.1275,scVI_1_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_fb0c4430d8280cd23d2956b80b45c5bb,80,500
scVI,scVI,61.46,84.7575,scVI_1_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_fb0c4430d8280cd23d2956b80b45c5bb,80,750
