cluster_id,cluster_name,gene,avg_log2FC,p_val_adj,pct.1,pct.2,pct_diff
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps9,0.603941897493311,0.000936315915875718,0.351,0.15,0.201
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps9,0.603941897493311,0.000936315915875718,0.351,0.15,0.201
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,H3f3b,0.561652345544798,0.000974464439524723,0.652,0.515,0.137
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,H3f3b,0.561652345544798,0.000974464439524723,0.652,0.515,0.137
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ptprn,0.53926632784496,0.00104521452711147,0.833,0.777,0.0559999999999999
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ptprn,0.53926632784496,0.00104521452711147,0.833,0.777,0.0559999999999999
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Eef1a1,0.905195571077107,0.00106734495749832,0.592,0.539,0.0529999999999999
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Eef1a1,0.905195571077107,0.00106734495749832,0.592,0.539,0.0529999999999999
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gm49405,-0.304953953931233,0.00112903341293885,0.092,0.272,-0.18
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gm49405,-0.304953953931233,0.00112903341293885,0.092,0.272,-0.18
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Garnl3,-0.479682425185337,0.00114030137027973,0.515,0.777,-0.262
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Garnl3,-0.479682425185337,0.00114030137027973,0.515,0.777,-0.262
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Elob,0.746043483049508,0.00117071292468372,0.408,0.228,0.18
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Elob,0.746043483049508,0.00117071292468372,0.408,0.228,0.18
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Shc2,-0.4259546077179,0.00118590251172244,0.299,0.549,-0.25
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Shc2,-0.4259546077179,0.00118590251172244,0.299,0.549,-0.25
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ankrd16,-0.332879569907189,0.00120153140572592,0.1,0.282,-0.182
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ankrd16,-0.332879569907189,0.00120153140572592,0.1,0.282,-0.182
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmem169,-0.354857302979841,0.00124043238990581,0.159,0.369,-0.21
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmem169,-0.354857302979841,0.00124043238990581,0.159,0.369,-0.21
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,1500011B03Rik,0.580260961937294,0.00126883961043735,0.535,0.364,0.171
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,1500011B03Rik,0.580260961937294,0.00126883961043735,0.535,0.364,0.171
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gm13112,-0.340718700498438,0.00130430266656846,0.134,0.335,-0.201
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gm13112,-0.340718700498438,0.00130430266656846,0.134,0.335,-0.201
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rasgrf1,-0.391360407386318,0.00134244142522626,0.838,0.942,-0.104
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rasgrf1,-0.391360407386318,0.00134244142522626,0.838,0.942,-0.104
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Hint1,0.694479372215304,0.00141641867146184,0.478,0.311,0.167
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Hint1,0.694479372215304,0.00141641867146184,0.478,0.311,0.167
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Mrtfb,-0.426729167026831,0.00142056300575226,0.604,0.806,-0.202
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Mrtfb,-0.426729167026831,0.00142056300575226,0.604,0.806,-0.202
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Fstl4,-0.51479100492583,0.0014214179064979,0.386,0.626,-0.24
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Fstl4,-0.51479100492583,0.0014214179064979,0.386,0.626,-0.24
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Atp5k,0.725818154802636,0.0014576610261224,0.378,0.194,0.184
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Atp5k,0.725818154802636,0.0014576610261224,0.378,0.194,0.184
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tgfbr3,-0.356667597150871,0.00151864405619365,0.137,0.345,-0.208
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tgfbr3,-0.356667597150871,0.00151864405619365,0.137,0.345,-0.208
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Nebl,-0.467750344607141,0.00162265495665927,0.719,0.908,-0.189
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Nebl,-0.467750344607141,0.00162265495665927,0.719,0.908,-0.189
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sec61b,0.47797070893559,0.00163116235001515,0.214,0.044,0.17
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sec61b,0.47797070893559,0.00163116235001515,0.214,0.044,0.17
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Snhg9,0.615486400987137,0.00170808829550869,0.672,0.568,0.104
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Snhg9,0.615486400987137,0.00170808829550869,0.672,0.568,0.104
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dynll1,0.690291829734294,0.00185922868461548,0.423,0.243,0.18
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dynll1,0.690291829734294,0.00185922868461548,0.423,0.243,0.18
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Eif3k,0.533201456940924,0.00188144689313219,0.294,0.107,0.187
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Eif3k,0.533201456940924,0.00188144689313219,0.294,0.107,0.187
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Trappc10,-0.411415903692906,0.00189389635189967,0.244,0.481,-0.237
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Trappc10,-0.411415903692906,0.00189389635189967,0.244,0.481,-0.237
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Srgap3,-0.430076106593587,0.00193476967490446,0.746,0.893,-0.147
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Srgap3,-0.430076106593587,0.00193476967490446,0.746,0.893,-0.147
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Frmd4a,-0.344020593354659,0.00196857234059759,0.95,0.985,-0.035
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Frmd4a,-0.344020593354659,0.00196857234059759,0.95,0.985,-0.035
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps10,0.487802936133747,0.00198824442441476,0.231,0.058,0.173
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps10,0.487802936133747,0.00198824442441476,0.231,0.058,0.173
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmcc3,-0.482267341513781,0.00199947470765917,0.488,0.723,-0.235
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmcc3,-0.482267341513781,0.00199947470765917,0.488,0.723,-0.235
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,E230001N04Rik,-0.326731624472788,0.00202802967701106,0.072,0.233,-0.161
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,E230001N04Rik,-0.326731624472788,0.00202802967701106,0.072,0.233,-0.161
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Psmb5,0.45354009202841,0.00205469057619666,0.234,0.058,0.176
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Psmb5,0.45354009202841,0.00205469057619666,0.234,0.058,0.176
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Srsf7,-0.363607142858596,0.00211871301632617,0.766,0.937,-0.171
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Srsf7,-0.363607142858596,0.00211871301632617,0.766,0.937,-0.171
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sub1,0.626842078562443,0.00214236888746457,0.348,0.16,0.188
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sub1,0.626842078562443,0.00214236888746457,0.348,0.16,0.188
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rab3a,0.640719415186616,0.0021985911565389,0.303,0.121,0.182
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rab3a,0.640719415186616,0.0021985911565389,0.303,0.121,0.182
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Calr,0.528977313218227,0.00221632579003932,0.306,0.121,0.185
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Calr,0.528977313218227,0.00221632579003932,0.306,0.121,0.185
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Fkbp3,0.719652516217733,0.00231440735413102,0.366,0.184,0.182
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Fkbp3,0.719652516217733,0.00231440735413102,0.366,0.184,0.182
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps19,0.521386539251134,0.00240764092402421,0.306,0.112,0.194
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps19,0.521386539251134,0.00240764092402421,0.306,0.112,0.194
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rplp0,0.38441443633585,0.00242387750551467,0.199,0.034,0.165
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rplp0,0.38441443633585,0.00242387750551467,0.199,0.034,0.165
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cacna1e,-0.370708438552433,0.00247631660893021,0.868,0.951,-0.083
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cacna1e,-0.370708438552433,0.00247631660893021,0.868,0.951,-0.083
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Zfp445,-0.408209518961502,0.00251055384865252,0.532,0.777,-0.245
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Zfp445,-0.408209518961502,0.00251055384865252,0.532,0.777,-0.245
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gm10516,-0.394345849285885,0.00263666781877244,0.189,0.398,-0.209
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gm10516,-0.394345849285885,0.00263666781877244,0.189,0.398,-0.209
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Enah,-0.372823763527135,0.00265529247007092,0.794,0.942,-0.148
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Enah,-0.372823763527135,0.00265529247007092,0.794,0.942,-0.148
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rabac1,0.712762030553754,0.00273320067361858,0.438,0.286,0.152
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rabac1,0.712762030553754,0.00273320067361858,0.438,0.286,0.152
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmem186,-0.311068694299843,0.00283231125786451,0.194,0.417,-0.223
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmem186,-0.311068694299843,0.00283231125786451,0.194,0.417,-0.223
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Zmynd8,-0.44429607867626,0.00297400308727166,0.694,0.869,-0.175
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Zmynd8,-0.44429607867626,0.00297400308727166,0.694,0.869,-0.175
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ccdc62,-0.290181650523409,0.00297567640271705,0.067,0.223,-0.156
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ccdc62,-0.290181650523409,0.00297567640271705,0.067,0.223,-0.156
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps6ka2,-0.403249713735063,0.00307411555516947,0.328,0.587,-0.259
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps6ka2,-0.403249713735063,0.00307411555516947,0.328,0.587,-0.259
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps6ka5,-0.401194992774901,0.00307541282412082,0.239,0.471,-0.232
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps6ka5,-0.401194992774901,0.00307541282412082,0.239,0.471,-0.232
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Agfg2,-0.346485194010162,0.00314861483263369,0.124,0.311,-0.187
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Agfg2,-0.346485194010162,0.00314861483263369,0.124,0.311,-0.187
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Naca,0.702391797493767,0.00325060216610967,0.378,0.209,0.169
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Naca,0.702391797493767,0.00325060216610967,0.378,0.209,0.169
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dlgap4,-0.398670696332568,0.00327000646891857,0.311,0.553,-0.242
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dlgap4,-0.398670696332568,0.00327000646891857,0.311,0.553,-0.242
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,E130102H24Rik,-0.354521055811115,0.00361701540801493,0.169,0.374,-0.205
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,E130102H24Rik,-0.354521055811115,0.00361701540801493,0.169,0.374,-0.205
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Pgrmc1,0.787142366212046,0.00363709648351379,0.475,0.335,0.14
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Pgrmc1,0.787142366212046,0.00363709648351379,0.475,0.335,0.14
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ago4,-0.327963665663723,0.00365187748098459,0.177,0.388,-0.211
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Ago4,-0.327963665663723,0.00365187748098459,0.177,0.388,-0.211
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Lrpap1,0.719882840517623,0.00370663203623946,0.51,0.374,0.136
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Lrpap1,0.719882840517623,0.00370663203623946,0.51,0.374,0.136
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Odf2,-0.395369633702643,0.00389088627184002,0.644,0.869,-0.225
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Odf2,-0.395369633702643,0.00389088627184002,0.644,0.869,-0.225
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Snx29,-0.440385483277337,0.00393038229911629,0.398,0.655,-0.257
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Snx29,-0.440385483277337,0.00393038229911629,0.398,0.655,-0.257
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Lrrc58,-0.348267342891424,0.00405471800415266,0.214,0.451,-0.237
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Lrrc58,-0.348267342891424,0.00405471800415266,0.214,0.451,-0.237
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Grid1,-0.391849824361043,0.00434405748843204,0.863,0.976,-0.113
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Grid1,-0.391849824361043,0.00434405748843204,0.863,0.976,-0.113
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Slc24a5,0.652211039496762,0.00440309477272672,0.44,0.282,0.158
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Slc24a5,0.652211039496762,0.00440309477272672,0.44,0.282,0.158
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cox6b1,0.598923792724034,0.00446261221023898,0.333,0.146,0.187
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cox6b1,0.598923792724034,0.00446261221023898,0.333,0.146,0.187
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sfxn5,-0.353157832203195,0.00452979619136462,0.157,0.364,-0.207
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sfxn5,-0.353157832203195,0.00452979619136462,0.157,0.364,-0.207
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Prickle2,-0.388426165865389,0.00483888167137644,0.709,0.835,-0.126
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Prickle2,-0.388426165865389,0.00483888167137644,0.709,0.835,-0.126
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps25,0.424241962417893,0.00484400883296602,0.214,0.049,0.165
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps25,0.424241962417893,0.00484400883296602,0.214,0.049,0.165
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Zbtb20,-0.37743643790482,0.0050040357023718,0.871,0.942,-0.071
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Zbtb20,-0.37743643790482,0.0050040357023718,0.871,0.942,-0.071
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps17,0.467473911156867,0.00539894509509975,0.261,0.083,0.178
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rps17,0.467473911156867,0.00539894509509975,0.261,0.083,0.178
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gstm5,0.444626359137877,0.00541430559936649,0.211,0.049,0.162
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gstm5,0.444626359137877,0.00541430559936649,0.211,0.049,0.162
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,9530077C05Rik,-0.342877941086257,0.00541865441977948,0.303,0.553,-0.25
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,9530077C05Rik,-0.342877941086257,0.00541865441977948,0.303,0.553,-0.25
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cdk8,-0.439124048945354,0.00562324664874805,0.572,0.782,-0.21
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cdk8,-0.439124048945354,0.00562324664874805,0.572,0.782,-0.21
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tnpo1,-0.377909507534126,0.00570611246448591,0.5,0.752,-0.252
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tnpo1,-0.377909507534126,0.00570611246448591,0.5,0.752,-0.252
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Kcnq3,-0.564570348639535,0.00579655681395591,0.567,0.748,-0.181
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Kcnq3,-0.564570348639535,0.00579655681395591,0.567,0.748,-0.181
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Hjurp,-0.388571646043916,0.00583600814798571,0.386,0.636,-0.25
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Hjurp,-0.388571646043916,0.00583600814798571,0.386,0.636,-0.25
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Pik3ca,-0.337284433481863,0.00584280408363412,0.251,0.476,-0.225
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Pik3ca,-0.337284433481863,0.00584280408363412,0.251,0.476,-0.225
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmem59l,0.671246004082261,0.00588361717798298,0.597,0.534,0.0629999999999999
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmem59l,0.671246004082261,0.00588361717798298,0.597,0.534,0.0629999999999999
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gap43,0.507205734828188,0.00590599282106947,0.731,0.675,0.0559999999999999
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gap43,0.507205734828188,0.00590599282106947,0.731,0.675,0.0559999999999999
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Agap1,-0.415629667876023,0.00597372063869118,0.532,0.782,-0.25
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Agap1,-0.415629667876023,0.00597372063869118,0.532,0.782,-0.25
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sobp,-0.431448975636326,0.00599542549823375,0.57,0.801,-0.231
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sobp,-0.431448975636326,0.00599542549823375,0.57,0.801,-0.231
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Trank1,-0.448670922561723,0.00601895830667565,0.609,0.835,-0.226
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Trank1,-0.448670922561723,0.00601895830667565,0.609,0.835,-0.226
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gabbr2,-0.346922810278692,0.00604637995565355,0.418,0.684,-0.266
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gabbr2,-0.346922810278692,0.00604637995565355,0.418,0.684,-0.266
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmx4,0.657222436844518,0.00633261485801498,0.694,0.646,0.0479999999999999
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Tmx4,0.657222436844518,0.00633261485801498,0.694,0.646,0.0479999999999999
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rab11fip4,-0.343590332806768,0.00634350442710845,0.338,0.578,-0.24
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rab11fip4,-0.343590332806768,0.00634350442710845,0.338,0.578,-0.24
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Kcnn2,-0.417864665802643,0.00641144403824498,0.289,0.529,-0.24
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Kcnn2,-0.417864665802643,0.00641144403824498,0.289,0.529,-0.24
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rpl3,0.703998626554407,0.00644520428433102,0.373,0.199,0.174
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rpl3,0.703998626554407,0.00644520428433102,0.373,0.199,0.174
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Arl6ip5,0.598000162128369,0.00713286087403557,0.405,0.233,0.172
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Arl6ip5,0.598000162128369,0.00713286087403557,0.405,0.233,0.172
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rpl17,0.559654972247566,0.0072752637477421,0.336,0.16,0.176
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Rpl17,0.559654972247566,0.0072752637477421,0.336,0.16,0.176
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Farp1,-0.37909666968782,0.00728177130148522,0.468,0.714,-0.246
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Farp1,-0.37909666968782,0.00728177130148522,0.468,0.714,-0.246
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cacna1b,-0.334415051917622,0.00766871981754042,0.776,0.937,-0.161
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Cacna1b,-0.334415051917622,0.00766871981754042,0.776,0.937,-0.161
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dnaja2,-0.395483108988434,0.0080271372243325,0.485,0.748,-0.263
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dnaja2,-0.395483108988434,0.0080271372243325,0.485,0.748,-0.263
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sec11c,0.566770202231361,0.00811066937295855,0.316,0.141,0.175
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Sec11c,0.566770202231361,0.00811066937295855,0.316,0.141,0.175
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Fam184a,-0.530040801350942,0.00831004285819397,0.445,0.641,-0.196
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Fam184a,-0.530040801350942,0.00831004285819397,0.445,0.641,-0.196
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Hcrt,0.48863796030509,0.0083124072271752,0.187,0.034,0.153
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Hcrt,0.48863796030509,0.0083124072271752,0.187,0.034,0.153
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Trerf1,-0.452351278673392,0.00875080270600826,0.637,0.806,-0.169
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Trerf1,-0.452351278673392,0.00875080270600826,0.637,0.806,-0.169
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dzank1,-0.33931774560251,0.00886288714905556,0.475,0.733,-0.258
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Dzank1,-0.33931774560251,0.00886288714905556,0.475,0.733,-0.258
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Actb,0.971545309673951,0.00890701616693863,0.453,0.325,0.128
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Actb,0.971545309673951,0.00890701616693863,0.453,0.325,0.128
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gpx3,0.58416467127526,0.00893893939719316,0.291,0.117,0.174
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Gpx3,0.58416467127526,0.00893893939719316,0.291,0.117,0.174
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Osbpl6,-0.402380876677741,0.00913231772610798,0.756,0.893,-0.137
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Osbpl6,-0.402380876677741,0.00913231772610798,0.756,0.893,-0.137
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Taf3,-0.384371302492665,0.00918967389373084,0.214,0.417,-0.203
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Taf3,-0.384371302492665,0.00918967389373084,0.214,0.417,-0.203
K169-32,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Mdh1,0.693689717033313,0.00939171913872839,0.547,0.442,0.105
K240-19,Sytl4.Tmem215.Tcf7l2.Tbx3.HY1,Mdh1,0.693689717033313,0.00939171913872839,0.547,0.442,0.105
