gene,class,siteSet_name,pwm_name,total_pwms_in_gene,n_transcripts,pwms_per_transcript
Swi5,Background,MA0018.2,CREB1,10,1,10
Rpl12,Background,MA0018.1,CREB1,6,1,6
Rpl12,Background,MA0018.2,CREB1,6,1,6
Garnl3,Background,MA0018.1,CREB1,9,4,2.25
Garnl3,Background,MA0018.2,CREB1,22,4,5.5
Gm13528,Background,MA0018.1,CREB1,3,1,3
Gm13528,Background,MA0018.2,CREB1,9,1,9
Ttll11,Background,MA0018.1,CREB1,3,1,3
Ttll11,Background,MA0018.2,CREB1,7,1,7
Rbm18,Background,MA0018.1,CREB1,11,1,11
Rbm18,Background,MA0018.2,CREB1,10,1,10
Zbtb6,Background,MA0018.1,CREB1,4,1,4
Zbtb6,Background,MA0018.2,CREB1,4,1,4
Psmb7,Background,MA0018.1,CREB1,8,2,4
Psmb7,Background,MA0018.2,CREB1,5,2,2.5
Arhgap15,Background,MA0018.1,CREB1,3,1,3
Arhgap15,Background,MA0018.2,CREB1,7,1,7
Zeb2,Background,MA0018.1,CREB1,28,9,3.11111111111111
Zeb2,Background,MA0018.2,CREB1,56,9,6.22222222222222
Rprm,Background,MA0018.1,CREB1,2,1,2
Rprm,Background,MA0018.2,CREB1,4,1,4
Nr4a2,IEGs,MA0018.1,CREB1,21,3,7
Nr4a2,IEGs,MA0018.2,CREB1,17,3,5.66666666666667
Itgb6,Background,MA0018.1,CREB1,9,3,3
Itgb6,Background,MA0018.2,CREB1,12,3,4
Slc4a10,Background,MA0018.1,CREB1,6,2,3
Slc4a10,Background,MA0018.2,CREB1,13,2,6.5
Scn1a,Background,MA0018.1,CREB1,5,2,2.5
Scn1a,Background,MA0018.2,CREB1,12,2,6
Gm13629,Background,MA0018.1,CREB1,5,1,5
Gm13629,Background,MA0018.2,CREB1,5,1,5
Scn9a,Background,MA0018.1,CREB1,4,1,4
Scn9a,Background,MA0018.2,CREB1,2,1,2
Wipf1,Background,MA0018.1,CREB1,7,6,1.16666666666667
Wipf1,Background,MA0018.2,CREB1,22,6,3.66666666666667
Serping1,Background,MA0018.1,CREB1,5,2,2.5
Serping1,Background,MA0018.2,CREB1,10,2,5
2810002D19Rik,Background,MA0018.1,CREB1,4,1,4
2810002D19Rik,Background,MA0018.2,CREB1,3,1,3
Gm13919,Background,MA0018.2,CREB1,5,1,5
Bdnf,IEGs,MA0018.1,CREB1,13,5,2.6
Bdnf,IEGs,MA0018.2,CREB1,19,5,3.8
Rasgrp1,Background,MA0018.1,CREB1,11,3,3.66666666666667
Rasgrp1,Background,MA0018.2,CREB1,45,3,15
Gpr176,Background,MA0018.1,CREB1,10,1,10
Gpr176,Background,MA0018.2,CREB1,8,1,8
Ltk,Background,MA0018.1,CREB1,8,2,4
Ltk,Background,MA0018.2,CREB1,10,2,5
Zfp106,Background,MA0018.1,CREB1,5,4,1.25
Zfp106,Background,MA0018.2,CREB1,9,4,2.25
Cdan1,Background,MA0018.1,CREB1,7,1,7
Cdan1,Background,MA0018.2,CREB1,5,1,5
Serf2,Background,MA0018.1,CREB1,9,1,9
Serf2,Background,MA0018.2,CREB1,7,1,7
Gatm,Background,MA0018.1,CREB1,8,3,2.66666666666667
Gatm,Background,MA0018.2,CREB1,20,3,6.66666666666667
Bloc1s6,Background,MA0018.1,CREB1,6,1,6
Bloc1s6,Background,MA0018.2,CREB1,10,1,10
Myef2,Background,MA0018.1,CREB1,3,1,3
Myef2,Background,MA0018.2,CREB1,4,1,4
Dut,Background,MA0018.1,CREB1,6,2,3
Dut,Background,MA0018.2,CREB1,19,2,9.5
Sppl2a,Background,MA0018.1,CREB1,11,3,3.66666666666667
Sppl2a,Background,MA0018.2,CREB1,22,3,7.33333333333333
Blvra,Background,MA0018.1,CREB1,9,2,4.5
Blvra,Background,MA0018.2,CREB1,18,2,9
Zc3h8,Background,MA0018.1,CREB1,2,1,2
Zc3h8,Background,MA0018.2,CREB1,5,1,5
Zc3h6,Background,MA0018.1,CREB1,6,1,6
Zc3h6,Background,MA0018.2,CREB1,8,1,8
4930402H24Rik,Background,MA0018.1,CREB1,3,1,3
4930402H24Rik,Background,MA0018.2,CREB1,3,1,3
Tmem230,Background,MA0018.1,CREB1,7,1,7
Tmem230,Background,MA0018.2,CREB1,9,1,9
Mcm8,Background,MA0018.1,CREB1,6,1,6
Mcm8,Background,MA0018.2,CREB1,3,1,3
Plcb4,Background,MA0018.1,CREB1,8,5,1.6
Plcb4,Background,MA0018.2,CREB1,18,5,3.6
Snx5,Background,MA0018.1,CREB1,17,5,3.4
Snx5,Background,MA0018.2,CREB1,25,5,5
Kat14,Background,MA0018.1,CREB1,7,2,3.5
Kat14,Background,MA0018.2,CREB1,9,2,4.5
Sec23b,Background,MA0018.1,CREB1,6,1,6
Sec23b,Background,MA0018.2,CREB1,10,1,10
Cfap61,Background,MA0018.1,CREB1,2,2,1
Cfap61,Background,MA0018.2,CREB1,8,2,4
Kiz,Background,MA0018.2,CREB1,5,2,2.5
Rspo4,Background,MA0018.1,CREB1,1,1,1
Rspo4,Background,MA0018.2,CREB1,3,1,3
Csnk2a1,Background,MA0018.1,CREB1,4,1,4
Csnk2a1,Background,MA0018.2,CREB1,5,1,5
Tbc1d20,Background,MA0018.1,CREB1,4,1,4
Tbc1d20,Background,MA0018.2,CREB1,4,1,4
Ggt7,Background,MA0018.1,CREB1,13,3,4.33333333333333
Ggt7,Background,MA0018.2,CREB1,23,3,7.66666666666667
BC029722,Background,MA0018.1,CREB1,5,1,5
BC029722,Background,MA0018.2,CREB1,7,1,7
6430550D23Rik,Background,MA0018.1,CREB1,5,1,5
6430550D23Rik,Background,MA0018.2,CREB1,6,1,6
Dlgap4,Background,MA0018.1,CREB1,23,5,4.6
Dlgap4,Background,MA0018.2,CREB1,23,5,4.6
5430405H02Rik,Background,MA0018.1,CREB1,9,1,9
5430405H02Rik,Background,MA0018.2,CREB1,6,1,6
Ctnnbl1,Background,MA0018.1,CREB1,4,2,2
Ctnnbl1,Background,MA0018.2,CREB1,15,2,7.5
Srsf6,Background,MA0018.1,CREB1,6,1,6
Srsf6,Background,MA0018.2,CREB1,6,1,6
Dnttip1,Background,MA0018.1,CREB1,8,1,8
Dnttip1,Background,MA0018.2,CREB1,13,1,13
Prex1,Background,MA0018.1,CREB1,15,2,7.5
Prex1,Background,MA0018.2,CREB1,17,2,8.5
Znfx1,Background,MA0018.1,CREB1,13,4,3.25
Znfx1,Background,MA0018.2,CREB1,34,4,8.5
Cebpb,IEGs,MA0018.1,CREB1,10,1,10
Cebpb,IEGs,MA0018.2,CREB1,6,1,6
Kcng1,Background,MA0018.1,CREB1,7,1,7
Kcng1,Background,MA0018.2,CREB1,5,1,5
Cbln4,Background,MA0018.1,CREB1,6,1,6
Cbln4,Background,MA0018.2,CREB1,9,1,9
Stx16,Background,MA0018.1,CREB1,15,3,5
Stx16,Background,MA0018.2,CREB1,14,3,4.66666666666667
Lsm14b,Background,MA0018.1,CREB1,8,4,2
Lsm14b,Background,MA0018.2,CREB1,17,4,4.25
Arfrp1,Background,MA0018.1,CREB1,4,1,4
Arfrp1,Background,MA0018.2,CREB1,9,1,9
Tcea2,Background,MA0018.1,CREB1,4,1,4
Tcea2,Background,MA0018.2,CREB1,10,1,10
Pkia,Background,MA0018.1,CREB1,12,3,4
Pkia,Background,MA0018.2,CREB1,15,3,5
Hey1,Background,MA0018.2,CREB1,3,1,3
Il2,Background,MA0018.1,CREB1,4,1,4
Il2,Background,MA0018.2,CREB1,5,1,5
Intu,Background,MA0018.1,CREB1,8,2,4
Intu,Background,MA0018.2,CREB1,21,2,10.5
Abhd18,Background,MA0018.1,CREB1,4,1,4
Abhd18,Background,MA0018.2,CREB1,4,1,4
Pcdh18,Background,MA0018.1,CREB1,2,1,2
Pcdh18,Background,MA0018.2,CREB1,4,1,4
Noct,IEGs,MA0018.1,CREB1,2,1,2
Noct,IEGs,MA0018.2,CREB1,4,1,4
Elf2,Background,MA0018.1,CREB1,21,2,10.5
Elf2,Background,MA0018.2,CREB1,10,2,5
Wwtr1,Background,MA0018.1,CREB1,1,1,1
Wwtr1,Background,MA0018.2,CREB1,2,1,2
Rap2b,Background,MA0018.1,CREB1,12,2,6
Rap2b,Background,MA0018.2,CREB1,8,2,4
E130311K13Rik,Background,MA0018.1,CREB1,3,1,3
E130311K13Rik,Background,MA0018.2,CREB1,7,1,7
Slc33a1,Background,MA0018.1,CREB1,5,1,5
Slc33a1,Background,MA0018.2,CREB1,5,1,5
Tiparp,Background,MA0018.1,CREB1,6,2,3
Tiparp,Background,MA0018.2,CREB1,9,2,4.5
Serpini1,Background,MA0018.1,CREB1,2,1,2
Serpini1,Background,MA0018.2,CREB1,3,1,3
Tmem144,Background,MA0018.1,CREB1,7,2,3.5
Tmem144,Background,MA0018.2,CREB1,14,2,7
Trim2,Background,MA0018.1,CREB1,20,5,4
Trim2,Background,MA0018.2,CREB1,28,5,5.6
Gatb,Background,MA0018.1,CREB1,3,1,3
Gatb,Background,MA0018.2,CREB1,8,1,8
Sh3d19,Background,MA0018.1,CREB1,8,4,2
Sh3d19,Background,MA0018.2,CREB1,17,4,4.25
Rrnad1,Background,MA0018.1,CREB1,7,1,7
Rrnad1,Background,MA0018.2,CREB1,14,1,14
Msto1,Background,MA0018.2,CREB1,8,1,8
Dap3,Background,MA0018.1,CREB1,8,2,4
Dap3,Background,MA0018.2,CREB1,6,2,3
Trim46,Background,MA0018.1,CREB1,7,3,2.33333333333333
Trim46,Background,MA0018.2,CREB1,19,3,6.33333333333333
Pygo2,Background,MA0018.1,CREB1,9,2,4.5
Pygo2,Background,MA0018.2,CREB1,16,2,8
Chrnb2,Background,MA0018.1,CREB1,4,1,4
Chrnb2,Background,MA0018.2,CREB1,10,1,10
1700094D03Rik,Background,MA0018.1,CREB1,4,1,4
1700094D03Rik,Background,MA0018.2,CREB1,9,1,9
Crtc2,Background,MA0018.1,CREB1,4,1,4
Crtc2,Background,MA0018.2,CREB1,4,1,4
Oaz3,Background,MA0018.1,CREB1,3,1,3
Oaz3,Background,MA0018.2,CREB1,14,1,14
Zfp687,Background,MA0018.1,CREB1,5,1,5
Zfp687,Background,MA0018.2,CREB1,3,1,3
Ensa,Background,MA0018.1,CREB1,6,1,6
Ensa,Background,MA0018.2,CREB1,4,1,4
Mcl1,IEGs,MA0018.1,CREB1,6,2,3
Mcl1,IEGs,MA0018.2,CREB1,9,2,4.5
Aph1a,Background,MA0018.1,CREB1,6,1,6
Aph1a,Background,MA0018.2,CREB1,9,1,9
Polr3gl,Background,MA0018.1,CREB1,3,2,1.5
Polr3gl,Background,MA0018.2,CREB1,8,2,4
Wdr3,Background,MA0018.1,CREB1,8,2,4
Wdr3,Background,MA0018.2,CREB1,23,2,11.5
Atp1a1,Background,MA0018.1,CREB1,11,4,2.75
Atp1a1,Background,MA0018.2,CREB1,25,4,6.25
Rsbn1,Background,MA0018.2,CREB1,1,1,1
St7l,Background,MA0018.1,CREB1,11,3,3.66666666666667
St7l,Background,MA0018.2,CREB1,25,3,8.33333333333333
Cttnbp2nl,Background,MA0018.1,CREB1,3,1,3
Cttnbp2nl,Background,MA0018.2,CREB1,4,1,4
Kcna2,Background,MA0018.2,CREB1,9,2,4.5
Kcna2,Background,MA0018.1,CREB1,4,2,2
Celsr2,Background,MA0018.1,CREB1,7,2,3.5
Celsr2,Background,MA0018.2,CREB1,6,2,3
1700013F07Rik,Background,MA0018.1,CREB1,14,2,7
1700013F07Rik,Background,MA0018.2,CREB1,13,2,6.5
Taf13,Background,MA0018.1,CREB1,3,1,3
Taf13,Background,MA0018.2,CREB1,4,1,4
Ntng1,Background,MA0018.1,CREB1,8,2,4
Ntng1,Background,MA0018.2,CREB1,20,2,10
Col11a1,Background,MA0018.1,CREB1,1,1,1
Col11a1,Background,MA0018.2,CREB1,3,1,3
Rtca,Background,MA0018.1,CREB1,1,1,1
Rtca,Background,MA0018.2,CREB1,4,1,4
Alg14,Background,MA0018.1,CREB1,2,1,2
Alg14,Background,MA0018.2,CREB1,11,1,11
F3,IEGs,MA0018.1,CREB1,9,2,4.5
F3,IEGs,MA0018.2,CREB1,11,2,5.5
Dnttip2,Background,MA0018.1,CREB1,12,3,4
Dnttip2,Background,MA0018.2,CREB1,14,3,4.66666666666667
Sec24b,Background,MA0018.1,CREB1,12,2,6
Sec24b,Background,MA0018.2,CREB1,9,2,4.5
Lamtor3,Background,MA0018.1,CREB1,2,1,2
Lamtor3,Background,MA0018.2,CREB1,3,1,3
Adh5,Background,MA0018.1,CREB1,6,2,3
Adh5,Background,MA0018.2,CREB1,12,2,6
Metap1,Background,MA0018.1,CREB1,6,1,6
Metap1,Background,MA0018.2,CREB1,10,1,10
Bmpr1b,Background,MA0018.1,CREB1,2,3,0.666666666666667
Bmpr1b,Background,MA0018.2,CREB1,10,3,3.33333333333333
Odf2l,Background,MA0018.1,CREB1,2,1,2
Odf2l,Background,MA0018.2,CREB1,5,1,5
Spata1,Background,MA0018.2,CREB1,5,2,2.5
Spata1,Background,MA0018.1,CREB1,7,2,3.5
Nexn,Background,MA0018.1,CREB1,11,7,1.57142857142857
Nexn,Background,MA0018.2,CREB1,39,7,5.57142857142857
Miga1,Background,MA0018.1,CREB1,4,1,4
Miga1,Background,MA0018.2,CREB1,4,1,4
Usp33,Background,MA0018.1,CREB1,2,1,2
Usp33,Background,MA0018.2,CREB1,8,1,8
Tmem68,Background,MA0018.1,CREB1,4,1,4
Tmem68,Background,MA0018.2,CREB1,7,1,7
Ubxn2b,Background,MA0018.1,CREB1,2,1,2
Ubxn2b,Background,MA0018.2,CREB1,5,1,5
Gem,IEGs,MA0018.1,CREB1,11,2,5.5
Gem,IEGs,MA0018.2,CREB1,17,2,8.5
Fbxl4,Background,MA0018.1,CREB1,5,1,5
Fbxl4,Background,MA0018.2,CREB1,1,1,1
Pm20d2,Background,MA0018.1,CREB1,3,2,1.5
Pm20d2,Background,MA0018.2,CREB1,10,2,5
Cnr1,Background,MA0018.1,CREB1,18,4,4.5
Cnr1,Background,MA0018.2,CREB1,25,4,6.25
Cfap206,Background,MA0018.1,CREB1,7,2,3.5
Cfap206,Background,MA0018.2,CREB1,18,2,9
Lingo2,Background,MA0018.1,CREB1,5,2,2.5
Lingo2,Background,MA0018.2,CREB1,8,2,4
Tmem215,Background,MA0018.1,CREB1,3,1,3
Tmem215,Background,MA0018.2,CREB1,7,1,7
Galt,Background,MA0018.1,CREB1,3,1,3
Galt,Background,MA0018.2,CREB1,6,1,6
Il11ra1,Background,MA0018.1,CREB1,7,2,3.5
Il11ra1,Background,MA0018.2,CREB1,9,2,4.5
Fancg,Background,MA0018.1,CREB1,5,2,2.5
Fancg,Background,MA0018.2,CREB1,10,2,5
Nans,Background,MA0018.1,CREB1,7,1,7
Nans,Background,MA0018.2,CREB1,8,1,8
Nr4a3,IEGs,MA0018.1,CREB1,20,4,5
Nr4a3,IEGs,MA0018.2,CREB1,29,4,7.25
Grin3a,Background,MA0018.1,CREB1,6,2,3
Grin3a,Background,MA0018.2,CREB1,10,2,5
Rad23b,Background,MA0018.1,CREB1,12,4,3
Rad23b,Background,MA0018.2,CREB1,25,4,6.25
Lpar1,Background,MA0018.2,CREB1,16,3,5.33333333333333
Lpar1,Background,MA0018.1,CREB1,8,3,2.66666666666667
Brinp1,Background,MA0018.1,CREB1,6,1,6
Brinp1,Background,MA0018.2,CREB1,5,1,5
Nfib,IEGs,MA0018.1,CREB1,13,7,1.85714285714286
Nfib,IEGs,MA0018.2,CREB1,32,7,4.57142857142857
Caap1,Background,MA0018.1,CREB1,6,1,6
Caap1,Background,MA0018.2,CREB1,7,1,7
Jun,IEGs,MA0018.1,CREB1,15,2,7.5
Jun,IEGs,MA0018.2,CREB1,21,2,10.5
Sgip1,Background,MA0018.1,CREB1,11,3,3.66666666666667
Sgip1,Background,MA0018.2,CREB1,34,3,11.3333333333333
Rab3b,Background,MA0018.1,CREB1,4,1,4
Rab3b,Background,MA0018.2,CREB1,10,1,10
Nsun4,Background,MA0018.1,CREB1,9,2,4.5
Nsun4,Background,MA0018.2,CREB1,20,2,10
Uqcrh,Background,MA0018.1,CREB1,3,1,3
Uqcrh,Background,MA0018.2,CREB1,7,1,7
Gpbp1l1,Background,MA0018.1,CREB1,7,2,3.5
Gpbp1l1,Background,MA0018.2,CREB1,8,2,4
Rnf220,Background,MA0018.1,CREB1,17,5,3.4
Rnf220,Background,MA0018.2,CREB1,40,5,8
Med8,Background,MA0018.1,CREB1,6,2,3
Med8,Background,MA0018.2,CREB1,23,2,11.5
Svbp,Background,MA0018.1,CREB1,2,1,2
Svbp,Background,MA0018.2,CREB1,4,1,4
Nfyc,Background,MA0018.1,CREB1,9,2,4.5
Nfyc,Background,MA0018.2,CREB1,15,2,7.5
Rlf,Background,MA0018.1,CREB1,7,2,3.5
Rlf,Background,MA0018.2,CREB1,12,2,6
Pabpc4,Background,MA0018.1,CREB1,12,3,4
Pabpc4,Background,MA0018.2,CREB1,25,3,8.33333333333333
Macf1,Background,MA0018.1,CREB1,37,9,4.11111111111111
Macf1,Background,MA0018.2,CREB1,67,9,7.44444444444445
Rragc,Background,MA0018.1,CREB1,4,2,2
Rragc,Background,MA0018.2,CREB1,13,2,6.5
Inpp5b,Background,MA0018.1,CREB1,4,2,2
Inpp5b,Background,MA0018.2,CREB1,5,2,2.5
Meaf6,Background,MA0018.1,CREB1,1,1,1
Meaf6,Background,MA0018.2,CREB1,4,1,4
Stk40,Background,MA0018.1,CREB1,7,1,7
Stk40,Background,MA0018.2,CREB1,5,1,5
Trappc3,Background,MA0018.1,CREB1,3,1,3
Trappc3,Background,MA0018.2,CREB1,5,1,5
AU040320,Background,MA0018.1,CREB1,12,4,3
AU040320,Background,MA0018.2,CREB1,26,4,6.5
Dlgap3,Background,MA0018.1,CREB1,8,3,2.66666666666667
Dlgap3,Background,MA0018.2,CREB1,19,3,6.33333333333333
Trim62,Background,MA0018.1,CREB1,1,1,1
Trim62,Background,MA0018.2,CREB1,3,1,3
Azin2,Background,MA0018.1,CREB1,12,2,6
Azin2,Background,MA0018.2,CREB1,13,2,6.5
Hpca,Background,MA0018.1,CREB1,7,2,3.5
Hpca,Background,MA0018.2,CREB1,11,2,5.5
Bsdc1,Background,MA0018.1,CREB1,9,3,3
Bsdc1,Background,MA0018.2,CREB1,19,3,6.33333333333333
Marcksl1,IEGs,MA0018.1,CREB1,1,1,1
Marcksl1,IEGs,MA0018.2,CREB1,6,1,6
Ccdc28b,Background,MA0018.1,CREB1,5,3,1.66666666666667
Ccdc28b,Background,MA0018.2,CREB1,18,3,6
Tmem39b,Background,MA0018.1,CREB1,3,1,3
Tmem39b,Background,MA0018.2,CREB1,3,1,3
Col16a1,Background,MA0018.1,CREB1,6,3,2
Col16a1,Background,MA0018.2,CREB1,22,3,7.33333333333333
Taf12,Background,MA0018.1,CREB1,4,1,4
Taf12,Background,MA0018.2,CREB1,4,1,4
Stx12,Background,MA0018.1,CREB1,4,1,4
Stx12,Background,MA0018.2,CREB1,5,1,5
Trnp1,Background,MA0018.1,CREB1,7,2,3.5
Trnp1,Background,MA0018.2,CREB1,18,2,9
Stmn1,Background,MA0018.1,CREB1,5,2,2.5
Stmn1,Background,MA0018.2,CREB1,14,2,7
Cdc42,Background,MA0018.1,CREB1,17,5,3.4
Cdc42,Background,MA0018.2,CREB1,25,5,5
Tmco4,Background,MA0018.1,CREB1,4,1,4
Tmco4,Background,MA0018.2,CREB1,9,1,9
Capzb,Background,MA0018.1,CREB1,20,6,3.33333333333333
Capzb,Background,MA0018.2,CREB1,27,6,4.5
Crocc,Background,MA0018.1,CREB1,4,2,2
Crocc,Background,MA0018.2,CREB1,7,2,3.5
Szrd1,Background,MA0018.1,CREB1,10,3,3.33333333333333
Szrd1,Background,MA0018.2,CREB1,17,3,5.66666666666667
B330016D10Rik,Background,MA0018.1,CREB1,5,2,2.5
B330016D10Rik,Background,MA0018.2,CREB1,8,2,4
Efhd2,Background,MA0018.1,CREB1,5,2,2.5
Efhd2,Background,MA0018.2,CREB1,15,2,7.5
Tnfrsf8,Background,MA0018.1,CREB1,1,1,1
Tnfrsf8,Background,MA0018.2,CREB1,1,1,1
Park7,Background,MA0018.1,CREB1,14,3,4.66666666666667
Park7,Background,MA0018.2,CREB1,22,3,7.33333333333333
Klhl21,Background,MA0018.1,CREB1,8,1,8
Klhl21,Background,MA0018.2,CREB1,3,1,3
Wrap73,Background,MA0018.1,CREB1,3,1,3
Wrap73,Background,MA0018.2,CREB1,8,1,8
Hes5,Background,MA0018.1,CREB1,5,1,5
Hes5,Background,MA0018.2,CREB1,7,1,7
Cdk11b,Background,MA0018.1,CREB1,6,1,6
Cdk11b,Background,MA0018.2,CREB1,6,1,6
Aurkaip1,Background,MA0018.1,CREB1,3,1,3
Aurkaip1,Background,MA0018.2,CREB1,7,1,7
Sdf4,Background,MA0018.1,CREB1,16,2,8
Sdf4,Background,MA0018.2,CREB1,16,2,8
Samd11,Background,MA0018.1,CREB1,5,2,2.5
Samd11,Background,MA0018.2,CREB1,14,2,7
Ankib1,Background,MA0018.1,CREB1,6,1,6
Ankib1,Background,MA0018.2,CREB1,6,1,6
Cyp51,Background,MA0018.1,CREB1,8,1,8
Cyp51,Background,MA0018.2,CREB1,15,1,15
Fzd1,Background,MA0018.1,CREB1,2,1,2
Fzd1,Background,MA0018.2,CREB1,4,1,4
Sema3a,Background,MA0018.1,CREB1,4,2,2
Sema3a,Background,MA0018.2,CREB1,11,2,5.5
Rheb,IEGs,MA0018.1,CREB1,11,2,5.5
Rheb,IEGs,MA0018.2,CREB1,9,2,4.5
Prkag2,Background,MA0018.1,CREB1,13,4,3.25
Prkag2,Background,MA0018.2,CREB1,18,4,4.5
Dpp6,Background,MA0018.1,CREB1,9,4,2.25
Dpp6,Background,MA0018.2,CREB1,17,4,4.25
Tyms,Background,MA0018.1,CREB1,3,1,3
Tyms,Background,MA0018.2,CREB1,3,1,3
Kcnk3,Background,MA0018.2,CREB1,6,2,3
Kcnk3,Background,MA0018.1,CREB1,13,2,6.5
Ost4,Background,MA0018.1,CREB1,4,1,4
Ost4,Background,MA0018.2,CREB1,9,1,9
Mpv17,Background,MA0018.1,CREB1,3,1,3
Mpv17,Background,MA0018.2,CREB1,9,1,9
Gtf3c2,Background,MA0018.1,CREB1,13,2,6.5
Gtf3c2,Background,MA0018.2,CREB1,22,2,11
Fosl2,IEGs,MA0018.1,CREB1,18,3,6
Fosl2,IEGs,MA0018.2,CREB1,23,3,7.66666666666667
Ppp1cb,Background,MA0018.1,CREB1,6,2,3
Ppp1cb,Background,MA0018.2,CREB1,9,2,4.5
Wfs1,Background,MA0018.1,CREB1,2,1,2
Wfs1,Background,MA0018.2,CREB1,5,1,5
Zbtb49,Background,MA0018.1,CREB1,2,1,2
Zbtb49,Background,MA0018.2,CREB1,4,1,4
Fbxl5,Background,MA0018.1,CREB1,13,1,13
Fbxl5,Background,MA0018.2,CREB1,12,1,12
Tapt1,Background,MA0018.1,CREB1,7,1,7
Tapt1,Background,MA0018.2,CREB1,5,1,5
Cckar,Background,MA0018.1,CREB1,2,1,2
Cckar,Background,MA0018.2,CREB1,2,1,2
Rfc1,Background,MA0018.1,CREB1,6,1,6
Rfc1,Background,MA0018.2,CREB1,6,1,6
Bend4,Background,MA0018.1,CREB1,11,2,5.5
Bend4,Background,MA0018.2,CREB1,8,2,4
Nfxl1,Background,MA0018.1,CREB1,1,1,1
Nfxl1,Background,MA0018.2,CREB1,3,1,3
Sgcb,Background,MA0018.1,CREB1,2,1,2
Sgcb,Background,MA0018.2,CREB1,4,1,4
Ppat,Background,MA0018.1,CREB1,6,1,6
Ppat,Background,MA0018.2,CREB1,9,1,9
Paics,Background,MA0018.1,CREB1,7,2,3.5
Paics,Background,MA0018.2,CREB1,10,2,5
Uso1,Background,MA0018.1,CREB1,3,1,3
Uso1,Background,MA0018.2,CREB1,7,1,7
Cxcl11,IEGs,MA0018.1,CREB1,2,1,2
Cxcl11,IEGs,MA0018.2,CREB1,6,1,6
Cds1,Background,MA0018.1,CREB1,11,2,5.5
Cds1,Background,MA0018.2,CREB1,17,2,8.5
Aff1,Background,MA0018.1,CREB1,13,3,4.33333333333333
Aff1,Background,MA0018.2,CREB1,22,3,7.33333333333333
Brdt,Background,MA0018.1,CREB1,10,2,5
Brdt,Background,MA0018.2,CREB1,16,2,8
Atp5k,Background,MA0018.1,CREB1,6,1,6
Atp5k,Background,MA0018.2,CREB1,10,1,10
Plcxd1,Background,MA0018.1,CREB1,10,3,3.33333333333333
Plcxd1,Background,MA0018.2,CREB1,22,3,7.33333333333333
Zfp605,Background,MA0018.1,CREB1,3,1,3
Zfp605,Background,MA0018.2,CREB1,9,1,9
Pgam5,Background,MA0018.1,CREB1,2,1,2
Pgam5,Background,MA0018.2,CREB1,8,1,8
Fbrsl1,Background,MA0018.1,CREB1,10,3,3.33333333333333
Fbrsl1,Background,MA0018.2,CREB1,22,3,7.33333333333333
Wscd2,Background,MA0018.1,CREB1,7,2,3.5
Wscd2,Background,MA0018.2,CREB1,11,2,5.5
Coro1c,Background,MA0018.1,CREB1,6,2,3
Coro1c,Background,MA0018.2,CREB1,4,2,2
Mlec,Background,MA0018.1,CREB1,5,1,5
Mlec,Background,MA0018.2,CREB1,2,1,2
Gatc,Background,MA0018.1,CREB1,11,2,5.5
Gatc,Background,MA0018.2,CREB1,20,2,10
Cit,Background,MA0018.1,CREB1,21,5,4.2
Cit,Background,MA0018.2,CREB1,28,5,5.6
Wsb2,Background,MA0018.1,CREB1,7,2,3.5
Wsb2,Background,MA0018.2,CREB1,8,2,4
Rnft2,Background,MA0018.1,CREB1,6,1,6
Rnft2,Background,MA0018.2,CREB1,8,1,8
Tpcn1,Background,MA0018.1,CREB1,4,2,2
Tpcn1,Background,MA0018.2,CREB1,6,2,3
Dtx1,Background,MA0018.1,CREB1,7,2,3.5
Dtx1,Background,MA0018.2,CREB1,12,2,6
Trafd1,Background,MA0018.1,CREB1,6,1,6
Trafd1,Background,MA0018.2,CREB1,5,1,5
Fam216a,Background,MA0018.1,CREB1,8,1,8
Fam216a,Background,MA0018.2,CREB1,4,1,4
Mlxip,Background,MA0018.1,CREB1,10,2,5
Mlxip,Background,MA0018.2,CREB1,14,2,7
Clip1,Background,MA0018.1,CREB1,19,4,4.75
Clip1,Background,MA0018.2,CREB1,26,4,6.5
Snrnp35,Background,MA0018.1,CREB1,4,1,4
Snrnp35,Background,MA0018.2,CREB1,11,1,11
Ddx55,Background,MA0018.1,CREB1,3,1,3
Ddx55,Background,MA0018.2,CREB1,6,1,6
Gtf2h3,Background,MA0018.1,CREB1,8,1,8
Gtf2h3,Background,MA0018.2,CREB1,8,1,8
Ubc,Background,MA0018.1,CREB1,12,2,6
Ubc,Background,MA0018.2,CREB1,30,2,15
Slc15a4,Background,MA0018.1,CREB1,6,2,3
Slc15a4,Background,MA0018.2,CREB1,9,2,4.5
Phkg1,Background,MA0018.1,CREB1,1,1,1
Phkg1,Background,MA0018.2,CREB1,3,1,3
Rcc1l,Background,MA0018.1,CREB1,5,1,5
Rcc1l,Background,MA0018.2,CREB1,9,1,9
Mdh2,Background,MA0018.1,CREB1,8,2,4
Mdh2,Background,MA0018.2,CREB1,13,2,6.5
4933404O12Rik,Background,MA0018.1,CREB1,2,1,2
4933404O12Rik,Background,MA0018.2,CREB1,2,1,2
Fis1,Background,MA0018.1,CREB1,7,2,3.5
Fis1,Background,MA0018.2,CREB1,8,2,4
Plod3,Background,MA0018.1,CREB1,7,1,7
Plod3,Background,MA0018.2,CREB1,13,1,13
Serpine1,IEGs,MA0018.1,CREB1,3,2,1.5
Serpine1,IEGs,MA0018.2,CREB1,12,2,6
