clustering_1	clustering_2	clustering_1_total	clustering_2_total	n	pct_clustering_1	pct_clustering_2	out_degree_1	in_degree_1	component_id	out_degree_2	in_degree_2
Neurons_circadian 1 (Vip,Grp+/-)	Shox2.Tbr1.Nrn1.HY2	5	142	1	0.2	0.00704225352112676	3	3	1	23	23
Neurons_circadian 2 (Nms,VIP+/-)	Nts.Ctxn3.Pitx2.Foxb1.HY2	12	1	1	0.0833333333333333	1	7	7	1	1	1
Neurons_circadian 2 (Nms,VIP+/-)	Nfix.Nms.Six6.HY1	12	6	2	0.166666666666667	0.333333333333333	7	7	1	3	3
Neurons_circadian 2 (Nms,VIP+/-)	Grin2c.Nms.Six6.HY1	12	4	1	0.0833333333333333	0.25	7	7	1	3	3
Neurons_circadian 2 (Nms,VIP+/-)	Vip.Cd24a.Six6.HY1	12	6	3	0.25	0.5	7	7	1	3	3
Neurons_circadian 2 (Nms,VIP+/-)	Dkk2.Nms.Six6.HY1	12	3	1	0.0833333333333333	0.333333333333333	7	7	1	3	3
Neurons_circadian 2 (Nms,VIP+/-)	C1ql3.Prokr2.Six6.HY1	12	2	1	0.0833333333333333	0.5	7	7	1	2	2
Neurons_circadian 2 (Nms,VIP+/-)	Vip.Six6.HY1	12	5	3	0.25	0.6	7	7	1	2	2
Neurons_circadian 3 (Per2)	Gpr149.Nr5a1.Cd40.Fezf1.HY2	12	13	1	0.0833333333333333	0.0769230769230769	8	8	1	10	10
Neurons_circadian 3 (Per2)	Grin2c.Nms.Six6.HY1	12	4	2	0.166666666666667	0.5	8	8	1	3	3
Neurons_circadian 3 (Per2)	Eomes.Foxg1.HY14.HY10.HY2	12	8	1	0.0833333333333333	0.125	8	8	1	4	4
Neurons_circadian 3 (Per2)	Nfix.Nms.Six6.HY1	12	6	3	0.25	0.5	8	8	1	3	3
Neurons_circadian 3 (Per2)	Trh.Sim1.Nrn1.HY2	12	53	1	0.0833333333333333	0.0188679245283019	8	8	1	15	15
Neurons_circadian 3 (Per2)	Tmem215.St18.Arx.HY1	12	15	2	0.166666666666667	0.133333333333333	8	8	1	9	9
Neurons_circadian 3 (Per2)	Prph.Lef1.Hmx2.HY1	12	2	1	0.0833333333333333	0.5	8	8	1	2	2
Neurons_circadian 3 (Per2)	Cck.Ppp1r17.Hmx2.HY1	12	3	1	0.0833333333333333	0.333333333333333	8	8	1	2	2
Neurons_uc	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	112	53	5	0.0446428571428571	0.0943396226415094	10	10	1	31	31
Neurons_uc	Shox2.Tbr1.Nrn1.HY2	112	142	95	0.848214285714286	0.669014084507042	10	10	1	23	23
Neurons_uc	Cplx1.Gad2.Arx.HY1	112	5	1	0.00892857142857143	0.2	10	10	1	4	4
Neurons_uc	Mobp.Sepp1.Pitx2.Foxb1.HY2	112	59	5	0.0446428571428571	0.0847457627118644	10	10	1	29	29
Neurons_uc	Fbxw13.Sp9.Gad2.Arx.HY1	112	22	1	0.00892857142857143	0.0454545454545455	10	10	1	7	7
Neurons_uc	Nfib.Nfix.Gad2.Arx.HY1	112	3	1	0.00892857142857143	0.333333333333333	10	10	1	3	3
Neurons_uc	Satb2.Adarb2.Cd40.Fezf1.HY2	112	3	1	0.00892857142857143	0.333333333333333	10	10	1	3	3
Neurons_uc	Crh.Pou3f3.Sim1.Nrn1.HY2	112	26	1	0.00892857142857143	0.0384615384615385	10	10	1	15	15
Neurons_uc	C1ql2.Nr5a1.Cd40.Fezf1.HY2	112	4	1	0.00892857142857143	0.25	10	10	1	2	2
Neurons_uc	Satb2.Sp9.Gad2.Arx.HY1	112	5	1	0.00892857142857143	0.2	10	10	1	4	4
