ensembl_gene_id	external_gene_name	entrezgene_id
ENSMUSG00000022503	Nubp1	26425
ENSMUSG00000024304	Cdh2	12558
ENSMUSG00000050908	Tvp23a	383103
ENSMUSG00000020608	Smc6	67241
ENSMUSG00000113701	B230303A05Rik	100503142
ENSMUSG00000021733	Slc4a7	218756
ENSMUSG00000024889	Rce1	19671
ENSMUSG00000023795	Pisd-ps2	
ENSMUSG00000024331	Dsc2	13506
ENSMUSG00000012429	Mplkip	66308
ENSMUSG00000005268	Prlr	19116
ENSMUSG00000116995	Gm21926	
ENSMUSG00000046201	Scaf8	106583
ENSMUSG00000041297	Cdk13	69562
ENSMUSG00000071691	Gm960	381196
ENSMUSG00000067889	Sptbn2	20743
ENSMUSG00000054459	Vsnl1	26950
ENSMUSG00000116858	Gm49797	
ENSMUSG00000008859	Rala	56044
ENSMUSG00000020589	Cyria	76820
ENSMUSG00000075054	Yae1d1	67008
ENSMUSG00000011832	Evi5l	213027
ENSMUSG00000096370	Gm21992	102902673
ENSMUSG00000038055	Dexi	58239
ENSMUSG00000041236	Vps41	218035
ENSMUSG00000033760	Rbm4b	66704
ENSMUSG00000068663	Clec16a	74374
ENSMUSG00000044224	Dnajc21	78244
ENSMUSG00000037149	Ddx1	104721
ENSMUSG00000022247	Brix1	67832
ENSMUSG00000021314	Amph	218038
ENSMUSG00000034108	Ccs	12460
ENSMUSG00000069729	Arid1b	239985
ENSMUSG00000002948	Map2k7	26400
ENSMUSG00000020576	Nbas	71169
ENSMUSG00000083282	Ctsf	56464
ENSMUSG00000034265	Zdhhc14	224454
ENSMUSG00000003062	Stard3nl	76205
ENSMUSG00000002365	Snx9	66616
ENSMUSG00000056124	B4galt6	56386
ENSMUSG00000002808	Epdr1	105298
ENSMUSG00000020601	Trib2	217410
ENSMUSG00000033382	Trappc8	75964
ENSMUSG00000006464	Bbs1	52028
ENSMUSG00000020593	Lpin1	14245
ENSMUSG00000048644	Ctxn1	330695
ENSMUSG00000002949	Timm44	21856
ENSMUSG00000024317	Rnf138	56515
ENSMUSG00000063904	Dpp3	75221
ENSMUSG00000041112	Elmo1	140580
ENSMUSG00000022498	Txndc11	106200
ENSMUSG00000040028	Elavl1	15568
ENSMUSG00000023235	Ccl25	20300
ENSMUSG00000042680	Garem1	381126
ENSMUSG00000022205	Sub1	20024
ENSMUSG00000113313	Gm32036	
ENSMUSG00000022201	Zfr	22763
ENSMUSG00000008206	Cers4	67260
ENSMUSG00000037965	Zc3h7a	106205
ENSMUSG00000021737	Psmd6	66413
ENSMUSG00000024901	Peli3	240518
ENSMUSG00000021738	Atxn7	246103
ENSMUSG00000024902	Mrpl11	66419
ENSMUSG00000058748	Zfp958	233987
ENSMUSG00000039458	Mtmr12	268783
ENSMUSG00000045215	Asxl3	211961
ENSMUSG00000053453	Thoc7	66231
ENSMUSG00000041923	Nol4	319211
ENSMUSG00000021327	Zkscan3	72739
ENSMUSG00000005846	Rsl1d1	66409
ENSMUSG00000022200	Golph3	66629
ENSMUSG00000022197	Pdzd2	68070
ENSMUSG00000024302	Dtna	13527
ENSMUSG00000056296	Synpr	72003
ENSMUSG00000022228	Zscan26	432731
ENSMUSG00000015659	Serac1	321007
ENSMUSG00000097537	2610020C07Rik	
ENSMUSG00000062203	Gspt1	14852
ENSMUSG00000040459	Arglu1	234023
ENSMUSG00000022195	6030458C11Rik	77877
ENSMUSG00000054423	Cadps	27062
ENSMUSG00000079157	Fam155a	270028
ENSMUSG00000057469	E2f6	50496
ENSMUSG00000034345	Gtf2h5	66467
ENSMUSG00000109286	Gm44541	
ENSMUSG00000109359	Gm44797	
ENSMUSG00000109418	Gm44800	
ENSMUSG00000109529	Gm44801	
ENSMUSG00000109139	Gm44798	
ENSMUSG00000109095	Gm44799	
ENSMUSG00000109162	2900027M19Rik	
ENSMUSG00000034377	Tulp4	68842
ENSMUSG00000061451	Tmem151a	381199
ENSMUSG00000071669	Snx29	74478
ENSMUSG00000022191	Drosha	14000
ENSMUSG00000020580	Rock2	19878
ENSMUSG00000039057	Myo16	244281
ENSMUSG00000024873	Cnih2	12794
ENSMUSG00000024277	Mapre2	212307
ENSMUSG00000038141	Tmem181a	77106
ENSMUSG00000065979	Cpped1	223978
ENSMUSG00000024862	Klc2	16594
ENSMUSG00000092074	Dynlt1a	100310872
ENSMUSG00000039385	Cdh6	12563
ENSMUSG00000024276	Zfp397	69256
ENSMUSG00000022494	Shisa9	72555
ENSMUSG00000096255	Dynlt1b	21648
ENSMUSG00000096780	Tmem181b-ps	
ENSMUSG00000051469	Zfp24	59057
ENSMUSG00000109089	4833411C07Rik	71624
ENSMUSG00000033111	3830406C13Rik	218734
ENSMUSG00000000579	Dynlt1c	100040563
ENSMUSG00000022545	Ercc4	50505
ENSMUSG00000038894	Irs2	384783
ENSMUSG00000024855	Pacs1	107975
ENSMUSG00000000420	Galnt1	14423
ENSMUSG00000096938	9530052E02Rik	619321
ENSMUSG00000031502	Col4a1	12826
ENSMUSG00000020571	Pdia6	71853
ENSMUSG00000009569	Mrtfb	239719
ENSMUSG00000022321	Cdh10	320873
ENSMUSG00000024273	2700062C07Rik	68046
ENSMUSG00000060579	Fhit	14198
ENSMUSG00000040446	Rprd1a	225283
ENSMUSG00000024853	Sf3b2	319322
ENSMUSG00000087526	Gm15738	
ENSMUSG00000024270	Slc39a6	106957
ENSMUSG00000040452	Cdh12	215654
ENSMUSG00000052397	Ezr	22350
ENSMUSG00000022685	Parn	74108
ENSMUSG00000040420	Cdh18	320865
ENSMUSG00000024271	Elp2	58523
ENSMUSG00000031503	Col4a2	12827
ENSMUSG00000023806	Rsph3b	100037282
ENSMUSG00000046351	Zfp322a	218100
ENSMUSG00000022684	Bfar	67118
ENSMUSG00000097452	Gm2824	
ENSMUSG00000061458	Nol10	217431
ENSMUSG00000045763	Basp1	70350
ENSMUSG00000023809	Rps6ka2	20112
ENSMUSG00000022272	Myo10	17909
ENSMUSG00000031505	Naxd	69225
ENSMUSG00000022682	Rrn3	106298
ENSMUSG00000011179	Odc1	18263
ENSMUSG00000034295	Fhod3	225288
ENSMUSG00000021748	Pdhb	68263
ENSMUSG00000022681	Ntan1	18203
ENSMUSG00000033885	Pxk	218699
ENSMUSG00000113642	Gm49329	
ENSMUSG00000024914	Drap1	66556
ENSMUSG00000022680	Pdxdc1	94184
ENSMUSG00000056228	Cars2	71941
ENSMUSG00000071984	Fndc1	68655
ENSMUSG00000022270	Retreg1	66270
ENSMUSG00000090069	E430024P14Rik	100040822
ENSMUSG00000095098	Ccdc85b	240514
ENSMUSG00000024911	Fibp	58249
ENSMUSG00000024269	Tpgs2	66648
ENSMUSG00000031508	Ankrd10	102334
ENSMUSG00000073471	Rsph3a	66832
ENSMUSG00000033632	AW554918	225289
ENSMUSG00000022269	Marchf11	211147
ENSMUSG00000025277	Abhd6	66082
ENSMUSG00000116760	Gm1604a	
ENSMUSG00000043556	Fbxl7	448987
ENSMUSG00000022679	Mpv17l	93734
ENSMUSG00000024268	Celf4	108013
ENSMUSG00000022265	Ank	11732
ENSMUSG00000031511	Arhgef7	54126
ENSMUSG00000065968	Ifitm7	74482
ENSMUSG00000044117	Bmerb1	67254
ENSMUSG00000025278	Flnb	286940
ENSMUSG00000046034	Otulin	432940
ENSMUSG00000069135	Cep43	75296
ENSMUSG00000056069	Otulinl	223433
ENSMUSG00000060657	Marf1	223989
ENSMUSG00000052632	Asap2	211914
ENSMUSG00000072723	Gm10044	
ENSMUSG00000022263	Trio	223435
ENSMUSG00000117604	Gm33228	
ENSMUSG00000023861	Mpc1	55951
ENSMUSG00000033628	Pik3c3	225326
ENSMUSG00000021338	Carmil1	68732
ENSMUSG00000056201	Cfl1	12631
ENSMUSG00000056185	Snx32	225861
ENSMUSG00000000759	Tubgcp3	259279
ENSMUSG00000023868	Pde10a	23984
ENSMUSG00000057455	Rit2	19762
ENSMUSG00000024261	Syt4	20983
ENSMUSG00000054309	Cpsf3	54451
ENSMUSG00000024259	Slc25a46	67453
ENSMUSG00000024260	Sap130	269003
ENSMUSG00000025899	Alkbh8	67667
ENSMUSG00000062054	Iah1	67732
ENSMUSG00000031441	Atp11a	50770
ENSMUSG00000041915	Ammecr1l	225339
ENSMUSG00000036006	Ripor2	193385
ENSMUSG00000052593	Adam17	11491
ENSMUSG00000097748	Gm26533	115488895
ENSMUSG00000024400	Wdr33	74320
ENSMUSG00000024927	Rela	19697
ENSMUSG00000022240	Ctnnd2	18163
ENSMUSG00000025898	Cwf19l2	244672
ENSMUSG00000022677	Cep20	66086
ENSMUSG00000023088	Abcc1	17250
ENSMUSG00000031442	Mcf2l	17207
ENSMUSG00000044982	Sft2d3	67158
ENSMUSG00000041624	Gucy1a2	234889
ENSMUSG00000062078	Qk	19317
ENSMUSG00000115337	4930570B17Rik	
ENSMUSG00000025893	Kbtbd3	69149
ENSMUSG00000037196	Pacrg	69310
ENSMUSG00000041124	Msantd4	78100
ENSMUSG00000019132	BC005537	79555
ENSMUSG00000025892	Gria4	14802
ENSMUSG00000023826	Prkn	50873
ENSMUSG00000039100	Marchf6	223455
ENSMUSG00000076432	Ywhaq	22630
ENSMUSG00000006717	Acot13	66834
ENSMUSG00000024384	Iws1	73473
ENSMUSG00000068617	Efcab1	66793
ENSMUSG00000023827	Agpat4	68262
ENSMUSG00000006711	D130043K22Rik	210108
ENSMUSG00000022674	Ube2v2	70620
ENSMUSG00000014426	Map3k4	26407
ENSMUSG00000035936	Aldh5a1	214579
ENSMUSG00000024383	Map3k2	26405
ENSMUSG00000022234	Cct5	12465
ENSMUSG00000021340	Gpld1	14756
ENSMUSG00000021807	Rtraf	68045
ENSMUSG00000022672	Prkdc	19090
ENSMUSG00000043004	Gng2	14702
ENSMUSG00000039065	Atpsckmt	68073
ENSMUSG00000045107	Saysd1	67509
ENSMUSG00000097350	4732491K20Rik	224523
ENSMUSG00000024381	Bin1	30948
ENSMUSG00000059669	Taf1b	21340
ENSMUSG00000022231	Sema5a	20356
ENSMUSG00000032006	Pdgfd	71785
ENSMUSG00000021339	Mrs2	380836
ENSMUSG00000021809	Nudt13	67725
ENSMUSG00000038542	Pcid2	234069
ENSMUSG00000035910	Dcdc2a	195208
ENSMUSG00000047193	Dync2h1	110350
ENSMUSG00000048978	Nrsn1	22360
ENSMUSG00000031446	Cul4a	99375
ENSMUSG00000021810	Ecd	70601
ENSMUSG00000038299	Wdr36	225348
ENSMUSG00000115317	Gm32618	
ENSMUSG00000022261	Sdc2	15529
ENSMUSG00000039007	Cpq	54381
ENSMUSG00000023830	Igf2r	16004
ENSMUSG00000039599	Fam149b	105428
ENSMUSG00000031447	Lamp1	16783
ENSMUSG00000062563	Cys1	12879
ENSMUSG00000038128	Camk4	12326
ENSMUSG00000022255	Mtdh	67154
ENSMUSG00000113621	2900060N12Rik	
ENSMUSG00000020646	Mboat2	67216
ENSMUSG00000024376	Epb41l4a	13824
ENSMUSG00000038506	Dcun1d2	102323
ENSMUSG00000041957	Pkp2	67451
ENSMUSG00000114937	Gm30054	
ENSMUSG00000036333	Kidins220	77480
ENSMUSG00000022257	Laptm4b	114128
ENSMUSG00000078247	Airn	104103
ENSMUSG00000049960	Mrps16	66242
ENSMUSG00000038497	Tmco3	234076
ENSMUSG00000005871	Apc	11789
ENSMUSG00000022789	Dnm1l	74006
ENSMUSG00000038482	Tfdp1	21781
ENSMUSG00000057388	Mrpl18	67681
ENSMUSG00000024940	Ltbp3	16998
ENSMUSG00000068039	Tcp1	21454
ENSMUSG00000020642	Rnf144a	108089
ENSMUSG00000058600	Rpl30	19946
ENSMUSG00000021814	Anxa7	11750
ENSMUSG00000014504	Srp19	66384
ENSMUSG00000115685	D730044K07Rik	
ENSMUSG00000005873	Reep5	13476
ENSMUSG00000032002	Dcun1d5	76863
ENSMUSG00000022325	Pop1	67724
ENSMUSG00000113216	Gm40841	
ENSMUSG00000076431	Sox4	20677
ENSMUSG00000022788	Fgd4	224014
ENSMUSG00000031451	Gas6	14456
ENSMUSG00000006191	Cdkal1	68916
ENSMUSG00000038879	Nipal2	223473
ENSMUSG00000021816	Ppp3cb	19056
ENSMUSG00000036501	Fam13b	225358
ENSMUSG00000022329	Stk3	56274
ENSMUSG00000092341	Malat1	72289
ENSMUSG00000102349	Gm37376	
ENSMUSG00000060475	Wtap	60532
ENSMUSG00000063632	Sox11	20666
ENSMUSG00000035984	Nme5	75533
ENSMUSG00000016477	E2f3	13557
ENSMUSG00000038416	Cdc16	69957
ENSMUSG00000003778	Brd8	78656
ENSMUSG00000084925	1810062O18Rik	75602
ENSMUSG00000037646	Vps13b	666173
ENSMUSG00000006818	Sod2	20656
ENSMUSG00000034235	Usp54	78787
ENSMUSG00000024826	Dpf2	19708
ENSMUSG00000038462	Uqcrfs1	66694
ENSMUSG00000069255	Dusp22	105352
ENSMUSG00000061477	Rps7	20115
ENSMUSG00000022783	Spag6l	50525
ENSMUSG00000047710	Champ1	101994
ENSMUSG00000031458	Coprs	66423
ENSMUSG00000014313	Cox6c	12864
ENSMUSG00000110156	Gm42067	105246846
ENSMUSG00000038365	Fbxo25	66822
ENSMUSG00000020628	Trappc12	217449
ENSMUSG00000022779	Top3b	21976
ENSMUSG00000039367	Sec24c	218811
ENSMUSG00000021357	Exoc2	66482
ENSMUSG00000051978	Erich1	234086
ENSMUSG00000045996	Polr2k	17749
ENSMUSG00000047495	Dlgap2	244310
ENSMUSG00000037617	Spag1	26942
ENSMUSG00000082286	Pisd-ps1	
ENSMUSG00000036613	Eipr1	380752
ENSMUSG00000023764	Sfi1	78887
ENSMUSG00000097577	6230400D17Rik	76133
ENSMUSG00000024370	Cdc23	52563
ENSMUSG00000057367	Birc2	11797
ENSMUSG00000063787	Chchd1	66121
ENSMUSG00000061911	Myt1l	17933
ENSMUSG00000021819	Zswim8	268721
ENSMUSG00000068036	Afdn	17356
ENSMUSG00000022280	Rnf19a	30945
ENSMUSG00000038372	Gmds	218138
ENSMUSG00000026181	Ppm1f	68606
ENSMUSG00000048307	Ankrd46	68839
ENSMUSG00000063358	Mapk1	26413
ENSMUSG00000021400	Wrnip1	78903
ENSMUSG00000024807	Syvn1	74126
ENSMUSG00000038773	Kdm3b	277250
ENSMUSG00000053070	Cfap300	234912
ENSMUSG00000022283	Pabpc1	18458
ENSMUSG00000040729	Cep126	234915
ENSMUSG00000020457	Drg1	13494
ENSMUSG00000031997	Trpc6	22068
ENSMUSG00000048826	Dact2	240025
ENSMUSG00000022771	Ppil2	66053
ENSMUSG00000020674	Pxdn	69675
ENSMUSG00000055675	Kbtbd11	74901
ENSMUSG00000022285	Ywhaz	22631
ENSMUSG00000031870	Pgr	18667
ENSMUSG00000038555	Reep2	225362
ENSMUSG00000020454	Eif4enif1	74203
ENSMUSG00000038274	Fau	14109
ENSMUSG00000039308	Ndst2	17423
ENSMUSG00000024360	Etf1	225363
ENSMUSG00000062397	Zfp706	68036
ENSMUSG00000024359	Hspa9	15526
ENSMUSG00000039488	Cntn5	244682
ENSMUSG00000021820	Camk2g	12325
ENSMUSG00000037815	Ctnna1	12385
ENSMUSG00000051359	Ncald	52589
ENSMUSG00000079083	Jrkl	77532
ENSMUSG00000060924	Csmd1	94109
ENSMUSG00000079084	Ccdc82	66396
ENSMUSG00000041774	Ydjc	69101
ENSMUSG00000024792	Zfpl1	81909
ENSMUSG00000031925	Maml2	270118
ENSMUSG00000023883	Phf10	72057
ENSMUSG00000020453	Patz1	56218
ENSMUSG00000038965	Ube2l3	22195
ENSMUSG00000060147	Serpinb6a	20719
ENSMUSG00000054204	Alkal2	100294583
ENSMUSG00000024357	Sil1	81500
ENSMUSG00000044573	Acp1	11431
ENSMUSG00000022292	Rrm2b	382985
ENSMUSG00000055692	Tmem191c	224019
ENSMUSG00000034614	Pik3ip1	216505
ENSMUSG00000079710	Dynlt2a2	100041639
ENSMUSG00000117869	Snhg4	100503380
ENSMUSG00000037487	Ubr5	70790
ENSMUSG00000117694	Snhg4	
ENSMUSG00000020669	Sh3yl1	24057
ENSMUSG00000024787	Snx15	69024
ENSMUSG00000039842	Mcph1	244329
ENSMUSG00000031922	Cep57	74360
ENSMUSG00000085457	1110046J04Rik	68808
ENSMUSG00000036552	Ermard	381062
ENSMUSG00000020451	Limk2	16886
ENSMUSG00000024944	Arl2	56327
ENSMUSG00000037236	Matr3	17184
ENSMUSG00000041720	Pi4ka	224020
ENSMUSG00000021823	Vcl	22330
ENSMUSG00000038286	Bphl	68021
ENSMUSG00000031467	Agpat5	52123
ENSMUSG00000014763	Fam120b	67544
ENSMUSG00000024777	Ppp2r5b	225849
ENSMUSG00000037808	Fam76b	72826
ENSMUSG00000058672	Tubb2a	22151
ENSMUSG00000045136	Tubb2b	73710
ENSMUSG00000021824	Ap3m1	55946
ENSMUSG00000014769	Psmb1	19170
ENSMUSG00000037058	Paip2	67869
ENSMUSG00000014767	Tbp	21374
ENSMUSG00000038267	Slc22a23	73102
ENSMUSG00000024773	Atg2a	329015
ENSMUSG00000020448	Rnf185	193670
ENSMUSG00000032009	Sesn3	75747
ENSMUSG00000039197	Adk	11534
ENSMUSG00000006134	Crkl	12929
ENSMUSG00000022763	Aifm3	72168
ENSMUSG00000034587	8430429K09Rik	71523
ENSMUSG00000021767	Kat6b	54169
ENSMUSG00000113170	Gm36839	
ENSMUSG00000021413	Prpf4b	19134
ENSMUSG00000020664	Dld	13382
ENSMUSG00000004096	Cwc15	66070
ENSMUSG00000024350	Dnajc18	76594
ENSMUSG00000071793	2610005L07Rik	381598
ENSMUSG00000013076	Amotl1	75723
ENSMUSG00000071796	6820431F20Rik	547150
ENSMUSG00000023852	Chd1	12648
ENSMUSG00000037458	Azin1	54375
ENSMUSG00000073598	1700066B19Rik	73449
ENSMUSG00000075702	Selenom	114679
ENSMUSG00000022761	Lztr1	66863
ENSMUSG00000022295	Atp6v1c1	66335
ENSMUSG00000020659	Cbll1	104836
ENSMUSG00000021417	Eci2	23986
ENSMUSG00000031931	Ankrd49	56503
ENSMUSG00000031928	Mre11a	17535
ENSMUSG00000091896	Ube2d2a	56550
ENSMUSG00000060149	BC002059	213811
ENSMUSG00000021770	Samd8	67630
ENSMUSG00000072761	Gm6712	100862203
ENSMUSG00000116564	Riok2	67045
ENSMUSG00000054196	Cthrc1	68588
ENSMUSG00000022760	Thap7	69009
ENSMUSG00000022299	Slc25a32	69906
ENSMUSG00000021771	Vdac2	22334
ENSMUSG00000024347	Psd2	74002
ENSMUSG00000020650	Bcap29	12033
ENSMUSG00000023845	Lnpep	240028
ENSMUSG00000022300	Dcaf13	223499
ENSMUSG00000020648	Dus4l	71916
ENSMUSG00000037386	Rims2	116838
ENSMUSG00000024948	Map4k2	26412
ENSMUSG00000035933	Cog5	238123
ENSMUSG00000021773	Comtd1	69156
ENSMUSG00000080316	Spaca6	75202
ENSMUSG00000056579	Tug1	544752
ENSMUSG00000002996	Hbp1	73389
ENSMUSG00000034543	Morc2a	74522
ENSMUSG00000022756	Slc7a4	224022
ENSMUSG00000063142	Kcnma1	16531
ENSMUSG00000063362	Alg11	207958
ENSMUSG00000060275	Nrg2	100042150
ENSMUSG00000021420	Fars2	69955
ENSMUSG00000031937	Vstm5	69137
ENSMUSG00000005899	Smpd4	77626
ENSMUSG00000043991	Pura	19290
ENSMUSG00000031935	Med17	234959
ENSMUSG00000046727	Cystm1	66060
ENSMUSG00000024346	Pfdn1	67199
ENSMUSG00000020435	Osbp2	74309
ENSMUSG00000031938	4931406C07Rik	70984
ENSMUSG00000031478	Nek3	23954
ENSMUSG00000002997	Prkar2b	19088
ENSMUSG00000031939	Taf1d	75316
ENSMUSG00000022306	Zfpm2	22762
ENSMUSG00000079467	Gm14966	
ENSMUSG00000024949	Sf1	22668
ENSMUSG00000031479	Vps36	70160
ENSMUSG00000022307	Oxr1	170719
ENSMUSG00000039087	Rreb1	68750
ENSMUSG00000020572	Nampt	59027
ENSMUSG00000024483	Ankhd1	108857
ENSMUSG00000046111	Cep295	319675
ENSMUSG00000034493	4930556J24Rik	
ENSMUSG00000097494	4933406C10Rik	74076
ENSMUSG00000020570	Sypl	19027
ENSMUSG00000021427	Ssr1	107513
ENSMUSG00000044566	Cage1	71213
ENSMUSG00000007564	Ppp2r1a	51792
ENSMUSG00000006050	Sra1	24068
ENSMUSG00000031533	Mrps31	57312
ENSMUSG00000052125	F730043M19Rik	320046
ENSMUSG00000021428	Riok1	71340
ENSMUSG00000031534	Smim19	102032
ENSMUSG00000117679	Apbb3	225372
ENSMUSG00000020564	Atxn7l1	380753
ENSMUSG00000037656	Slc20a2	20516
ENSMUSG00000067942	Zfp160	224585
ENSMUSG00000022309	Angpt1	11600
ENSMUSG00000008892	Vdac3	22335
ENSMUSG00000022336	Eif3e	16341
ENSMUSG00000003581	Rnf215	71673
ENSMUSG00000031536	Polb	18970
ENSMUSG00000012114	Med15	94112
ENSMUSG00000006850	Tmco6	71983
ENSMUSG00000020561	Polr1f	28071
ENSMUSG00000033768	Nrxn2	18190
ENSMUSG00000022337	Emc2	66736
ENSMUSG00000021431	Snrnp48	67797
ENSMUSG00000074505	Fat3	270120
ENSMUSG00000004698	Hdac9	79221
ENSMUSG00000014294	Ndufa2	17991
ENSMUSG00000057409	Zfp53	24132
ENSMUSG00000031537	Ikbkb	16150
ENSMUSG00000024474	Ik	24010
ENSMUSG00000051341	Zfp52	22710
ENSMUSG00000067931	Zfp948	381066
ENSMUSG00000038736	Nudcd1	67429
ENSMUSG00000035868	Zfp983	73229
ENSMUSG00000002129	Sf3a1	67465
ENSMUSG00000038991	Txndc5	105245
ENSMUSG00000118519	Gm52992	
ENSMUSG00000001774	Chordc1	66917
ENSMUSG00000021782	Dlg5	71228
ENSMUSG00000022338	Eny2	223527
ENSMUSG00000071267	Zfp942	73233
ENSMUSG00000001380	Hars	15115
ENSMUSG00000053347	Zfp943	74670
ENSMUSG00000022750	Klhl22	224023
ENSMUSG00000117284	Gm7072	631624
ENSMUSG00000033972	Zfp944	319615
ENSMUSG00000020590	Snx13	217463
ENSMUSG00000019143	Hars2	70791
ENSMUSG00000031539	Ap3m2	64933
ENSMUSG00000059142	Zfp945	240041
ENSMUSG00000025280	Polr3a	218832
ENSMUSG00000031540	Kat6a	244349
ENSMUSG00000001383	Zmat2	66492
ENSMUSG00000002617	Zfp40	22700
ENSMUSG00000034354	Mtmr3	74302
ENSMUSG00000024953	Prdx5	54683
ENSMUSG00000025290	Rps24	20088
ENSMUSG00000038812	Trmt112	67674
ENSMUSG00000057551	Zfp317	244713
ENSMUSG00000021432	Slc35b3	108652
ENSMUSG00000022340	Sybu	319613
ENSMUSG00000031543	Ank1	11733
ENSMUSG00000024955	Esrra	26379
ENSMUSG00000020412	Ascc2	75452
ENSMUSG00000007817	Zmiz1	328365
ENSMUSG00000071256	Zfp213	449521
ENSMUSG00000003528	Slc25a1	13358
ENSMUSG00000020577	Tspan13	66109
ENSMUSG00000020547	Bzw2	66912
ENSMUSG00000060530	A930017M01Rik	69659
ENSMUSG00000024958	Gpr137	107173
ENSMUSG00000045519	Zfp560	434377
ENSMUSG00000059534	Uqcr10	66152
ENSMUSG00000022311	Csmd3	239420
ENSMUSG00000009076	Zmat5	67178
ENSMUSG00000063108	Zfp26	22688
ENSMUSG00000036188	Ankmy2	217473
ENSMUSG00000024959	Bad	12015
ENSMUSG00000059475	Zfp426	235028
ENSMUSG00000009073	Nf2	18016
ENSMUSG00000116772	4930483P17Rik	
ENSMUSG00000060510	Zfp266	77519
ENSMUSG00000023904	Hcfc1r1	353502
ENSMUSG00000060166	Zdhhc8	27801
ENSMUSG00000043153	Crppa	75847
ENSMUSG00000058192	Zfp846	244721
ENSMUSG00000086693	A730081D07Rik	102633880
ENSMUSG00000038683	Pak1ip1	68083
ENSMUSG00000005732	Ranbp1	19385
ENSMUSG00000062470	Fbxl12os	66662
ENSMUSG00000066892	Fbxl12	30843
ENSMUSG00000021870	Slmap	83997
ENSMUSG00000022721	Trmt2a	15547
ENSMUSG00000021361	Tmem14c	66154
ENSMUSG00000084786	Ubl5	66177
ENSMUSG00000056612	Ppp1r14b	18938
ENSMUSG00000056629	Fkbp2	114841036
ENSMUSG00000056629	Fkbp2	14227
ENSMUSG00000032171	Pin1	23988
ENSMUSG00000024962	Vegfb	22340
ENSMUSG00000032172	Olfm2	244723
ENSMUSG00000038679	Trps1	83925
ENSMUSG00000036095	Dgkb	217480
ENSMUSG00000040097	Flywch1	224613
ENSMUSG00000022312	Eif3h	68135
ENSMUSG00000034285	Nipsnap1	18082
ENSMUSG00000039218	Srrm2	75956
ENSMUSG00000022718	Dgcr8	94223
ENSMUSG00000051316	Taf7	24074
ENSMUSG00000040818	Dennd6a	211922
ENSMUSG00000091264	Smim13	108934
ENSMUSG00000055839	Elob	67673
ENSMUSG00000021365	Nedd9	18003
ENSMUSG00000034274	Thoc5	107829
ENSMUSG00000022314	Rad21	19357
ENSMUSG00000024966	Stip1	20867
ENSMUSG00000038884	Shfl	319278
ENSMUSG00000013539	Tango2	27883
ENSMUSG00000087370	Tmem170b	621976
ENSMUSG00000036278	Macrod1	107227
ENSMUSG00000004100	Ppan	235036
ENSMUSG00000061731	Ext1	14042
ENSMUSG00000024767	Otub1	107260
ENSMUSG00000000326	Comt	12846
ENSMUSG00000009090	Ap1b1	11764
ENSMUSG00000021366	Hivep1	110521
ENSMUSG00000058656	Samd12	320679
ENSMUSG00000035885	Cox8a	12868
ENSMUSG00000024764	Naa40	70999
ENSMUSG00000021877	Arf4	11843
ENSMUSG00000075704	Txnrd2	26462
ENSMUSG00000054728	Phactr1	218194
ENSMUSG00000004099	Dnmt1	13433
ENSMUSG00000047446	Arl4a	11861
ENSMUSG00000022425	Enpp2	18606
ENSMUSG00000024969	Mark2	13728
ENSMUSG00000031545	Gpat4	102247
ENSMUSG00000034201	Gas2l1	78926
ENSMUSG00000021368	Tbc1d7	67046
ENSMUSG00000015341	Golga7	628040
ENSMUSG00000015341	Golga7	57437
ENSMUSG00000001627	Ifrd1	15982
ENSMUSG00000051335	Gfod1	328232
ENSMUSG00000024122	Pdpk1	18607
ENSMUSG00000054021	Sirt5	68346
ENSMUSG00000009079	Ewsr1	14030
ENSMUSG00000040760	Appl1	72993
ENSMUSG00000037492	Zmat4	320158
ENSMUSG00000063200	Nol7	70078
ENSMUSG00000097330	Gm26672	
ENSMUSG00000055917	Zfp277	246196
ENSMUSG00000038546	Ranbp9	56705
ENSMUSG00000035954	Dock4	238130
ENSMUSG00000037343	Taf2	319944
ENSMUSG00000036820	Amdhd2	245847
ENSMUSG00000034175	Rhbdd3	279766
ENSMUSG00000021895	Arhgef3	71704
ENSMUSG00000024121	Atp6v0c	11984
ENSMUSG00000040651	Tasor	218850
ENSMUSG00000003299	Mrpl4	66163
ENSMUSG00000036473	Tbc1d24	224617
ENSMUSG00000038518	Jarid2	16468
ENSMUSG00000024970	Spindoc	68229
ENSMUSG00000022419	Deptor	97998
ENSMUSG00000117743	Gm50232	
ENSMUSG00000053080	2700081O15Rik	108899
ENSMUSG00000024758	Rtn3	20168
ENSMUSG00000046753	Ccdc66	320234
ENSMUSG00000005262	Ufd1	22230
ENSMUSG00000056899	Immp2l	93757
ENSMUSG00000040640	Erc2	238988
ENSMUSG00000041961	Znrf3	407821
ENSMUSG00000057531	Dtnbp1	94245
ENSMUSG00000071632	2510002D24Rik	72307
ENSMUSG00000036295	Lrrn3	16981
ENSMUSG00000024759	Atl3	109168
ENSMUSG00000022706	Mrpl40	18100
ENSMUSG00000020484	Xbp1	22433
ENSMUSG00000036257	Pnpla8	67452
ENSMUSG00000020482	Ccdc117	104479
ENSMUSG00000000253	Gmpr	66355
ENSMUSG00000020598	Nrcam	319504
ENSMUSG00000024456	Diaph1	13367
ENSMUSG00000086016	1700084C06Rik	
