cluster_id	clusterlevel	cluster_name	first_cluster_name
C465-278	C465	Tac2.Nts.GABA-1	Tac2
C465-279	C465	Meis2.Nts.GABA-1	Meis2
C465-280	C465	Ebf1.Nkx2-4.GABA-3	Ebf1
C465-281	C465	Tbx19.Trh.Nkx2-4.GABA-3	Tbx19
C465-282	C465	Th.Trh.Nkx2-4.GABA-3	Th
C465-283	C465	Slc18a3.Ghrh.GABA-3	Slc18a3
C465-285	C465	Gsx1.Ghrh.GABA-3	Gsx1
C465-284	C465	Slc10a4.Ghrh.GABA-3	Slc10a4
C465-286	C465	Otp.Serpina3n.Npy.Agrp.GABA-4	Otp
C465-289	C465	Acvr1c.Serpina3n.Npy.Agrp.GABA-4	Acvr1c
C465-287	C465	Nr0b1.Serpina3n.Npy.Agrp.GABA-4	Nr0b1
C465-288	C465	Acvr1c.Npy.Agrp.GABA-4	Acvr1c
C465-290	C465	Lepr.Agrp.GABA-4	Lepr
C465-291	C465	Gpr101.Ptprk.Npy.Sst.GABA-4	Gpr101
C465-292	C465	Dach2.Ptprk.Npy.Sst.GABA-4	Dach2
C465-293	C465	Sparc.Npy.Sst.GABA-4	Sparc
C465-294	C465	Il1rapl2.Otp.Sst.GABA-4	Il1rapl2
C465-295	C465	Th.Otp.Sst.GABA-4	Th
C465-296	C465	Gpr101.Otp.Sst.GABA-4	Gpr101
C465-297	C465	Nts.Sst.GABA-4	Nts
C465-298	C465	Pou3f1.Sst.GABA-4	Pou3f1
C465-299	C465	Pthlh.Abi3bp.Meis2.GABA-5	Pthlh
C465-300	C465	Cartpt.Abi3bp.Meis2.GABA-5	Cartpt
C465-301	C465	Satb1.Meis2.GABA-5	Satb1
C465-302	C465	Nts.Slc17a8.Bcl11b.Meis2.GABA-5	Nts
C465-303	C465	Cyp26b1.Slc17a8.Bcl11b.Meis2.GABA-5	Cyp26b1
C465-304	C465	Zfp503.Slc17a8.Bcl11b.Meis2.GABA-5	Zfp503
C465-305	C465	Ppp1r1b.Bcl11b.Meis2.GABA-5	Ppp1r1b
C465-306	C465	Sp9.Ccn1.Meis2.GABA-5	Sp9
C465-307	C465	Ppp1r1b.Ccn1.Meis2.GABA-5	Ppp1r1b
C465-308	C465	Foxp2.Ccn1.Meis2.GABA-5	Foxp2
C465-309	C465	Ppp1r1b.Adora2a.Meis2.GABA-5	Ppp1r1b
C465-310	C465	Crym.Adora2a.Meis2.GABA-5	Crym
C465-311	C465	Crym.Ppp1r1b.Tac1.Meis2.GABA-5	Crym
C465-312	C465	Scn4b.Ppp1r1b.Tac1.Meis2.GABA-5	Scn4b
C465-313	C465	Pcp4l1.Ppp1r1b.Tac1.Meis2.GABA-5	Pcp4l1
C465-314	C465	Cxcl14.Tac1.Meis2.GABA-5	Cxcl14
C465-315	C465	Slc6a3.Nfix.Satb2.GABA-6	Slc6a3
C465-316	C465	Reln.Nfix.Satb2.GABA-6	Reln
C465-317	C465	Col6a1.Nfix.Satb2.GABA-6	Col6a1
C465-318	C465	Th.Slc6a3.Satb2.GABA-6	Th
C465-319	C465	Ndnf.Slc6a3.Satb2.GABA-6	Ndnf
C465-320	C465	Nr5a2.Satb2.GABA-6	Nr5a2
C465-321	C465	Chat.GABA-7	Chat
C465-322	C465	Scn7a.Tanycytes	Scn7a
C465-323	C465	Crym.Rassf9.Tgfb2.Tanycytes	Crym
C465-324	C465	Tmem212.Rassf9.Tgfb2.Tanycytes	Tmem212
C465-325	C465	Dnah12.Rassf9.Tgfb2.Tanycytes	Dnah12
C465-326	C465	Slc17a8.Tgfb2.Tanycytes	Slc17a8
C465-327	C465	Col23a1.Prr16.Tanycytes	Col23a1
C465-328	C465	Crym.Prr16.Tanycytes	Crym
C465-329	C465	Crym.Frzb.Tanycytes	Crym
C465-330	C465	Col25a1.Frzb.Tanycytes	Col25a1
C465-331	C465	Dnah12.Frzb.Tanycytes	Dnah12
C465-332	C465	Ccdc153.Dnah12.Cdhr4.Ependymal	Ccdc153
C465-333	C465	Tmem212.Dnah12.Cdhr4.Ependymal	Tmem212
C465-334	C465	Tmem212.Ccdc153.Cdhr4.Ependymal	Tmem212
C465-335	C465	C3.Ccdc153.Cdhr4.Ependymal	C3
C465-336	C465	Crlf1.Ependymal	Crlf1
C465-337	C465	Erythroid-like	Erythroid-like
C465-338	C465	Hypendymal	Hypendymal
C465-339	C465	Hr.Ttll3.Itih3.Etnppl.Astrocytes	Hr
C465-340	C465	Trpm3.Ttll3.Itih3.Etnppl.Astrocytes	Trpm3
C465-350	C465	Slc7a10.Agt.Itih3.Etnppl.Astrocytes	Slc7a10
C465-353	C465	Fgfr3.Agt.Itih3.Etnppl.Astrocytes	Fgfr3
C465-351	C465	C4b.Serpina3n.Itih3.Etnppl.Astrocytes	C4b
C465-352	C465	Aspg.Serpina3n.Itih3.Etnppl.Astrocytes	Aspg
C465-341	C465	Slc7a11.Pdzph1.Gjb6.Etnppl.Astrocytes	Slc7a11
C465-342	C465	Nkx2-4.Pdzph1.Gjb6.Etnppl.Astrocytes	Nkx2-4
C465-344	C465	Notch2.Gjb6.Etnppl.Astrocytes	Notch2
C465-354	C465	Slc7a10.Fbln5.Gjb6.Etnppl.Astrocytes	Slc7a10
C465-355	C465	Agt.Fbln5.Gjb6.Etnppl.Astrocytes	Agt
C465-356	C465	Pla2g7.Fbln5.Gjb6.Etnppl.Astrocytes	Pla2g7
C465-359	C465	Igsf1.Rhcg.Gjb6.Etnppl.Astrocytes	Igsf1
C465-360	C465	Entpd2.Rhcg.Gjb6.Etnppl.Astrocytes	Entpd2
C465-343	C465	Pmch.Gjb6.Etnppl.Astrocytes	Pmch
C465-345	C465	Igfbp2.Pla2g7.Trpm3.Etnppl.Astrocytes	Igfbp2
C465-349	C465	Fbln5.Pla2g7.Trpm3.Etnppl.Astrocytes	Fbln5
C465-346	C465	Mgat4c.Rgs6.Trpm3.Etnppl.Astrocytes	Mgat4c
C465-348	C465	Mical2.Rgs6.Trpm3.Etnppl.Astrocytes	Mical2
C465-347	C465	Cetn4.Rgs6.Trpm3.Etnppl.Astrocytes	Cetn4
C465-357	C465	Unassigned.Unassigned.Unassigned.Etnppl.Astrocytes	Unassigned
C465-358	C465	Sytl4.Unassigned.Unassigned.Etnppl.Astrocytes	Sytl4
C465-361	C465	Crym.Etnppl.Astrocytes	Crym
C465-362	C465	Igsf1.Aqp4.Gfap.Etnppl.Astrocytes	Igsf1
C465-363	C465	Aldh1a1.Aqp4.Gfap.Etnppl.Astrocytes	Aldh1a1
C465-364	C465	A2m.Gfap.Etnppl.Astrocytes	A2m
C465-365	C465	Myoc.Etnppl.Astrocytes	Myoc
C465-366	C465	Tmem130.Myt1l.Lgals3.Astrocytes	Tmem130
C465-370	C465	Cdca7.Myt1l.Lgals3.Astrocytes	Cdca7
C465-367	C465	Gpnmb.Gfap.Lgals3.Astrocytes	Gpnmb
C465-368	C465	S1pr3.Gfap.Lgals3.Astrocytes	S1pr3
C465-369	C465	Ube2c.Gfap.Lgals3.Astrocytes	Ube2c
C465-371	C465	Cntn2.Slc24a2.Pex5l.Ermn.Oligodendrocytes	Cntn2
C465-372	C465	Nkain2.Slc24a2.Pex5l.Ermn.Oligodendrocytes	Nkain2
C465-374	C465	Ccp110.Slc24a2.Pex5l.Ermn.Oligodendrocytes	Ccp110
C465-375	C465	Opalin.Slc24a2.Pex5l.Ermn.Oligodendrocytes	Opalin
C465-379	C465	Oxt.Pex5l.Ermn.Oligodendrocytes	Oxt
C465-380	C465	Hapln2.Pex5l.Ermn.Oligodendrocytes	Hapln2
C465-381	C465	D7Ertd443e.Pex5l.Ermn.Oligodendrocytes	D7Ertd443e
C465-373	C465	Spag5.Pex5l.Ermn.Oligodendrocytes	Spag5
C465-387	C465	Ptgds.Mag.Pex5l.Ermn.Oligodendrocytes	Ptgds
C465-388	C465	Klk6.Mag.Pex5l.Ermn.Oligodendrocytes	Klk6
C465-376	C465	Plin4.Opalin.Ermn.Oligodendrocytes	Plin4
C465-382	C465	Ppp1r16b.Opalin.Ermn.Oligodendrocytes	Ppp1r16b
C465-377	C465	Il33.Serpinb1a.Opalin.Ermn.Oligodendrocytes	Il33
C465-378	C465	Hapln2.Serpinb1a.Opalin.Ermn.Oligodendrocytes	Hapln2
C465-383	C465	Enpp6.Anln.Klk6.Ermn.Oligodendrocytes	Enpp6
C465-384	C465	Hcn2.Anln.Klk6.Ermn.Oligodendrocytes	Hcn2
C465-386	C465	Hapln2.Anln.Klk6.Ermn.Oligodendrocytes	Hapln2
C465-385	C465	Nkx2-9.Klk6.Ermn.Oligodendrocytes	Nkx2-9
C465-389	C465	Arhgap45.Ermn.Oligodendrocytes	Arhgap45
C465-390	C465	Opalin.Synpr.Mal.Ermn.Oligodendrocytes	Opalin
C465-391	C465	Plekhh1.Synpr.Mal.Ermn.Oligodendrocytes	Plekhh1
C465-393	C465	Btbd16.Synpr.Mal.Ermn.Oligodendrocytes	Btbd16
C465-392	C465	Ppp1r16b.Synpr.Mal.Ermn.Oligodendrocytes	Ppp1r16b
C465-398	C465	Tmem88b.Mog.Mal.Ermn.Oligodendrocytes	Tmem88b
C465-399	C465	Hist1h2al.Mog.Mal.Ermn.Oligodendrocytes	Hist1h2al
C465-394	C465	Onecut2.Mal.Ctps.Ermn.Oligodendrocytes	Onecut2
C465-395	C465	Misp3.Mal.Ctps.Ermn.Oligodendrocytes	Misp3
C465-396	C465	Tmem141.Mal.Ctps.Ermn.Oligodendrocytes	Tmem141
C465-397	C465	Rras2.Ctps.Ermn.Oligodendrocytes	Rras2
C465-400	C465	Tnfaip6.Hspa1a.Ermn.Oligodendrocytes	Tnfaip6
C465-401	C465	Il33.Hspa1a.Ermn.Oligodendrocytes	Il33
C465-402	C465	Cemip2.Cnksr3.Gpr17.Oligodendrocytes	Cemip2
C465-403	C465	Bmp4.Cnksr3.Gpr17.Oligodendrocytes	Bmp4
C465-404	C465	Enpp6.Mycl.Bmp4.Gpr17.Oligodendrocytes	Enpp6
C465-405	C465	H19.Mycl.Bmp4.Gpr17.Oligodendrocytes	H19
C465-406	C465	Rassf10.Bmp4.Gpr17.Oligodendrocytes	Rassf10
C465-407	C465	Ermn.Gpr17.Oligodendrocytes	Ermn
C465-408	C465	Abhd2.C1ql1.OPC	Abhd2
C465-416	C465	Lhfpl3.Pdgfra.C1ql1.OPC	Lhfpl3
C465-417	C465	Nxph1.Pdgfra.C1ql1.OPC	Nxph1
C465-418	C465	Neu4.Pdgfra.C1ql1.OPC	Neu4
C465-409	C465	Pcdh15.Pdgfra.OPC	Pcdh15
C465-410	C465	Adarb2.Pdgfra.OPC	Adarb2
C465-411	C465	C1ql1.Pdgfra.OPC	C1ql1
C465-412	C465	Ccne2.Dividing.OPC	Ccne2
C465-413	C465	Cenpa.Dividing.OPC	Cenpa
C465-414	C465	Tmem130.Cspg4.OPC	Tmem130
C465-415	C465	Pdgfra.Cspg4.OPC	Pdgfra
C465-419	C465	Tyrobp.OPC	Tyrobp
C465-420	C465	Arhgap45.Selplg.Tmem119.Immune	Arhgap45
C465-421	C465	Scn9a.Selplg.Tmem119.Immune	Scn9a
C465-422	C465	Gabrg2.Gpr34.Selplg.Tmem119.Immune	Gabrg2
C465-423	C465	Trem2.Gpr34.Selplg.Tmem119.Immune	Trem2
C465-424	C465	Inpp5d.P2ry12.Tmem119.Immune	Inpp5d
C465-425	C465	Gpr34.Selplg.P2ry12.Tmem119.Immune	Gpr34
C465-428	C465	Itgam.Selplg.P2ry12.Tmem119.Immune	Itgam
C465-426	C465	Crybb1.Selplg.P2ry12.Tmem119.Immune	Crybb1
C465-427	C465	Cx3cr1.Selplg.P2ry12.Tmem119.Immune	Cx3cr1
C465-429	C465	H2-Aa.Wfdc17.Tmem119.Immune	H2-Aa
C465-430	C465	Ms4a7.Crybb1.Wfdc17.Tmem119.Immune	Ms4a7
C465-431	C465	Gpr34.Crybb1.Wfdc17.Tmem119.Immune	Gpr34
C465-432	C465	Nlrp3.Ccl4.Tmem119.Immune	Nlrp3
C465-433	C465	Bcl2a1d.Ccl4.Tmem119.Immune	Bcl2a1d
C465-434	C465	Olfml3.Top2a.Tmem119.Immune	Olfml3
C465-435	C465	Clec12a.Top2a.Tmem119.Immune	Clec12a
C465-436	C465	Tyrobp.Tmem119.Immune	Tyrobp
C465-437	C465	Ch25h.Tmem119.Immune	Ch25h
C465-438	C465	F13a1.Immune	F13a1
C465-439	C465	Ms4a4b.Immune	Ms4a4b
C465-440	C465	Immune-Trbc1	Immune-Trbc1
C465-441	C465	Cga.ParsTuber	Cga
C465-442	C465	Anxa1.ParsTuber	Anxa1
C465-443	C465	Abcc9.Vtn.Kcnj8.Mural	Abcc9
C465-444	C465	Ifitm1.Vtn.Kcnj8.Mural	Ifitm1
C465-449	C465	Sfrp2.Kcnj8.Mural	Sfrp2
C465-445	C465	Ifitm1.Lamc3.Acta2.Mural	Ifitm1
C465-446	C465	Pln.Lamc3.Acta2.Mural	Pln
C465-447	C465	Myh11.Cnn1.Acta2.Mural	Myh11
C465-448	C465	Procr.Cnn1.Acta2.Mural	Procr
C465-450	C465	Cldn5.Pglyrp1.Slco1a4.Endothelial	Cldn5
C465-451	C465	Ctla2a.Pglyrp1.Slco1a4.Endothelial	Ctla2a
C465-452	C465	Il1r1.Slco1a4.Endothelial	Il1r1
C465-453	C465	Ctla2a.Slco1a4.Endothelial	Ctla2a
C465-454	C465	Slc38a5.Vtn.Endothelial	Slc38a5
C465-455	C465	Gkn3.Vtn.Endothelial	Gkn3
C465-456	C465	Ctla2a.Sema3c.Sema3g.Endothelial	Ctla2a
C465-457	C465	Gkn3.Sema3c.Sema3g.Endothelial	Gkn3
C465-458	C465	Cytl1.Sema3g.Endothelial	Cytl1
C465-459	C465	Meox1.Endothelial	Meox1
C465-460	C465	Plvap.Endothelial	Plvap
C465-461	C465	Angptl1.Dcn.Fibroblasts	Angptl1
C465-462	C465	Col15a1.Slc6a13.Dcn.Fibroblasts	Col15a1
C465-463	C465	Ranbp3l.Slc6a13.Dcn.Fibroblasts	Ranbp3l
C465-464	C465	Slc47a1.Dcn.Fibroblasts	Slc47a1
C465-465	C465	Krt19.Fibroblasts	Krt19
