p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff	current_cluster	p_val_adj_negbinom
8.63220372031897e-09	-0.791888720882273	0.656	0.858	0.000495160469804937	Cdr1os	-0.202	C286-47	0.000437148132599805
8.70601077584199e-09	-1.23313226993718	0.469	0.681	0.000499394190123848	Rpl38	-0.212	C286-47	1.14432367371835e-09
9.07006128815984e-09	-1.00901073565698	0.375	0.676	0.000520276855611425	Cox8a	-0.301	C286-47	1.90446734095136e-06
9.38705944575886e-09	-1.12071736308729	0.125	0.515	0.00053846050392762	mt-Nd1	-0.39	C286-47	1.67588706338435e-05
9.51509867836299e-09	-0.986008212979346	0.141	0.529	0.000545805090388258	Atp5h	-0.388	C286-47	3.95212316533176e-05
9.58852003719648e-09	-0.954999645304321	0.125	0.525	0.000550016686373664	Spcs1	-0.4	C286-47	0.000108423933239152
1.28025369636468e-08	-1.0431160589287	0.141	0.52	0.000734379125308707	Tmsb4x	-0.379	C286-47	4.1924732859771e-05
1.29064129927556e-08	-1.09714966235752	0.141	0.525	0.000740337662090445	Ndufc2	-0.384	C286-47	1.38285102745573e-05
1.45058999595778e-08	-1.03326632271103	0.125	0.505	0.000832087433481302	Atp5o.1	-0.38	C286-47	4.99303117971612e-05
1.4522542643892e-08	-0.994080927901991	0.156	0.544	0.000833042091138933	Rpl3	-0.388	C286-47	2.84689401808041e-05
1.52668630205156e-08	0.603442806939062	0.609	0.25	0.000875737796582817	Trmt13	0.359	C286-47	0.250680695416633
1.70141340273365e-08	-0.676314574094335	0.031	0.426	0.000975964756076077	Rpl27a	-0.395	C286-47	0.456150856537654
1.84140658158676e-08	-0.76519432707553	0.031	0.412	0.00105626764332979	Cacybp	-0.381	C286-47	0.607733337464959
1.91049429826257e-08	-0.938049248245733	0.109	0.505	0.00109589773936938	Tm2d3	-0.396	C286-47	0.000274383390112066
1.9381143831456e-08	-1.18286337174354	0.188	0.539	0.00111174117245998	Elob	-0.351	C286-47	6.65146979138788e-07
1.96398046952794e-08	-0.952550400628025	0.375	0.672	0.00112657847693062	Oaz1	-0.297	C286-47	4.79708604453951e-06
2.02387971325053e-08	-1.14844320237774	0.688	0.833	0.00116093788111477	Stmn3	-0.145	C286-47	1.3801124759005e-08
2.09639824838116e-08	-1.1037721755661	0.578	0.735	0.0012025359632364	Sec62	-0.157	C286-47	2.60989985294673e-07
2.16374839255002e-08	-0.883590104425109	0.062	0.446	0.00124116935293454	Sub1	-0.384	C286-47	0.0159528913392931
2.42761636928489e-08	-0.89923987025215	0.109	0.51	0.0013925293017492	Rps7	-0.401	C286-47	0.00255032453617918
2.91814381973321e-08	-1.73825872458067	0.516	0.676	0.00167390565787537	Fth1	-0.16	C286-47	1.09771886755264e-12
2.98591439386438e-08	-0.88964293791621	0.25	0.588	0.00171278021460849	Uqcrq	-0.338	C286-47	0.000116180194050582
3.5487247518656e-08	-0.858917239587627	0.047	0.422	0.00203561949216514	Uqcr11	-0.375	C286-47	0.0265370532822977
3.63015854539696e-08	-0.894452109566213	0.938	0.946	0.0020823315448106	Calm2	-0.00800000000000001	C286-47	1.24104946563547e-06
3.76524411267831e-08	-1.16191110793715	0.172	0.529	0.00215981932791453	Rab3a	-0.357	C286-47	4.07576909162526e-06
4.2247712154925e-08	-0.802462872615205	0.125	0.505	0.00242341326463081	Gpx4	-0.38	C286-47	0.00292949049396657
4.7412765789768e-08	-0.836532411020054	0.172	0.534	0.00271969107123267	Syt4	-0.362	C286-47	0.00053801881142674
4.80206577346956e-08	-0.77765671052645	0.047	0.426	0.00275456096897761	Fabp5	-0.379	C286-47	0.099489070955404
4.82844786220945e-08	-0.813997274880525	0.797	0.833	0.00276969426272059	Scg5	-0.0359999999999999	C286-47	0.00010409827160287
5.07381801910514e-08	-1.0273149387334	0.359	0.642	0.00291044349211909	Selenow	-0.283	C286-47	5.35889127483241e-06
5.68920714923955e-08	-1.21506133646239	0.234	0.569	0.00326344300494679	Hsp90aa1	-0.335	C286-47	3.89492089839031e-07
6.05496655783156e-08	-0.883734613340113	0.156	0.539	0.00347324991690334	Rpl14	-0.383	C286-47	0.000124763145098849
6.077494840822e-08	-1.14369935706241	0.297	0.583	0.00348617259059232	Rpl19	-0.286	C286-47	7.70084901149993e-07
6.20556586121586e-08	-0.970562126784225	0.156	0.525	0.00355963668931064	Rpl23	-0.369	C286-47	1.74290994732519e-05
6.5374063380959e-08	-0.998458159262512	0.109	0.471	0.00374998702365857	Ndufb5	-0.362	C286-47	0.000194090030801172
6.82709681994246e-08	-0.770913254314569	0.141	0.51	0.0039161592778554	Mrfap1	-0.369	C286-47	0.00679475557597175
7.72073466588299e-08	-0.79536353106526	0.109	0.485	0.0044287678190438	Rpl26	-0.376	C286-47	0.00189213809132344
8.23190406559415e-08	-1.02944066432232	0.25	0.559	0.00472198481010612	Rpsa	-0.309	C286-47	1.08994077029569e-05
8.40764436892125e-08	-0.772307506616399	0.094	0.461	0.0048227929629006	Rpl39	-0.367	C286-47	0.0128135907227255
8.54438759699723e-08	-0.87102542050636	0.203	0.554	0.00490123161338955	Selenok	-0.351	C286-47	0.000168282988974985
8.86535081402963e-08	-0.811896474329218	0.141	0.52	0.00508534253394368	Rtl8a	-0.379	C286-47	0.000994261713778619
9.00650435062555e-08	-0.915845509780779	0.312	0.632	0.00516631102560583	Nsg1	-0.32	C286-47	0.000130453673673936
9.9520274731412e-08	-0.796243301628488	0.047	0.412	0.00570868199914326	Ndufb11	-0.365	C286-47	0.0815644459666455
9.99626424263992e-08	-0.669246249056713	0.016	0.363	0.00573405709486311	Rps17	-0.347	C286-47	1
1.02907521882809e-07	-0.751857670875437	0.062	0.436	0.00590298127024167	Rps4x	-0.374	C286-47	0.0349227740203466
1.0309411411596e-07	-0.841398211868285	0.109	0.485	0.0059136845739197	Aldoc	-0.376	C286-47	0.0022042089654818
1.08084898446723e-07	-0.799605858052081	0.125	0.485	0.00619996594470091	Rpl22l1	-0.36	C286-47	0.00493039110982904
1.13227369280501e-07	-1.23631045670432	0.422	0.652	0.0064949483566681	Aldoa	-0.23	C286-47	2.88418930434827e-08
1.24746389117257e-07	-0.903890326850182	0.094	0.456	0.0071557023725441	Pcp4	-0.362	C286-47	0.00185631259171852
1.2750159717621e-07	-1.92796464130254	0.516	0.672	0.00731374661722174	Calm1	-0.156	C286-47	1.99356399595472e-13
1.45345761820473e-07	-0.739691524881087	0.109	0.485	0.00833732358954597	Fxyd7	-0.376	C286-47	0.0211248764613295
1.46860754513589e-07	0.587864750863089	0.969	0.784	0.0084242266004085	Trim2	0.185	C286-47	0.0619034455910086
1.4916718003032e-07	-0.973343145616412	0.156	0.5	0.00855652778089923	Atp5j	-0.344	C286-47	0.000124876197073676
1.51429516858272e-07	-0.801018389067139	0.203	0.549	0.00868629994602418	Timp2	-0.346	C286-47	0.000774372727157063
1.60833824531727e-07	-0.944131758192406	0.203	0.539	0.00922574984278891	Atp5g1	-0.336	C286-47	0.000179821188442488
2.27416641096487e-42	0.670285717235069	1	1	1.30450733665767e-37	Snhg11	0	C286-159	7.02471134054995e-39
1.24708454509029e-23	-1.21164773759621	0.955	0.972	7.15352636754692e-19	Ly6h	-0.017	C286-159	9.82710660078698e-15
2.47568908932228e-21	-1.72410720228569	0.236	0.707	1.42010477541705e-16	mt-Rnr2	-0.471	C286-159	3.63811252393698e-16
2.67989095095752e-21	-1.52345541268956	0.836	0.927	1.53723904728825e-16	Pcsk1n	-0.0910000000000001	C286-159	5.07844038840771e-18
5.63258012365625e-20	-1.77678952650122	0.527	0.809	3.2309606105317e-15	Scg2	-0.282	C286-159	1.15519041045505e-18
1.6703347427175e-18	-2.23991365625876	0.864	0.915	9.5813741511761e-14	CT010467.1	-0.0510000000000001	C286-159	1.6735668543042e-28
6.1321553588843e-18	1.18735347022493	0.909	0.646	3.51752695696321e-13	Rab3c	0.263	C286-159	4.45075236723142e-23
6.24119616962389e-18	-1.86097939457628	0.6	0.793	3.58007494681965e-13	Resp18	-0.193	C286-159	1.84962943322468e-19
4.19487870539281e-17	-1.62507990004365	0.118	0.581	2.40626632298742e-12	mt-Cytb	-0.463	C286-159	1.35906287400961e-12
8.71973055721076e-17	-1.58032696756928	0.3	0.663	5.00181184222724e-12	Cst3	-0.363	C286-159	5.30872574095473e-14
8.76560461388549e-16	0.842933018860663	0.355	0.037	5.02812611861699e-11	Zbtb16	0.318	C286-159	6.26393704530854e-08
6.35417874849901e-15	0.4651401527688	1	1	3.644884013714e-10	Meg3	0	C286-159	6.78834428584665e-13
1.68648271154164e-13	-1.16693589002998	0.482	0.703	9.67400212994514e-09	Rpl41	-0.221	C286-159	7.31448337188007e-09
2.07936554462131e-13	-1.56844155971556	0.509	0.724	1.19276566370568e-08	Caly	-0.215	C286-159	1.62348322873476e-13
2.09531961224751e-13	-1.43728497310803	0.055	0.435	1.20191723597742e-08	Rplp1	-0.38	C286-159	1.88490003081889e-07
2.63267750396913e-13	-1.96849294850277	0.455	0.671	1.51015646982677e-08	Atp6v0c	-0.216	C286-159	1.52350792460231e-17
9.83282540317587e-13	-1.46138156096625	0.173	0.537	5.64030530776975e-08	Rps21	-0.364	C286-159	4.90166784825652e-11
1.02347128785685e-12	-1.33508955327778	0.382	0.638	5.87083600140445e-08	Itm2b	-0.256	C286-159	2.02946239505523e-09
1.55269781242176e-12	-1.11038469863975	0.718	0.882	8.90658519161369e-08	Gm20642	-0.164	C286-159	4.13228225705471e-05
3.60843148409161e-12	-1.51439440266129	0.2	0.533	2.06986846790463e-07	Rpl21	-0.333	C286-159	3.06803005728361e-10
6.52896358277654e-12	-0.923610934349957	0.809	0.923	3.74514409035228e-07	Kidins220	-0.114	C286-159	0.00968225769237931
7.08880035109406e-12	-1.21356154146421	0.236	0.569	4.06627765739458e-07	Hsp90b1	-0.333	C286-159	7.86786900530237e-08
1.75074333027275e-11	-1.75242453163743	0.182	0.508	1.00426138911105e-06	Rpl37	-0.326	C286-159	1.53177385370309e-12
1.98716367964116e-11	-1.43611697269554	0.345	0.598	1.13987682991576e-06	Bsg	-0.253	C286-159	1.24904933527582e-10
2.17430174585401e-11	0.79700482029712	0.573	0.207	1.24722296745678e-06	Iqsec2	0.366	C286-159	1.21404696875843e-10
2.36952652021039e-11	-1.18755988020418	0.591	0.752	1.35920780252308e-06	Rpl6	-0.161	C286-159	1.47182862159665e-08
2.85493167425908e-11	-1.42928415449156	0.082	0.415	1.63764590698849e-06	Chchd2	-0.333	C286-159	3.7886326043061e-08
3.57069282131946e-11	-0.408401579312744	1	0.996	2.04822081616527e-06	Ahi1	0.004	C286-159	
5.33363895766639e-11	0.768174990366402	0.382	0.102	3.05948197889659e-06	Fkbp5	0.28	C286-159	2.36918338541684e-07
6.32328172017755e-11	-1.29688087317824	0.164	0.484	3.62716086032825e-06	Rpl19	-0.32	C286-159	4.89773911949233e-08
6.71274989830951e-11	-1.14813191927095	0.091	0.423	3.8505675966683e-06	Rps16	-0.332	C286-159	1.88006134175517e-06
8.59710640423129e-11	-1.04573688843528	0.173	0.52	4.93147217559515e-06	Gm1673	-0.347	C286-159	1.26773689006941e-05
1.29503777184863e-10	-1.33500124778253	0.245	0.524	7.42859566687812e-06	Rpl8	-0.279	C286-159	8.44241461784703e-09
2.4961207983942e-10	0.580369729839743	0.982	0.98	1.43182481237488e-05	Ralyl	0.002	C286-159	3.44823658999919e-13
3.81039478211113e-10	-1.24837549839248	0.245	0.52	2.18571865491459e-05	Rps29	-0.275	C286-159	6.61702118085824e-08
5.60020602266727e-10	0.637489787558904	0.464	0.146	3.2123901787224e-05	Shank3	0.318	C286-159	2.63818305271494e-05
6.23112495841293e-10	-1.13549854215745	0.136	0.443	3.57429789864483e-05	Rplp2	-0.307	C286-159	1.41169472536626e-06
6.41501427062921e-10	-0.863311388606611	0.445	0.671	3.67978048591833e-05	Slc22a17	-0.226	C286-159	0.00246007187987538
6.60378860707382e-10	-1.36906503748246	0.264	0.528	3.78806522078968e-05	Arl6ip1	-0.264	C286-159	9.41195563333911e-09
8.53171988824981e-10	0.749475891536986	0.773	0.451	4.89396516229785e-05	Nmnat2	0.322	C286-159	3.02949879168582e-11
9.2622973471165e-10	-1.26230641165136	0.218	0.5	5.31303900425297e-05	Hsp90aa1	-0.282	C286-159	1.39592910035087e-07
1.02704421908672e-09	0.714040308587542	0.736	0.386	5.89133104952525e-05	Caskin1	0.35	C286-159	1.36344850220462e-07
1.04058012739466e-09	0.786551750121173	0.818	0.533	5.96897572676128e-05	B230303A05Rik	0.285	C286-159	4.55821247639456e-10
1.07195597362153e-09	-1.07638357060789	0.4	0.626	6.14895385588783e-05	Bex2	-0.226	C286-159	5.24471398890162e-07
1.09073420108155e-09	-1.02223930692611	0.073	0.37	6.25666952424396e-05	mt-Nd4	-0.297	C286-159	0.000324150485508791
1.14631611522707e-09	-1.0759204118365	0.1	0.402	6.5754985001655e-05	Tpt1	-0.302	C286-159	2.29115462763503e-05
1.2199590002013e-09	0.6790238527021	0.8	0.488	6.9979288169547e-05	Mast4	0.312	C286-159	8.17002587225981e-09
1.38074495950461e-09	0.556500573432687	0.364	0.093	7.92022923671033e-05	Doc2b	0.271	C286-159	0.00356204460966138
1.51832170051473e-09	0.662033435762271	0.918	0.671	8.70939693849259e-05	Kalrn	0.247	C286-159	3.69246416301756e-12
1.54746622251264e-09	-1.36752367824807	0.218	0.484	8.87657574557698e-05	Rps27a	-0.266	C286-159	2.76928982910704e-08
2.02721310305446e-09	-1.77580198086692	0.436	0.602	0.00011628499801741	Rps8	-0.166	C286-159	6.91033688076067e-13
2.07815095735586e-09	-1.2184985577245	0.091	0.382	0.000119206895215847	Ndufa4	-0.291	C286-159	1.41726958079249e-06
2.22077628476892e-09	-1.20858340624293	0.227	0.484	0.000127388169246915	Hspa5	-0.257	C286-159	7.69234979216457e-07
2.36872718574335e-09	-0.68710127716732	0.664	0.833	0.00013587492882861	Ddx5	-0.169	C286-159	0.0454648921781311
2.39403549583892e-09	-1.03193292199086	0.073	0.37	0.000137326664112312	Rps4x	-0.297	C286-159	0.000202127606801502
2.89289137049315e-09	-1.18334786284213	0.209	0.504	0.000165942034794228	Rps24	-0.295	C286-159	4.18490407611768e-05
3.53711736121513e-09	-1.05088299221332	0.927	0.967	0.000202896126074022	Rtn1	-0.0399999999999999	C286-159	3.55357628048065e-07
3.80172432182173e-09	0.493584504800774	0.982	0.967	0.000218074510548338	Zfhx3	0.015	C286-159	1.55599646237315e-12
4.63729653631781e-09	-0.987432675869712	0.227	0.492	0.000266004603916262	Rpl36	-0.265	C286-159	4.36580440905873e-05
4.74905621524918e-09	0.693310077625711	0.8	0.459	0.000272415362619124	Slc25a27	0.341	C286-159	3.2388767494992e-08
4.87193629987761e-09	0.654136579363209	0.891	0.687	0.000279464010033579	Mbnl2	0.204	C286-159	8.40776539218487e-09
5.16909693996349e-09	-1.64622999734401	0.555	0.663	0.000296509738670186	Hsp90ab1	-0.108	C286-159	4.13005283903139e-12
5.43712301306249e-09	0.645398921815463	0.855	0.561	0.000311884250275291	Arhgap6	0.294	C286-159	1.69099204966699e-07
5.83190225536984e-09	-1.03618300636834	0.164	0.451	0.000334529577172525	Selenok	-0.287	C286-159	8.01675152758546e-05
6.57071835947741e-09	-1.16291096998031	0.145	0.419	0.000376909546536343	Rpl35a	-0.274	C286-159	3.93523017889131e-06
6.94911168839813e-09	-1.19472298434369	0.064	0.341	0.000398614944669894	Rps3	-0.277	C286-159	1.253693373182e-05
7.14690252678224e-09	-1.51467818814766	0.436	0.606	0.000409960622741283	Ubb	-0.17	C286-159	3.135893830609e-10
8.25899120947119e-09	0.620925552947207	0.927	0.752	0.000473752253757687	Rnpc3	0.175	C286-159	5.40633198746963e-09
8.38155035300194e-09	-1.32158463917133	0.2	0.455	0.000480782491348897	Nenf	-0.255	C286-159	1.05359075552259e-07
8.70946654886982e-09	-1.1535871382002	0.409	0.581	0.000499592420176271	Rpl9	-0.172	C286-159	6.99856014407113e-07
9.67259194383703e-09	-1.07312559107824	0.236	0.508	0.00055483921908238	Rpl13	-0.272	C286-159	1.07831728040878e-05
1.04668091024495e-08	-0.855662794691831	0.082	0.366	0.000600397103734707	Avp	-0.284	C286-159	0.00581968271894803
1.0660104826116e-08	-0.848057189920331	0.127	0.423	0.000611484933035664	Chgb	-0.296	C286-159	0.00252203710505101
1.10025504590205e-08	0.615187049965044	0.918	0.687	0.000631128299430336	Srsf10	0.231	C286-159	1.15116409533871e-11
1.26938126843822e-08	-1.28376021551314	0.173	0.439	0.000728142483201533	Rps3a1	-0.266	C286-159	3.73915983069206e-07
1.2717621496978e-08	-0.842706167458338	0.209	0.488	0.000729508204309652	Myl6	-0.279	C286-159	0.00176897754318922
1.6115593254901e-08	-0.888223510770894	0.273	0.537	0.00092442266028763	Cd81	-0.264	C286-159	0.000560725604236359
1.93047543908781e-08	-1.01115419534104	0.109	0.378	0.00110735932136955	Ndufc2	-0.269	C286-159	3.57126043924788e-05
2.26439610953805e-08	-0.918730880260575	0.145	0.419	0.00129890289635321	Rpl34	-0.274	C286-159	0.000948821813745114
2.69792626843359e-08	-0.986482530411128	0.245	0.492	0.00154758446609888	Rpl11	-0.247	C286-159	2.24656836828665e-05
3.02353654624572e-08	-0.816034853822898	0.064	0.333	0.00173436103365747	Rps23	-0.269	C286-159	0.00568810180015513
3.35917287470949e-08	-0.909390916271817	0.136	0.411	0.00192688874439086	Rps27	-0.275	C286-159	0.000902638811677989
3.37678426552203e-08	-1.03380352633736	0.373	0.561	0.00193699099038874	Tmsb10	-0.188	C286-159	2.38442517874026e-05
3.39429912422041e-08	0.614348050433937	0.473	0.191	0.00194703786363531	Igsf9b	0.282	C286-159	7.34195463812445e-06
3.54550428187131e-08	-0.984857203439049	0.164	0.427	0.00203377216616702	Rps28	-0.263	C286-159	3.56102359988391e-05
3.55318492919935e-08	-0.746994961901172	0.036	0.297	0.00203817793908733	Uqcr10	-0.261	C286-159	0.0555467624985876
3.57279626646167e-08	-0.769459483762651	0.455	0.654	0.00204942739436774	Gas5	-0.199	C286-159	0.0358553295489574
3.87809903304627e-08	0.588885892643091	0.5	0.195	0.002224555167336	Rims3	0.305	C286-159	2.24957896039709e-05
4.22252998056823e-08	-0.997643044161344	0.136	0.402	0.00242212764745355	Rpl10	-0.266	C286-159	7.85262050423143e-05
4.51092852883072e-08	-1.45165332437952	0.218	0.459	0.00258755882270788	Gapdh	-0.241	C286-159	4.54120706037295e-08
5.03645620924976e-08	-1.35746583694626	0.164	0.415	0.00288901201074985	Cox4i1	-0.251	C286-159	4.99863870728553e-08
5.1949882551597e-08	-0.898034476062951	0.745	0.89	0.00297994916292471	Gm47283	-0.145	C286-159	1
5.63453329561435e-08	-0.945638580395767	0.091	0.354	0.0032320809890303	Dad1	-0.263	C286-159	0.000308614890843566
6.07635545637477e-08	-0.964645100657414	0.118	0.386	0.0034855190168857	mt-Nd1	-0.268	C286-159	0.000194345492980188
6.42675228527286e-08	0.532430485154079	0.655	0.333	0.00368651364587822	Actr1b	0.322	C286-159	1.02288440204678e-05
7.02840522420298e-08	-0.9737412397659	0.145	0.398	0.00403163380470731	Rpl30	-0.253	C286-159	0.000386101109877941
7.7417717443026e-08	-1.030572042499	0.2	0.447	0.00444083510796686	Hspa8	-0.247	C286-159	6.88785043185636e-05
7.75191221252073e-08	-1.08111527488643	0.145	0.394	0.00444665188334614	Rps11	-0.249	C286-159	2.72858154748805e-05
8.33666024858074e-08	0.472412254505299	0.955	0.858	0.00478207505179089	Baiap3	0.097	C286-159	9.33836742120882e-07
9.25552331430398e-08	-1.14760105280493	0.245	0.48	0.00530915328355105	Ppia	-0.235	C286-159	2.62802075097181e-06
9.85285964414719e-08	-0.827164761268787	0.209	0.467	0.00565179734907571	Pdia6	-0.258	C286-159	0.0335115345510863
9.95932904975884e-08	0.461097894897467	0.955	0.829	0.00571287032952267	Syne1	0.126	C286-159	1.32966973554644e-05
1.04646422130977e-07	-0.765758099106705	0.045	0.301	0.0060027280662771	Pcp4	-0.256	C286-159	0.028473272470053
1.14540458525769e-07	0.57582166574203	0.727	0.435	0.00657026978195519	Tbc1d9b	0.292	C286-159	1.79719338179486e-05
1.22590251875747e-07	0.539145949425241	0.2	0.033	0.00703202202809657	Car3	0.167	C286-159	0.0100212829283533
1.26500768157146e-07	-0.81636373813584	0.091	0.341	0.00725633706303019	Ndufa11	-0.25	C286-159	0.00738101271308393
1.27529173066914e-07	-0.906725501978274	0.455	0.687	0.00731532842546431	Nrg3os	-0.232	C286-159	1
1.36939944795445e-07	-0.954477011648894	0.255	0.484	0.00785514911335634	Tuba1a	-0.229	C286-159	0.000105274203745622
1.48578807358196e-07	0.496848959932971	0.927	0.736	0.00852277754768082	Srsf7	0.191	C286-159	1.83406747415048e-10
1.49526076253741e-07	0.539970543917967	0.909	0.715	0.00857711478606711	Dync1i1	0.194	C286-159	5.82054860894559e-07
1.59462225405906e-07	-1.23960936148771	0.291	0.5	0.00914707217373359	Fau	-0.209	C286-159	1.41498529571848e-07
1.69087749401011e-07	0.437738245393932	0.264	0.061	0.0096992114811408	Trmt9b	0.203	C286-159	0.0722820639463
1.69424663784685e-07	-0.71397731491255	0.564	0.74	0.00971853756401712	Scg5	-0.176	C286-159	1
4.9037249936095e-38	0.572809284610953	1	1	2.81287473083428e-33	Snhg11	0	C286-149	8.9218772200801e-58
6.52780776738198e-27	-1.78356649393019	0.841	0.917	3.74448109152565e-22	Pcsk1n	-0.0760000000000001	C286-149	8.44779600280176e-34
4.1090334024126e-25	0.449731441503086	1	1	2.35702374029192e-20	Meg3	0	C286-149	3.43841760563318e-22
1.83701216794261e-22	-1.56418061059913	0.216	0.603	1.05374691977524e-17	mt-Rnr2	-0.387	C286-149	2.87157394224878e-19
2.10235025139681e-21	-0.967662530957223	0.886	0.939	1.20595015120624e-16	Ly6h	-0.0529999999999999	C286-149	5.66252231306988e-12
6.53455268896809e-21	-1.4861198340352	0.256	0.609	3.74835011344587e-16	Cst3	-0.353	C286-149	7.41276536317817e-18
8.6800646852333e-20	-2.03390813386558	0.381	0.647	4.97905870474353e-15	Atp6v0c	-0.266	C286-149	7.31932833400529e-28
5.32693732614158e-19	-1.67158432446127	0.375	0.644	3.05563778902133e-14	Caly	-0.269	C286-149	2.47452469726622e-21
4.46120153382363e-18	-1.10793759517931	0.438	0.699	2.55903442383191e-13	Rpl41	-0.261	C286-149	2.04983247212694e-11
4.533350294452e-18	-1.40036243883608	0.557	0.718	2.60042039590356e-13	Resp18	-0.161	C286-149	2.07605602920243e-17
7.37644068605245e-17	-1.4033433699227	0.261	0.564	4.2312739063334e-12	Bsg	-0.303	C286-149	7.6000258967407e-16
1.29421680660366e-16	-1.28658200747829	0.182	0.519	7.42388644603994e-12	Rpl9	-0.337	C286-149	7.6705855678186e-13
1.96533207141306e-16	1.50425548003831	0.83	0.58	1.12735378280396e-11	Pde10a	0.25	C286-149	2.83049098126379e-18
3.78123083632002e-16	-1.28679012329808	0.125	0.462	2.16898963232989e-11	mt-Cytb	-0.337	C286-149	3.2422133518544e-12
2.15616476162535e-15	-1.19378066117067	0.091	0.413	1.23681923056354e-10	Spcs1	-0.322	C286-149	2.23206112610805e-10
3.01434724863365e-15	-1.91749157366715	0.869	0.917	1.72908986876123e-10	CT010467.1	-0.048	C286-149	3.25716454133602e-32
1.26319745515054e-14	-1.26409386689077	0.153	0.458	7.24595324223454e-10	Rps27a	-0.305	C286-149	9.68374880162405e-12
2.41141704543444e-14	-1.21356745502091	0.898	0.92	1.3832370456021e-09	Rtn1	-0.022	C286-149	7.32627785468249e-16
6.15704809300696e-14	-1.17230515054989	0.193	0.494	3.53180592711065e-09	Rps29	-0.301	C286-149	2.7264030932295e-11
3.48926487397588e-13	-1.19947969387136	0.466	0.622	2.00151211701004e-08	Itm2b	-0.156	C286-149	7.89326827532535e-13
5.66705899189096e-13	-0.849775181154892	0.034	0.311	3.25073837892849e-08	mt-Rnr1	-0.277	C286-149	0.000317138993968303
7.57261836201775e-13	-1.19424100317897	0.165	0.436	4.34380534482062e-08	Hspa8	-0.271	C286-149	2.83314148133569e-11
9.64269886528924e-13	-1.25311980577425	0.102	0.381	5.53124492310721e-08	Cox4i1	-0.279	C286-149	6.87412818367002e-11
1.29365118597712e-12	0.877442190649315	0.676	0.365	7.42064193300198e-08	Pdzd2	0.311	C286-149	7.03688036797203e-12
2.69555257423693e-12	-1.42016352101204	0.205	0.458	1.54622286763379e-07	Rpl37	-0.253	C286-149	2.24822285313103e-13
3.31244776672264e-12	-1.49255481742167	0.25	0.487	1.90008628794744e-07	Arl6ip1	-0.237	C286-149	2.98206972616231e-14
3.37838114938799e-12	-1.16313799347169	0.483	0.622	1.93790699491194e-07	Stmn3	-0.139	C286-149	2.89312714647879e-11
4.44125858504106e-12	-1.78185052190109	0.352	0.545	2.54759474955125e-07	Ubb	-0.193	C286-149	1.21563138831521e-18
5.37019143906083e-12	-1.11340892983268	0.239	0.49	3.08044921327407e-07	Rps21	-0.251	C286-149	2.12960951433308e-10
5.38344278606653e-12	0.599153572020768	0.216	0.026	3.08805045094348e-07	Zbtb16	0.19	C286-149	7.59583841866578e-05
7.36764158535411e-12	-0.751031698288167	0.58	0.772	4.22622656619082e-07	Clk1	-0.192	C286-149	0.0397801167883255
1.14140801027991e-11	0.79550372695739	0.824	0.599	6.5473446285676e-07	Nmnat2	0.225	C286-149	1.66146741525915e-18
1.17699693001833e-11	-1.05212249768143	0.114	0.385	6.75148978997114e-07	Rplp1	-0.271	C286-149	1.72168645369052e-08
1.68616381713696e-11	-0.822465041578774	0.051	0.311	9.67217288786103e-07	Atp5j	-0.26	C286-149	1.19836541780722e-05
1.72356371670261e-11	-1.25881996272797	0.131	0.388	9.88670619174952e-07	Chchd2	-0.257	C286-149	4.59197855126425e-11
1.8491642499613e-11	-0.685854244395365	0.716	0.849	1.0607175970628e-06	Ddx5	-0.133	C286-149	0.212345161223058
1.96304684061577e-11	-0.925622781044145	0.04	0.288	1.12604292871402e-06	Tmsb4x	-0.248	C286-149	2.12452160784818e-05
2.24499233730466e-11	-1.17982561921399	0.21	0.465	1.2877725045247e-06	Rpl21	-0.255	C286-149	3.05469067757126e-10
2.51610886341884e-11	-1.06521139314041	0.511	0.635	1.44329036623432e-06	Sec62	-0.124	C286-149	5.38526648708648e-09
3.12626575268067e-11	0.70995266738853	0.716	0.397	1.79328856105269e-06	Whamm	0.319	C286-149	7.52644351884117e-10
3.13998514811939e-11	-0.938604609146905	0.25	0.497	1.80115828066424e-06	Itm2c	-0.247	C286-149	1.04074144639132e-07
3.15364946674179e-11	-0.830103270079936	0.091	0.359	1.80899640711243e-06	Rtl8a	-0.268	C286-149	8.68780244375091e-06
4.08302407845736e-11	-0.832205349714873	0.108	0.372	2.34210427188471e-06	Rps12	-0.264	C286-149	7.78167510078772e-06
4.31437038162047e-11	-0.95372167696112	0.08	0.337	2.47480913830513e-06	Rpl14	-0.257	C286-149	6.26223019417735e-07
4.39724635876003e-11	-1.10707981395647	0.131	0.388	2.52234845631193e-06	Rpl8	-0.257	C286-149	3.53831324435236e-09
4.59243816551849e-11	-1.03950029000811	0.17	0.433	2.63431438050471e-06	Tmsb10	-0.263	C286-149	7.52890617311718e-09
5.45193161360917e-11	-1.10838788930801	0.142	0.397	3.12733701219849e-06	Ndufc2	-0.255	C286-149	4.75759428793026e-09
6.39188114537679e-11	-0.968576995606124	0.074	0.324	3.66651086261103e-06	mt-Nd1	-0.25	C286-149	2.43420994359111e-06
6.85271859255087e-11	1.25385052912169	0.438	0.176	3.93085643905903e-06	Mir670hg	0.262	C286-149	1.66533579779422e-09
7.3888866248934e-11	-1.36853547445323	0.25	0.465	4.23841314577135e-06	Gapdh	-0.215	C286-149	6.64026048042411e-12
