gene	class	siteSet_name	pwm_name	total_pwms_in_gene	n_transcripts	pwms_per_transcript
Stt3b	Background	MA0018.1	CREB1	5	2	2.5
Gm9385	Background	MA0018.1	CREB1	2	1	2
Ctdspl	Background	MA0018.1	CREB1	9	2	4.5
Acaa1a	Background	MA0018.1	CREB1	3	2	1.5
Csrnp1	IEGs	MA0018.1	CREB1	12	3	4
E530011L22Rik	Background	MA0018.1	CREB1	3	1	3
Zfp445	Background	MA0018.1	CREB1	3	1	3
Exosc7	Background	MA0018.1	CREB1	3	1	3
Clec3b	Background	MA0018.1	CREB1	2	1	2
Slc30a10	Background					0
Il12b	IEGs					0
Slc25a11	Background					0
Zfp36l1	IEGs					0
Gm7565	Background					0
Bmerb1	Background					0
Crybg3	Background					0
Zfp811	Background					0
Ska1	Background					0
Grk5	Background					0
Tor1b	Background					0
Ano3	Background					0
Romo1	Background					0
Them4	Background					0
Slc22a15	Background					0
Uox	Background					0
Uox	Background					0
Gm12989	Background					0
Tmprss11e	Background					0
Ndnf	Background					0
H1f10	Background					0
Folh1	Background					0
Gm15501	Background					0
Gria4	Background					0
Naalad2	Background					0
Naalad2	Background					0
