gene	class	siteSet_name	pwm_name	total_pwms_in_gene	n_transcripts	pwms_per_transcript
Tcf12	Background	MA0018.2	CREB1	14	3	4.66666666666667
Elovl5	Background	MA0018.2	CREB1	28	5	5.6
Mto1	Background	MA0018.2	CREB1	7	1	7
Mei4	Background	MA0018.2	CREB1	3	1	3
Bckdhb	Background	MA0018.2	CREB1	7	2	3.5
Tpbg	Background	MA0018.2	CREB1	15	2	7.5
Tbc1d2b	Background	MA0018.2	CREB1	11	3	3.66666666666667
Chst2	Background	MA0018.2	CREB1	7	1	7
Foxl2	Background	MA0018.2	CREB1	10	1	10
Msl2	Background	MA0018.2	CREB1	4	1	4
Cdv3	Background	MA0018.2	CREB1	4	1	4
Bfsp2	Background	MA0018.2	CREB1	12	3	4
Abhd14a	Background	MA0018.2	CREB1	4	1	4
Abhd14b	Background	MA0018.2	CREB1	10	2	5
Naa80	Background	MA0018.2	CREB1	8	2	4
Traip	Background	MA0018.2	CREB1	9	1	9
Pfkfb4	Background	MA0018.2	CREB1	11	2	5.5
Ngp	Background	MA0018.2	CREB1	8	1	8
Ccrl2	IEGs	MA0018.2	CREB1	8	1	8
Stt3b	Background	MA0018.2	CREB1	9	2	4.5
Gm9385	Background	MA0018.2	CREB1	6	1	6
Ctdspl	Background	MA0018.2	CREB1	6	2	3
Acaa1a	Background	MA0018.2	CREB1	14	2	7
Csrnp1	IEGs	MA0018.2	CREB1	9	3	3
E530011L22Rik	Background	MA0018.2	CREB1	4	1	4
Zfp445	Background	MA0018.2	CREB1	7	1	7
Exosc7	Background	MA0018.2	CREB1	7	1	7
Clec3b	Background	MA0018.2	CREB1	3	1	3
Tor1b	Background					0
Slc22a15	Background					0
H2ax	Background					0
