reduction	mean_purity_knn	mean_entropy_knn_all	resolution	silhouette_score_cosine	mean_mixingNorm	silhouette_score_norm	mean_purity_knn_norm	mean_entropy_knn_all_norm	mean_mixingNorm_norm	mixing_score	purity_score	assay	ndim	features	method	features_ngenes
scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.552163787262873	0.383782065180674	7.5	0.152491142651267	0.891871093028478	85	87.13	47.21	65.98	56.595	86.5975	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	3000
scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.544698509485095	0.418564200739126	8	0.116765504564856	0.912303965762458	65	84.98	54.58	80.06	67.32	79.985	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	500
scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.552646510840108	0.40993984702823	8	0.122725657029791	0.909549685432695	69	87.27	52.75	78.17	65.46	82.7025	scVI	50	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00	0.554816649728998	0.396811953968596	8	0.133887998821153	0.905939992437729	75	87.9	49.97	75.68	62.825	84.675	scVI	60	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00	0.555360772357724	0.394759472393443	8	0.144718533062984	0.902145457062103	81	88.06	49.53	73.06	61.295	86.295	scVI	60	features_RNA.log.vst.split_Batch_ID	scVI	1500
scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00	0.544982215447154	0.391752162490006	8.5	0.1437435148467	0.897632898958064	80	85.06	48.89	69.95	59.42	83.795	scVI	60	features_RNA.log.vst.split_Batch_ID	scVI	2000
scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.544529132791328	0.384481177767468	8.5	0.151152537845195	0.892725215513011	84	84.93	47.35	66.57	56.96	84.6975	scVI	60	features_RNA.log.vst.split_Batch_ID	scVI	3000
scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.546599762872629	0.419142898730772	8	0.11535084520991	0.914660270276849	64	85.53	54.7	81.69	68.195	80.1475	scVI	60	features_RNA.log.vst.split_Batch_ID	scVI	500
scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.551752414692612	0.405564475139437	7.5	0.123752383149042	0.908503409132367	69	87.02	51.82	77.44	64.63	82.515	scVI	60	features_RNA.log.vst.split_Batch_ID	scVI	750
scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_b0e8fd94fb38e748c5ba9bf4d05721d2	0.567606707317073	0.394759472393443	8	0.134098972816206	0.908314050297924	75	91.59	49.53	77.31	63.42	87.4425	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1000
scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_b0e8fd94fb38e748c5ba9bf4d05721d2	0.563238905826559	0.387955488592859	8	0.154128545796802	0.903673077429786	86	90.33	48.09	74.12	61.105	89.2475	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	1500
scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.2000_b0e8fd94fb38e748c5ba9bf4d05721d2	0.563126693766938	0.383782065180674	8	0.163461801533958	0.900223775754428	91	90.3	47.21	71.74	59.475	90.475	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	2000
scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_b0e8fd94fb38e748c5ba9bf4d05721d2	0.561396934281843	0.397030372835457	8.5	0.12252256806031	0.909796194504932	68	89.8	50.01	78.34	64.175	84.35	scVI	90	features_RNA.log.vst.split_Batch_ID	scVI	750
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00	0.431253046691205	0.545496267719131	10.5	0.0517226543669744	0.931872507125827	29	52.27	81.47	93.55	87.51	46.4525	RNA	30	RNA.log.vst.split_Batch_ID	harmony	1000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00	0.412991275277234	0.534142730169724	9.5	0.0566328312504278	0.930294899280745	32	47	79.06	92.46	85.76	43.25	RNA	30	RNA.log.vst.split_Batch_ID	harmony	1500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00	0.365005591277607	0.521361423436895	10	0.0557644437509959	0.926785607658095	31	33.16	76.36	90.04	83.2	32.62	RNA	30	RNA.log.vst.split_Batch_ID	harmony	2000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.348098965613643	0.507706822257242	9	0.0573371670294317	0.925879905236517	32	28.29	73.46	89.42	81.44	29.2175	RNA	30	RNA.log.vst.split_Batch_ID	harmony	3000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.39647578737707	0.560226111822217	10.5	0.0593071446934843	0.931958141328145	33	42.24	84.59	93.61	89.1	39.93	RNA	30	RNA.log.vst.split_Batch_ID	harmony	500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.402495107632094	0.55362407649824	11	0.0592758543085445	0.93123468829545	33	43.97	83.19	93.11	88.15	41.2275	RNA	30	RNA.log.vst.split_Batch_ID	harmony	750
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00	0.495665905050281	0.508405934844036	11	0.0894119373898008	0.925714630659152	50	70.84	73.61	89.31	81.46	65.63	RNA	50	RNA.log.vst.split_Batch_ID	harmony	1000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00	0.473317872410611	0.496075158642908	10.5	0.0933976219820152	0.923675807505043	52	64.4	71	87.9	79.45	61.3	RNA	50	RNA.log.vst.split_Batch_ID	harmony	1500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00	0.456879552620135	0.495624628111208	10	0.0659548967699483	0.92809425950377	37	59.66	70.9	90.95	80.925	53.995	RNA	50	RNA.log.vst.split_Batch_ID	harmony	2000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.450858204553498	0.478744298161257	9	0.0742395985471991	0.928697441116872	41	57.92	67.33	91.36	79.345	53.69	RNA	50	RNA.log.vst.split_Batch_ID	harmony	3000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.521523244346908	0.52681203824912	11.5	0.0918436505915534	0.927136274349345	51	78.3	77.51	90.29	83.9	71.475	RNA	50	RNA.log.vst.split_Batch_ID	harmony	500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.503243878573815	0.515834631036352	11	0.0892862245337055	0.925796060341053	50	73.03	75.18	89.36	82.27	67.2725	RNA	50	RNA.log.vst.split_Batch_ID	harmony	750
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00	0.51696066448136	0.502428611911792	10.5	0.0980171768751484	0.926100102356294	55	76.98	72.34	89.57	80.955	71.485	RNA	60	RNA.log.vst.split_Batch_ID	harmony	1000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00	0.503124651739187	0.491699786754116	10	0.0969968806532007	0.925216901782287	54	72.99	70.07	88.96	79.515	68.2425	RNA	60	RNA.log.vst.split_Batch_ID	harmony	1500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00	0.475569141751624	0.474541330739239	10	0.0931906413777762	0.922217734949651	52	65.05	66.44	86.9	76.67	61.7875	RNA	60	RNA.log.vst.split_Batch_ID	harmony	2000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.461218043173949	0.466413521960129	9	0.0786380222662415	0.92903397514558	44	60.91	64.71	91.59	78.15	56.6825	RNA	60	RNA.log.vst.split_Batch_ID	harmony	3000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.537230887827102	0.525736795325688	11.5	0.0853555697700732	0.927946132867955	48	82.83	77.28	90.84	84.06	74.1225	RNA	60	RNA.log.vst.split_Batch_ID	harmony	500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.524293324635791	0.509481177767469	10.5	0.0933584216824816	0.9265636137221	52	79.1	73.84	89.89	81.865	72.325	RNA	60	RNA.log.vst.split_Batch_ID	harmony	750
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00	0.539431010056115	0.500278126064926	10.5	0.0941724184714233	0.927586502245496	53	83.46	71.89	90.6	81.245	75.845	RNA	80	RNA.log.vst.split_Batch_ID	harmony	1000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00	0.532596428968276	0.483744382441781	10.5	0.0957419870147941	0.926564426887795	54	81.49	68.39	89.89	79.14	74.6175	RNA	80	RNA.log.vst.split_Batch_ID	harmony	1500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00	0.509023070726152	0.466413521960129	10	0.0901885368804815	0.923908940672698	50	74.69	64.71	88.06	76.385	68.5175	RNA	80	RNA.log.vst.split_Batch_ID	harmony	2000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00	0.483207626657969	0.44487969405646	9.5	0.0875844577452529	0.919680952685713	49	67.25	60.15	85.15	72.65	62.6875	RNA	80	RNA.log.vst.split_Batch_ID	harmony	3000
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00	0.548690378632146	0.52681203824912	10.5	0.0818501555735011	0.929204234495362	46	86.13	77.51	91.71	84.61	76.0975	RNA	80	RNA.log.vst.split_Batch_ID	harmony	500
harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00	0.544645709483861	0.507706822257242	11	0.0960656703985338	0.927753536360909	54	84.97	73.46	90.71	82.085	77.2275	RNA	80	RNA.log.vst.split_Batch_ID	harmony	750
Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000	0.476574817652693	0.231768078454947	8.5	0.155920895257636	0.834930493530229	87	65.34	15	26.74	20.87	70.755	RNA	30	RNA.log.vst.split_Batch_ID	Raw	1000
Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500	0.432398880129669	0.213782342393331	8.5	0.168001041812612	0.821283346962799	94	52.6	11.19	17.34	14.265	62.95	RNA	30	RNA.log.vst.split_Batch_ID	Raw	1500
Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000	0.418444996243288	0.201140607547712	8.5	0.161469288246307	0.812629161481811	90	48.57	8.51	11.37	9.94	58.9275	RNA	30	RNA.log.vst.split_Batch_ID	Raw	2000
Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000	0.416862366911617	0.18977566557104	8	0.162437117751554	0.796123954127257	91	48.12	6.1	0	3.05	58.84	RNA	30	RNA.log.vst.split_Batch_ID	Raw	3000
Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500	0.466794800111826	0.294797155132337	10	0.117808385984539	0.853955290102453	66	62.52	28.35	39.85	34.1	63.39	RNA	30	RNA.log.vst.split_Batch_ID	Raw	500
Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750	0.462278972961026	0.256631579333809	9	0.148950724447866	0.843118935505767	83	61.21	20.27	32.39	26.33	66.6575	RNA	30	RNA.log.vst.split_Batch_ID	Raw	750
Raw_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000	0.543583111870413	0.231768078454947	7.5	0.1634045185826	0.845431773418773	91	84.66	15	33.98	24.49	86.245	RNA	50	RNA.log.vst.split_Batch_ID	Raw	1000
Raw_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500	0.523406488452149	0.21356392352647	7.5	0.178907990757002	0.834777658030675	100	78.84	11.14	26.64	18.89	84.13	RNA	50	RNA.log.vst.split_Batch_ID	Raw	1500
Raw_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000	0.472948824199731	0.198526409348625	7	0.17500042937674	0.826525409520486	98	64.29	7.95	20.95	14.45	72.7175	RNA	50	RNA.log.vst.split_Batch_ID	Raw	2000
Raw_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000	0.44286751635544	0.174699235141149	7	0.168097835082186	0.808205458354046	94	55.62	2.91	8.33	5.62	65.215	RNA	50	RNA.log.vst.split_Batch_ID	Raw	3000
Raw_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500	0.562411665579474	0.293067655807339	8.5	0.133908390272427	0.862455233204907	75	90.09	27.99	45.71	36.85	86.3175	RNA	50	RNA.log.vst.split_Batch_ID	Raw	500
Raw_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750	0.549722380410023	0.255902922737182	8	0.148820497125942	0.852456785379068	83	86.43	20.11	38.82	29.465	85.5725	RNA	50	RNA.log.vst.split_Batch_ID	Raw	750
Raw_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000	0.557989868071375	0.231768078454947	7.5	0.149551943046157	0.850914371516562	84	88.81	15	37.76	26.38	87.6075	RNA	60	RNA.log.vst.split_Batch_ID	Raw	1000
Raw_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500	0.534946678652053	0.209082830039526	7	0.174372837507482	0.838888971822146	97	82.17	10.19	29.47	19.83	85.8775	RNA	60	RNA.log.vst.split_Batch_ID	Raw	1500
Raw_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000	0.506345177664975	0.190398600569515	7	0.177365516211208	0.83099365886938	99	73.92	6.23	24.03	15.13	80.19	RNA	60	RNA.log.vst.split_Batch_ID	Raw	2000
Raw_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000	0.448157836867086	0.174699235141149	6.5	0.171761503048854	0.812795643123498	96	57.14	2.91	11.49	7.2	66.855	RNA	60	RNA.log.vst.split_Batch_ID	Raw	3000
Raw_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500	0.568219675398634	0.294797155132337	9	0.122811214765786	0.867088228593902	69	91.76	28.35	48.9	38.625	86.07	RNA	60	RNA.log.vst.split_Batch_ID	Raw	500
Raw_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750	0.562054108137181	0.254377149282049	8	0.147376348285866	0.856598492131637	82	89.99	19.79	41.68	30.735	87.9925	RNA	60	RNA.log.vst.split_Batch_ID	Raw	750
Scanorama_15_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..80.0..e0758c66a6a70d30247817bce8502135	0.540284916350539	0.396811953968596	9.5	0.113891184809821	0.894338589594941	64	83.71	49.97	67.68	58.825	78.7825	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1000
Scanorama_15_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..80.0..e0758c66a6a70d30247817bce8502135	0.553406820776256	0.383782065180674	8.5	0.104509214510854	0.886514007920206	58	87.49	47.21	62.29	54.75	80.1175	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1500
Scanorama_15_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..80.0..e0758c66a6a70d30247817bce8502135	0.530493032931232	0.354819541084689	8.5	0.121226258914212	0.882252583984209	68	80.89	41.07	59.35	50.21	77.6675	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	2000
Scanorama_15_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..80.0..e0758c66a6a70d30247817bce8502135	0.51478990950446	0.327729376770643	8.5	0.123857371679329	0.882510435561788	69	76.36	35.33	59.53	47.43	74.52	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	3000
Scanorama_15_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..80.0..e0758c66a6a70d30247817bce8502135	0.490601192890799	0.338285797461544	7.5	0.123461511476422	0.882409478278139	69	69.38	37.57	59.46	48.515	69.285	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	500
Scanorama_15_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..80.0..e0758c66a6a70d30247817bce8502135	0.513161918432302	0.38027821034545	8.5	0.108906098288662	0.884720149060289	61	75.89	46.46	61.05	53.755	72.1675	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	750
Scanorama_2_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135	0.42820761360509	0.353962717028117	10	0.0770847984709148	0.889457947950103	43	51.39	40.89	64.32	52.605	49.2925	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1000
Scanorama_2_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135	0.397796295996504	0.326591138079413	9.5	0.0846714574986632	0.88062187508878	47	42.62	35.09	58.23	46.66	43.715	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1500
Scanorama_2_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135	0.397117232543242	0.313700422647608	10.5	0.0830555445455864	0.875081592650744	46	42.42	32.36	54.41	43.385	43.315	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	2000
Scanorama_2_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135	0.373095067362784	0.305572613868498	9.5	0.0947193154999012	0.867658562401358	53	35.5	30.64	49.3	39.97	39.875	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	3000
Scanorama_2_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135	0.428471289116252	0.406015005671138	9.5	0.053338636982491	0.899143290071215	30	51.47	51.92	70.99	61.455	46.1025	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	500
Scanorama_2_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135	0.409028306163087	0.3735037705547	9.5	0.0868115216496883	0.889789408055045	49	45.86	45.03	64.55	54.79	46.645	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	750
Scanorama_2_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135	0.494767536602487	0.369658793886752	9.5	0.112802449710748	0.884199274381317	63	70.58	44.21	60.7	52.455	68.685	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1000
Scanorama_2_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135	0.463872812484823	0.316330983036006	10	0.134258860005538	0.871917507340433	75	61.67	32.91	52.23	42.57	65.0025	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1500
Scanorama_2_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135	0.438402527075812	0.331511357670793	9	0.117679901978551	0.8692302710139	66	54.33	36.13	50.38	43.255	57.2475	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	2000
Scanorama_2_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135	0.431788292934502	0.293067655807339	9	0.131103927172191	0.860350238107961	73	52.42	27.99	44.26	36.125	57.565	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	3000
Scanorama_2_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135	0.508859432757121	0.40993984702823	10	0.109638648551047	0.890495084141693	61	74.65	52.75	65.03	58.89	71.2375	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	500
Scanorama_2_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135	0.490815220116326	0.38027821034545	10.5	0.101108495055739	0.886024602215595	57	69.44	46.46	61.95	54.205	66.33	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	750
Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135	0.413773858283014	0.370376046056114	10	0.0953962139660268	0.887685737356304	53	47.23	44.37	63.1	53.735	48.6725	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1000
Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135	0.391397662333458	0.338285797461544	9.5	0.0868621102682265	0.879277010151426	49	40.77	37.57	57.3	47.435	42.8275	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1500
Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135	0.403001610788234	0.330157988682434	10	0.091742649686598	0.877213533793258	51	44.12	35.84	55.88	45.86	45.84	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	2000
Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135	0.369505976813356	0.313902371124215	10	0.106090922363811	0.867312804360976	59	34.46	32.4	49.06	40.73	40.595	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	3000
Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135	0.373055519580386	0.419142898730772	10	0.0511479429546066	0.899636813844685	29	35.49	54.7	71.33	63.015	33.8675	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	500
Scanorama_3_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135	0.395463081381231	0.384481177767468	10	0.0782542433998881	0.884957306049143	44	41.95	47.35	61.22	54.285	42.4625	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	750
Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135	0.476217158042519	0.383624353710897	10	0.0995650958423408	0.887251797031603	56	65.23	47.17	62.8	54.985	62.9225	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1000
Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135	0.456060489550112	0.332428889124448	9.5	0.134412663194704	0.868573124636753	75	59.42	36.33	49.93	43.13	63.315	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1500
Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135	0.437794029560797	0.335234250551277	9	0.1002978702629	0.868203583889766	56	54.15	36.92	49.67	43.295	54.6125	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	2000
Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135	0.429694982686216	0.305057310175743	9.5	0.128508797869066	0.856067971393581	72	51.82	30.53	41.31	35.92	56.865	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	3000
Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135	0.48619740704501	0.421820092697657	11	0.091815487621583	0.889170540216303	51	68.11	55.27	64.12	59.695	63.8325	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	500
Scanorama_3_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135	0.463085702466908	0.394759472393443	9.5	0.102827269616204	0.885518179756929	57	61.45	49.53	61.6	55.565	60.3375	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	750
Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135	0.479263529811724	0.339997157203973	9.5	0.0929884122009041	0.894609498141988	52	66.11	37.93	67.87	52.9	62.5825	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1000
Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135	0.440424511502162	0.313700422647608	9	0.0893434396720271	0.88974303560797	50	54.91	32.36	64.52	48.44	53.6825	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	1500
Scanorama_4_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135	0.436588366709297	0.299699235141149	9	0.0980423570576306	0.881639830163784	55	53.81	29.39	58.93	44.16	54.1075	RNA		features_RNA.log.vst.split_Batch_ID	Scanorama	2000
