p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff	p_val_adj_negbinom	color	label
5.9011625766266e-11	0.468998207206548	0.854	0.583	3.38502487720455e-06	Apex2	0.271	1.90327647660605e-20	up-regulated in fasting	
5.98349436744743e-11	0.391929583526834	0.509	0.232	3.43225203905519e-06	Map3k13	0.277	8.37834373709718e-09	up-regulated in fasting	
6.21577138435679e-11	-0.703370822259469	0.133	0.345	3.56549078149474e-06	Rps15a	-0.212	1.74257719053772e-06	down-regulated in fasting	
6.3344920077354e-11	0.290819640432622	0.208	0.047	3.63359130547718e-06	Sik1	0.161	9.23471505488933e-06	not regulated	
6.34763433699778e-11	0.458228725869896	0.947	0.889	3.64113000838867e-06	Rbms3	0.0579999999999999	3.92747592128618e-30	up-regulated in fasting	
6.36262403701249e-11	0.33025310323713	0.261	0.074	3.6497284001111e-06	Calu	0.187	1.64708637063175e-07	not regulated	
6.4329756459721e-11	-0.714762401604694	0.181	0.394	3.69008349004251e-06	Rps14	-0.213	4.82276705848838e-07	down-regulated in fasting	
6.48390783165434e-11	0.473726424855094	0.69	0.402	3.71929921039356e-06	Sec24a	0.288	1.80286157936946e-17	up-regulated in fasting	
6.48573761166573e-11	0.502765364488805	0.655	0.368	3.7203488088037e-06	Arhgap39	0.287	1.32371168169121e-16	up-regulated in fasting	
7.14124722607848e-11	0.526699845041113	0.633	0.363	4.09636223382314e-06	Mllt3	0.27	1.34842760644257e-14	up-regulated in fasting	
7.30885768342719e-11	0.429902483343133	0.726	0.405	4.19250694436751e-06	Tbce	0.321	8.67350248307448e-15	up-regulated in fasting	
7.43326970863246e-11	0.213849814529486	0.106	0.006	4.26387217026575e-06	Vipr1	0.1	0.0782696937737083	not regulated	
7.49270410914234e-11	0.304189960264879	1	1	4.29796493108623e-06	Fam155a	0	1.51853739327611e-34	not regulated	
7.8653579026331e-11	-0.680788248989698	0.252	0.456	4.5117266001084e-06	Ecel1	-0.204	0.00284374364984002	down-regulated in fasting	
8.01415647615682e-11	-0.632745449479689	0.925	0.973	4.59708043785308e-06	Lrrtm4	-0.0479999999999999	1	down-regulated in fasting	
8.01999361024522e-11	0.4781813824254	0.243	0.072	4.60042873470886e-06	Junb	0.171	9.25213922081811e-08	up-regulated in fasting	
8.36565212094312e-11	0.439311144929516	0.925	0.834	4.79870536961539e-06	Csrnp3	0.0910000000000001	5.25246473365552e-29	up-regulated in fasting	
8.52719510800401e-11	0.418632672221534	0.761	0.487	4.89136965785326e-06	Sgsm1	0.274	2.90204663480607e-17	up-regulated in fasting	
8.61242535741899e-11	0.427609109693058	0.588	0.306	4.94025943352268e-06	Eml4	0.282	4.40469841738444e-14	up-regulated in fasting	
9.01730077429973e-11	0.57666664942765	0.903	0.731	5.17250407015381e-06	Ptpro	0.172	2.32722985098347e-25	up-regulated in fasting	
9.06787212124299e-11	-0.738737467783023	0.987	0.949	5.2015128061874e-06	Rtn1	0.038	0.000751833250559274	down-regulated in fasting	
9.3299132691037e-11	0.266189948872268	1	0.998	5.35182484942326e-06	Ank3	0.002	2.86637922884865e-47	not regulated	
9.42638553535173e-11	0.434008253956353	0.398	0.164	5.40716327078846e-06	Rap1b	0.234	5.24403794600082e-10	up-regulated in fasting	
9.66346380670109e-11	-0.634154532772095	0.642	0.7	5.54315610879988e-06	Aplp1	-0.0579999999999999	0.0633372158918626	down-regulated in fasting	
1.00658746203369e-10	-0.867131718428566	0.327	0.493	5.77398699971762e-06	Hspa5	-0.166	3.74459516557874e-08	down-regulated in fasting	
1.00904326981296e-10	-0.65662961079194	0.084	0.29	5.78807400430112e-06	Ndufb8	-0.206	1.08153781728134e-06	down-regulated in fasting	
1.02443614121388e-10	0.464465470424174	0.332	0.121	5.87637059323105e-06	Ern1	0.211	3.50695628036715e-09	up-regulated in fasting	
1.06613071242468e-10	0.450074236488581	0.336	0.121	6.11553899261044e-06	Rgs20	0.215	2.22348977142386e-07	up-regulated in fasting	
1.07951697125844e-10	-1.55886601533834	0.593	0.618	6.19232525053269e-06	Hsp90ab1	-0.025	3.14329494614508e-21	down-regulated in fasting	Hsp90ab1
1.11795491664636e-10	-1.20054880511148	0.084	0.29	6.41281299286686e-06	Sst	-0.206	1.62703062666412e-09	down-regulated in fasting	Sst
1.1216266096391e-10	0.502086286625908	0.642	0.39	6.4338745582118e-06	Crtc3	0.252	2.31306502442686e-16	up-regulated in fasting	
1.14094461267724e-10	0.431643435430364	0.863	0.639	6.54468648723919e-06	Gnao1	0.224	1.21956653100628e-18	up-regulated in fasting	
1.14225420315711e-10	-0.623655119543382	0.097	0.308	6.55219856014984e-06	Ndufb11	-0.211	9.77895312538348e-07	down-regulated in fasting	
1.16291264762367e-10	0.454533119208888	0.743	0.483	6.67069952929891e-06	Rptor	0.26	3.76462842891952e-14	up-regulated in fasting	
1.18497300530349e-10	-0.620406030256292	0.796	0.84	6.79724215302187e-06	Spock3	-0.0439999999999999	1	down-regulated in fasting	
1.26297551583766e-10	-2.07112960973362	0.845	0.78	7.24468015394798e-06	Npy	0.065	5.88773355297365e-34	down-regulated in fasting	Npy
1.32796899454236e-10	0.436003490792787	0.257	0.08	7.61749574649388e-06	Rrad	0.177	1.40330550210796e-08	up-regulated in fasting	
1.33466470560336e-10	-0.651291354725831	0.513	0.616	7.65590368428201e-06	Cox7c	-0.103	0.00238837019785055	down-regulated in fasting	
1.34684428840619e-10	0.358043572988191	0.991	0.943	7.72576820715557e-06	Ppp2r2b	0.048	2.91777717918592e-29	up-regulated in fasting	
1.36398177350111e-10	-0.812582655745825	0.204	0.398	7.82407224915707e-06	Ndufa13	-0.194	8.16251028616558e-09	down-regulated in fasting	
1.42073338628732e-10	0.472081691874164	0.314	0.117	8.1496108504213e-06	Pik3r1	0.197	3.78889567525426e-08	up-regulated in fasting	
1.42320530760599e-10	0.434350719975806	0.531	0.255	8.16379028548947e-06	Arfgef2	0.276	4.58275846071593e-10	up-regulated in fasting	
1.44751800946888e-10	0.428849281174834	0.491	0.232	8.3032528059154e-06	Anks1	0.259	9.64634836166165e-09	up-regulated in fasting	
1.48234820941538e-10	0.32018506215436	0.173	0.035	8.50304579884849e-06	Gm15418	0.138	4.35098105636631e-05	not regulated	
1.49414475114874e-10	-0.753085992428377	0.119	0.32	8.5707131215394e-06	Ndufb5	-0.201	5.56586613061599e-08	down-regulated in fasting	
1.49910860969316e-10	0.419352001592714	0.602	0.32	8.59918680692192e-06	1700025G04Rik	0.282	6.09192040776979e-13	up-regulated in fasting	
1.50182718215325e-10	0.374641107798701	0.619	0.318	8.61478108226747e-06	Mcph1	0.301	4.27084950055419e-13	up-regulated in fasting	
1.52095155217222e-10	0.406679483647726	0.456	0.203	8.7244822935703e-06	Fbrsl1	0.253	2.7467077728893e-11	up-regulated in fasting	
1.64978584743029e-10	0.42096053672514	0.615	0.324	9.46350157802963e-06	Uba5	0.291	4.39415121291041e-11	up-regulated in fasting	
1.65879198795481e-10	0.501131585681081	0.637	0.402	9.51516260130641e-06	Trpc1	0.235	1.05478285122246e-13	up-regulated in fasting	
1.67600662986843e-10	0.461483754882844	0.743	0.487	9.61390923025129e-06	Atp6v1b2	0.256	1.70429006294711e-14	up-regulated in fasting	
1.70368137138162e-10	0.393483269264316	0.394	0.166	9.77265708251928e-06	Hid1	0.228	7.58767861652051e-08	up-regulated in fasting	
1.71055320461056e-10	0.397213541190849	0.465	0.209	9.81207529228708e-06	Man2a2	0.256	2.0641644309439e-11	up-regulated in fasting	
1.72961767804151e-10	-0.658310171839674	0.739	0.747	9.9214329247817e-06	Scg5	-0.00800000000000001	0.00898634198966809	down-regulated in fasting	
1.81190081272809e-10	0.353828214521094	0.327	0.115	1.03934254419709e-05	Gab1	0.212	1.06110804852558e-06	up-regulated in fasting	
1.84106255475643e-10	-1.14846248361231	0.319	0.48	1.05607030265939e-05	Ndn	-0.161	9.29081666839282e-12	down-regulated in fasting	
1.91658420026166e-10	0.376589438916079	0.527	0.257	1.09939102895409e-05	Acap2	0.27	8.98061330364657e-08	up-regulated in fasting	
1.98837732253601e-10	-0.62481721483336	0.124	0.331	1.14057299975311e-05	Uqcr10	-0.207	8.88001791405401e-05	down-regulated in fasting	
2.00714557661537e-10	0.432830847330117	0.385	0.164	1.15133884565811e-05	Slc25a25	0.221	1.76984625909146e-09	up-regulated in fasting	
2.04338871402952e-10	-0.478087990277687	0.031	0.216	1.17212863414161e-05	Ndufa8	-0.185	0.00074233763074213	down-regulated in fasting	
2.10382994416701e-10	-0.535158902431125	0.066	0.269	1.20679893257308e-05	Mif	-0.203	0.000105573951164522	down-regulated in fasting	
2.15739321360599e-10	0.390929437565756	0.491	0.228	1.23752389518867e-05	Ppp1r12c	0.263	1.12646084614153e-11	up-regulated in fasting	
2.19466194377001e-10	0.416391024834253	0.438	0.195	1.25890198418535e-05	Kif17	0.243	5.41384162729882e-10	up-regulated in fasting	
2.3506926927008e-10	0.387468324069078	0.358	0.138	1.34840434238704e-05	5330431K02Rik	0.22	6.02340349137217e-09	up-regulated in fasting	
2.35771520434137e-10	-0.683199000504823	0.195	0.396	1.3524325955143e-05	Tm2d3	-0.201	8.34458105848159e-07	down-regulated in fasting	
2.50232170070216e-10	0.365360706792533	0.425	0.181	1.43538177395677e-05	Cep89	0.244	2.21907615327598e-09	up-regulated in fasting	
2.50817556693877e-10	0.340046874603442	0.973	0.875	1.43873966870742e-05	Mapt	0.098	6.02779931548929e-21	not regulated	
2.65059372039035e-10	0.33014998060295	0.186	0.041	1.52043356989031e-05	Galnt3	0.145	1.89330938167661e-05	not regulated	
2.67472898475411e-10	-0.502235584514425	0.035	0.22	1.53427804023465e-05	Hcrt	-0.185	0.00105894188077195	down-regulated in fasting	
2.75495440015615e-10	-0.408057079960314	0.938	0.967	1.58029694301757e-05	Kidins220	-0.029	1	down-regulated in fasting	
2.92299231676652e-10	0.388860701348895	0.65	0.366	1.67668685274361e-05	Bbx	0.284	2.64492626042863e-13	up-regulated in fasting	
2.93307129692332e-10	0.153256713448588	0.08	0	1.68246835734116e-05	Gm45902	0.08	1	not regulated	
2.98362687457019e-10	0.302021293846503	1	0.994	1.71146804779095e-05	Magi2	0.00600000000000001	4.22470135437932e-37	not regulated	
3.25723230561517e-10	0.40917969341538	0.743	0.421	1.86841359514697e-05	Iqsec1	0.322	1.06230902648119e-13	up-regulated in fasting	
3.27436354079542e-10	0.549908421371505	0.752	0.507	1.87824041427107e-05	Galnt17	0.245	2.24245424572291e-15	up-regulated in fasting	
3.3610809223246e-10	0.382127069705596	0.973	0.842	1.92798323866383e-05	Camta1	0.131	7.29514299454741e-23	up-regulated in fasting	
3.47459189890442e-10	-0.580086043822556	0.097	0.3	1.99309540504955e-05	Rpl28	-0.203	9.25909311241534e-06	down-regulated in fasting	
3.50074259568636e-10	0.437605473525036	0.593	0.306	2.00809596773761e-05	Rnf150	0.287	2.20233561292455e-12	up-regulated in fasting	
3.54347498971291e-10	0.326174048660355	0.341	0.125	2.03260812359912e-05	Fbxo33	0.216	4.96492329199777e-07	not regulated	
3.59688068119329e-10	0.451111888313847	0.385	0.16	2.06324269634609e-05	Klf9	0.225	9.57381960385912e-09	up-regulated in fasting	
3.63579164624e-10	0.685600365727765	0.412	0.195	2.08556280411619e-05	Zfp385b	0.217	5.17687385399564e-07	up-regulated in fasting	
3.68649452193554e-10	0.416187448966581	0.558	0.296	2.11464698767266e-05	Rab40c	0.262	2.88701777372854e-12	up-regulated in fasting	
3.82739435501687e-10	0.454494567197921	0.735	0.483	2.19546994992477e-05	Ctif	0.252	7.01152333090749e-20	up-regulated in fasting	
4.0098969159561e-10	0.340810762100327	0.867	0.641	2.30015706893074e-05	Atxn10	0.226	1.70104526577792e-13	not regulated	
4.19223092427184e-10	0.303581742994662	0.279	0.09	2.40474750278081e-05	0610009E02Rik	0.189	3.99042205644339e-06	not regulated	
4.21740429358527e-10	0.467584530446228	0.389	0.168	2.41918745088639e-05	Frmd4b	0.221	7.33095390680047e-10	up-regulated in fasting	
4.28345143799375e-10	0.338566150047611	0.606	0.306	2.45707341386198e-05	Gtpbp2	0.3	3.20448735306537e-08	not regulated	
4.43945912144857e-10	-0.874391423771718	0.31	0.468	2.54656254124533e-05	Rpl13	-0.158	3.50434139225156e-09	down-regulated in fasting	
4.45084476136859e-10	-0.611055719040317	0.097	0.298	2.55309357201625e-05	Atp5g3	-0.201	9.89103794220811e-06	down-regulated in fasting	
4.53754128280695e-10	-0.805765515817334	0.872	0.85	2.60282443064372e-05	Ctnna3	0.022	1	down-regulated in fasting	
4.5684908323942e-10	0.772411858283227	0.27	0.097	2.62057771127796e-05	Tafa2	0.173	2.08746872697564e-13	up-regulated in fasting	
4.56892479909719e-10	0.356973865407472	0.376	0.152	2.62082664325813e-05	Gmeb1	0.224	1.40339104302204e-05	up-regulated in fasting	
4.7473575167808e-10	0.476016194058016	0.81	0.571	2.7231792187758e-05	Cacna2d1	0.239	1.69552582712034e-14	up-regulated in fasting	
4.92441963330012e-10	0.291390656415787	0.226	0.064	2.82474559005361e-05	Gm44863	0.162	1.14532883670373e-05	not regulated	
5.09981741607824e-10	0.34047967866048	1	0.994	2.9253572662108e-05	Cntnap2	0.00600000000000001	8.19677230601281e-31	not regulated	
5.38823120785001e-10	0.433742881311404	0.637	0.38	3.09079718544692e-05	Gfpt1	0.257	2.38545093576051e-13	up-regulated in fasting	
5.41734166501646e-10	-0.458235298281686	0.022	0.193	3.10749552588674e-05	Gstm5	-0.171	0.00811147464251239	down-regulated in fasting	
5.45198384240771e-10	0.315459655854924	0.442	0.197	3.12736697168191e-05	Zfp948	0.245	3.72894871094805e-05	not regulated	
5.48123029789381e-10	-0.548650842159859	0.058	0.246	3.14414332347785e-05	mt-Co1	-0.188	0.000118880348258971	down-regulated in fasting	
5.6606198012284e-10	-0.725367213642656	0.217	0.415	3.24704473038064e-05	Slc24a5	-0.198	0.000721465561812889	down-regulated in fasting	
5.67344210939569e-10	0.467621001360432	0.588	0.316	3.25439986279155e-05	Airn	0.272	3.90414455512903e-08	up-regulated in fasting	
6.15203460257911e-10	0.495840481512111	0.615	0.359	3.52893008873143e-05	Rai2	0.256	1.55499852447359e-13	up-regulated in fasting	
6.16921277297334e-10	0.356880549933934	0.996	0.951	3.53878383083297e-05	Zbtb20	0.045	2.50044334538793e-31	up-regulated in fasting	
6.17542689755195e-10	0.387430442589404	0.518	0.259	3.54234837697375e-05	Slc7a14	0.259	3.03379187702466e-09	up-regulated in fasting	
6.30021046268934e-10	0.366246508708627	0.987	0.916	3.61392672560786e-05	Gabrb1	0.071	4.40029068829949e-26	up-regulated in fasting	
6.38614542813033e-10	-0.800395437315195	0.442	0.544	3.66322074048412e-05	Slc25a4	-0.102	3.56158065250494e-07	down-regulated in fasting	
6.40887538823011e-10	0.421930768809384	0.659	0.376	3.67625910019656e-05	Ablim2	0.283	9.3461701174821e-16	up-regulated in fasting	
6.45573438477393e-10	0.469868353876622	0.292	0.105	3.70313835779402e-05	Alkal2	0.187	1.16718759527303e-07	up-regulated in fasting	
6.4975782732014e-10	0.378845336491127	0.637	0.331	3.72714084907379e-05	Mecr	0.306	4.01723947305495e-10	up-regulated in fasting	
6.66998934986482e-10	0.424967445031405	0.522	0.273	3.82603929086946e-05	Castor2	0.249	1.8160641680285e-09	up-regulated in fasting	
6.73285818060547e-10	0.466736554154064	0.739	0.47	3.86210210955891e-05	Arhgap26.1	0.269	7.24273605991672e-18	up-regulated in fasting	
6.78781391513934e-10	0.430257763775836	0.522	0.267	3.89362581800223e-05	Pak6	0.255	5.37113092156131e-11	up-regulated in fasting	
7.35567915807522e-10	0.428518021279554	0.566	0.314	4.21936467865511e-05	Smg5	0.252	1.8493820654121e-11	up-regulated in fasting	
7.80551090067514e-10	0.416061512798306	0.544	0.277	4.47739716284527e-05	Git2	0.267	1.20269650556296e-10	up-regulated in fasting	
7.94089251671886e-10	0.286465534193707	0.288	0.099	4.55505476544027e-05	Dtx1	0.189	4.41856890347207e-05	not regulated	
8.22194211710756e-10	0.39021310308929	0.934	0.784	4.71627043721524e-05	Srgap1	0.15	2.09555286221626e-22	up-regulated in fasting	
8.49032822186963e-10	0.568864428146322	0.885	0.733	4.87022207462885e-05	Cdh18	0.152	6.07335654974944e-19	up-regulated in fasting	
8.53990672496545e-10	0.449420903648919	0.403	0.185	4.89866129557468e-05	Bcl2l1	0.218	4.82649424585575e-09	up-regulated in fasting	
8.96194027105928e-10	-0.625889492729765	0.195	0.386	5.14074817828502e-05	Cfl1	-0.191	9.21361822501416e-05	down-regulated in fasting	
8.98249307230595e-10	0.384764089318796	0.394	0.16	5.15253767613614e-05	Osbpl10	0.234	1.80675310903626e-08	up-regulated in fasting	
9.01022730798104e-10	0.242206696080042	0.168	0.035	5.16844658840409e-05	Etv5	0.133	0.00105914721399584	not regulated	
9.23415092073395e-10	-0.663444571700373	0.341	0.491	5.29689365115141e-05	Itm2c	-0.15	8.09963237511707e-05	down-regulated in fasting	
9.26653200730451e-10	-0.626685928137434	0.124	0.316	5.31546809003002e-05	Nme1	-0.192	3.30342589273334e-06	down-regulated in fasting	
9.35929864944399e-10	0.419372340982231	0.686	0.402	5.36868089129406e-05	Nipsnap2	0.284	3.88614075001799e-13	up-regulated in fasting	
9.40260960060695e-10	-0.664492730950346	0.173	0.366	5.39352491910016e-05	Rps9	-0.193	3.21643813232158e-06	down-regulated in fasting	
9.53066766142833e-10	-0.662799217467472	0.066	0.253	5.46698158394852e-05	Pmch	-0.187	2.84071590191814e-05	down-regulated in fasting	
9.61647151078215e-10	-0.676584073373429	0.133	0.324	5.51620038801486e-05	Ndufa11	-0.191	1.29271560741832e-06	down-regulated in fasting	
9.74124664145597e-10	0.369414154898956	0.602	0.324	5.58777389847197e-05	Ttc7b	0.278	2.60568830847299e-12	up-regulated in fasting	
9.9674225716476e-10	0.377992640595166	0.385	0.164	5.7175129355485e-05	Prkag1	0.221	4.75931578885696e-07	up-regulated in fasting	
1.01274404909166e-09	0.398329594984558	0.894	0.721	5.80930241439959e-05	Fndc3a	0.173	3.01411791680546e-17	up-regulated in fasting	
1.01400775367953e-09	0.3412898589539	0.319	0.119	5.81655127665651e-05	Cttnbp2nl	0.2	4.09501138832033e-08	not regulated	
1.04799416243142e-09	0.259520069075389	0.181	0.041	6.01150411453914e-05	Cds1	0.14	4.92827975541946e-05	not regulated	
1.09232517705222e-09	0.397495244125025	0.646	0.366	6.26579568060695e-05	Irak1	0.28	4.16880723493547e-13	up-regulated in fasting	
1.09487584615182e-09	0.407704420305185	0.385	0.164	6.2804268286961e-05	Stt3b	0.221	3.44615386547917e-07	up-regulated in fasting	
1.09523547913479e-09	-0.735093681562431	0.204	0.386	6.28248975541296e-05	Naca	-0.182	4.23788290186034e-07	down-regulated in fasting	
1.09831281190476e-09	-0.633459400931476	0.097	0.287	6.30014195164809e-05	Rps23	-0.19	4.77116135740819e-06	down-regulated in fasting	
1.10430296090679e-09	-0.598064479408325	0.088	0.277	6.33450264435353e-05	Cnpy2	-0.189	1.33062206299034e-05	down-regulated in fasting	
1.12326622797817e-09	0.496211141299744	0.504	0.255	6.4432797369284e-05	Tmtc1	0.249	1.47803604146754e-12	up-regulated in fasting	
1.14509841875647e-09	0.452456729331171	0.801	0.542	6.56851354967087e-05	Itsn1	0.259	1.86686696942966e-18	up-regulated in fasting	
1.15850405262346e-09	-0.429141008660233	0.942	0.967	6.64541094665866e-05	Ube3a	-0.025	1	down-regulated in fasting	
1.19091384142189e-09	0.444710730915596	0.624	0.361	6.83131997716423e-05	Rab3gap2	0.263	2.46700304971388e-14	up-regulated in fasting	
1.22444311007988e-09	-0.598168148458264	0.159	0.37	7.02365056804019e-05	Per3	-0.211	0.0187425470279811	down-regulated in fasting	
1.22463848385038e-09	0.337691841079833	0.566	0.283	7.02477127106258e-05	Arnt2	0.283	1.06866049193043e-09	not regulated	
1.24383712920851e-09	0.395923959978136	0.283	0.101	7.13489854056587e-05	Smyd4	0.182	1.64288654913495e-07	up-regulated in fasting	
1.27281165976789e-09	-0.599068957907162	0.248	0.433	7.30110224276058e-05	Cetn3	-0.185	0.040345254203502	down-regulated in fasting	
1.27353826437819e-09	-0.851723983096515	0.575	0.604	7.30527019212615e-05	Eef1a1	-0.029	5.75589144120497e-08	down-regulated in fasting	
1.44130492482231e-09	0.459175459103644	0.681	0.396	8.26761330976576e-05	Fmn1	0.285	4.62257598483073e-11	up-regulated in fasting	
1.46009537105667e-09	0.296669609635854	0.283	0.097	8.37539906745525e-05	B4galt1	0.186	9.03103280754907e-06	not regulated	
1.49068898064146e-09	-0.665834939851401	0.124	0.314	8.55089013075556e-05	Rpl18a	-0.19	2.12115776911116e-06	down-regulated in fasting	
1.51166604856859e-09	0.418607886137581	0.566	0.32	8.67121878779915e-05	Arf4	0.246	1.66639106832876e-12	up-regulated in fasting	
1.54786258673179e-09	0.39276715041651	0.593	0.316	8.87884937001089e-05	Ppp1r13b	0.277	5.7403904085562e-11	up-regulated in fasting	
1.62397216458794e-09	0.478581842203572	0.681	0.407	9.31542913050932e-05	Cdc37l1	0.274	3.41115938708814e-13	up-regulated in fasting	
1.64392385247266e-09	0.571529038176192	0.858	0.717	9.42987600255369e-05	Tox	0.141	3.43277213784012e-25	up-regulated in fasting	
1.72564886723001e-09	0.394519198458427	0.385	0.166	9.8986670322048e-05	Pcsk1	0.219	2.84959302862553e-07	up-regulated in fasting	
1.74669724771798e-09	-0.575009777800839	0.23	0.433	0.000100194047523599	Atraid	-0.203	0.000447663202752206	down-regulated in fasting	
1.75927636972848e-09	0.400136828141089	0.602	0.341	0.000100915611120365	Mgrn1	0.261	4.28932601503029e-10	up-regulated in fasting	
1.81694926783384e-09	0.403060689296784	0.566	0.31	0.000104223843901485	Tent4b	0.256	7.63263014577833e-11	up-regulated in fasting	
1.89082364158065e-09	0.329770870890858	0.31	0.113	0.000108461425728349	Mpzl1	0.197	1.66471216977792e-06	not regulated	
1.9454277789455e-09	-0.575648279486594	0.128	0.324	0.000111593628255872	Rpl29	-0.196	0.000371885360144709	down-regulated in fasting	
1.98325075372065e-09	-0.765304226509634	0.27	0.439	0.000113763229734924	Rps20	-0.169	4.38221139537803e-07	down-regulated in fasting	
2.02741057675534e-09	-0.76806303924738	0.389	0.503	0.00011629632550384	Aldoa	-0.114	1.54934067580198e-06	down-regulated in fasting	
2.04398329954882e-09	0.266438908641259	0.243	0.074	0.00011724697002872	Ldlrad3	0.169	0.000909366879395934	not regulated	
2.05244711949642e-09	-0.527635124131452	0.075	0.263	0.000117732471668554	Atp5mpl	-0.188	0.000250836097988478	down-regulated in fasting	
2.08443989253257e-09	0.399886267427729	0.54	0.29	0.000119567641115454	Atf6	0.25	4.78108806329777e-10	up-regulated in fasting	
2.10298424904646e-09	-0.563832097551358	0.093	0.281	0.000120631382493803	Tubb5	-0.188	6.94815101519911e-05	down-regulated in fasting	
2.13079988867348e-09	0.418949959057406	0.513	0.267	0.000122226943214088	Slc22a23	0.246	4.41627135383838e-08	up-regulated in fasting	
2.1995912789857e-09	0.39117199217322	0.704	0.415	0.000126172954945178	Brwd1	0.289	3.30968579978456e-12	up-regulated in fasting	
2.250392925367e-09	-0.663867116642849	0.142	0.333	0.000129087038984902	Cd63	-0.191	4.38442066051421e-06	down-regulated in fasting	
2.25115442658362e-09	0.41357545854059	0.593	0.329	0.000129130720217689	Sh3gl1	0.264	2.05895567415719e-10	up-regulated in fasting	
2.25612096895387e-09	0.383110448849055	0.956	0.846	0.000129415611021132	Gria1	0.11	1.25121146917861e-18	up-regulated in fasting	
2.3788936560444e-09	0.400069412991704	0.903	0.686	0.000136458097898019	Spock1	0.217	3.00153919871338e-18	up-regulated in fasting	
2.40086745578712e-09	0.4070281838848	0.381	0.17	0.000137718558998861	Tram1	0.211	1.62991628092421e-08	up-regulated in fasting	
2.45802012541499e-09	0.514290677383532	0.712	0.446	0.000140996950434054	Gclc	0.266	3.22411526202259e-18	up-regulated in fasting	
2.5139980399418e-09	0.43726629225042	0.673	0.411	0.000144207955567142	Corin	0.262	1.59113577168965e-15	up-regulated in fasting	
2.54358637198181e-09	-0.496542705982384	0.066	0.248	0.000145905201469621	Tomm7	-0.182	0.000350192573651732	down-regulated in fasting	
2.60438465731382e-09	0.399894297023133	0.934	0.719	0.000149392712712835	Ddx50	0.215	1.65199388507904e-22	up-regulated in fasting	
2.63320063579443e-09	-0.624245074660152	0.336	0.497	0.00015104565487044	Myl6	-0.161	0.00201827696107412	down-regulated in fasting	
2.66056610057394e-09	0.429181879373007	0.841	0.606	0.000152615392661122	Apba1	0.235	1.15549870583456e-16	up-regulated in fasting	
2.69155404563984e-09	0.44197011410527	0.779	0.538	0.000154392923165993	Trpc4	0.241	3.00516528322527e-16	up-regulated in fasting	
2.70401022550236e-09	0.28028150621043	0.323	0.119	0.000155107434555266	Ccdc6	0.204	5.51028005728209e-05	not regulated	
2.70694612091155e-09	0.286183229188473	0.257	0.084	0.000155275843387728	Ddah1	0.173	0.00420805501136491	not regulated	
2.71502345414762e-09	0.503403183794889	0.385	0.175	0.000155739175376816	Svil	0.21	1.61372748688327e-08	up-regulated in fasting	
2.74757708473805e-09	-0.776010811511737	0.208	0.39	0.000157606516734744	Rpl10	-0.182	5.20255851270638e-08	down-regulated in fasting	
2.88811524451324e-09	0.369108844634107	0.743	0.433	0.000165668066655768	Fndc3b	0.31	9.95138110944273e-15	up-regulated in fasting	
2.9226643119838e-09	0.452888536880799	0.571	0.314	0.000167649870264015	Sec63	0.257	1.185838451466e-09	up-regulated in fasting	
2.92374571633479e-09	0.310717533123699	0.274	0.097	0.000167711901780396	Slc7a1	0.177	3.31891089687662e-05	not regulated	
2.97472575699883e-09	0.275920409192044	0.314	0.117	0.000170636218872967	Zmat3	0.197	1.36619594158982e-05	not regulated	
2.97723110212856e-09	0.393288673924195	0.841	0.587	0.000170779930480298	Arih1	0.254	4.58588065434746e-15	up-regulated in fasting	
3.00383469202409e-09	0.473330471895308	0.748	0.491	0.000172305965603886	Fryl	0.257	4.06284436191275e-16	up-regulated in fasting	
3.15848891112544e-09	-0.581667024137221	0.124	0.316	0.000181177240919978	Dpm3	-0.192	0.000231209640744133	down-regulated in fasting	
3.30189809366834e-09	0.417132424474635	0.65	0.419	0.000189403478449003	Stx5a	0.231	2.57687295295439e-14	up-regulated in fasting	
3.34259841921444e-09	0.281394235462301	0.336	0.131	0.000191738130522978	Capn2	0.205	0.000109653654801974	not regulated	
3.54880052613619e-09	0.374144069999881	0.46	0.218	0.000203566295780224	Bclaf3	0.242	4.27624527187858e-09	up-regulated in fasting	
3.66765804667016e-09	-0.578779039514747	0.15	0.341	0.000210384200873094	Pfdn5	-0.191	0.000210034559157219	down-regulated in fasting	
3.6872546935131e-09	-0.617643215160808	0.124	0.308	0.000211508303729298	Atp5j	-0.184	1.09097996154942e-05	down-regulated in fasting	
3.71017226258641e-09	0.388903081048562	0.566	0.298	0.000212822901326482	Kirrel3	0.268	1.28416867292859e-06	up-regulated in fasting	
3.86297647698472e-09	0.443511576135453	0.336	0.142	0.000221588056672797	Mir670hg	0.194	2.24375061508202e-08	up-regulated in fasting	
4.21374579081891e-09	0.279167193624396	0.119	0.016	0.000241708886052954	Plekhg1	0.103	0.00496199665668566	not regulated	
4.23814813260744e-09	0.334085001038302	0.305	0.117	0.000243108653182628	E2f3	0.188	7.88911134476974e-06	not regulated	
4.24186673923305e-09	0.478462482742886	0.584	0.343	0.000243321959895886	Dock10	0.241	4.18228665644074e-11	up-regulated in fasting	
4.31754225066063e-09	0.332704322145102	0.274	0.097	0.000247662858582395	Nck2	0.177	9.33164812293424e-07	not regulated	
4.38932785830963e-09	-0.519173585240629	0.637	0.71	0.000251780624608357	Maged1	-0.073	1	down-regulated in fasting	
